YYYY,MM,DD,HH,tropozone,flux,peak,tp,fire
2004.00,1.00000,8.00000,0.00000,4.47254e+17,2.63640e+16,5.64000,8.02200,0.00000
2004.00,2.00000,2.00000,0.00000,5.13123e+17,2.64965e+16,7.28000,10.4220,0.00000
2004.00,7.00000,9.00000,0.00000,6.78200e+17,8.20712e+15,9.34000,10.9130,0.00000
2004.00,8.00000,11.0000,0.00000,7.95339e+17,1.15428e+16,10.6200,11.2470,1.00000
2004.00,8.00000,18.0000,0.00000,6.69287e+17,6.38081e+15,7.26000,10.4640,0.00000
2004.00,9.00000,10.0000,0.00000,9.71725e+17,1.87449e+16,11.1800,13.4790,0.00000
2004.00,9.00000,24.0000,0.00000,9.57892e+17,2.63294e+16,4.56000,11.4600,0.00000
2004.00,11.0000,4.00000,0.00000,9.40403e+17,1.05882e+16,7.44000,11.9840,0.00000
2005.00,1.00000,13.0000,0.00000,8.60586e+17,1.56776e+16,7.00000,14.1160,0.00000
2005.00,2.00000,9.00000,0.00000,5.05428e+17,1.42769e+16,5.24000,9.86100,0.00000
2005.00,2.00000,25.0000,0.00000,6.77653e+17,1.03890e+16,7.64000,13.6360,0.00000
2005.00,4.00000,14.0000,6.00000,6.44599e+17,1.55736e+16,8.86000,11.8490,0.00000
2005.00,7.00000,13.0000,0.00000,7.15434e+17,1.24426e+16,5.14000,10.8840,0.00000
2005.00,10.0000,26.0000,0.00000,9.93797e+17,6.76524e+15,6.48000,11.6420,1.00000
2005.00,11.0000,3.00000,0.00000,9.00668e+17,8.79290e+15,7.16000,11.9840,1.00000
2005.00,11.0000,8.00000,0.00000,9.59779e+17,1.39370e+16,5.42000,10.4640,1.00000
2005.00,11.0000,17.0000,0.00000,8.58106e+17,1.93171e+16,10.4400,11.2760,1.00000
2005.00,11.0000,25.0000,0.00000,8.45086e+17,7.36986e+15,7.42000,11.2600,0.00000
2005.00,12.0000,21.0000,0.00000,9.30295e+17,6.80531e+15,9.12000,14.1680,0.00000
2006.00,1.00000,5.00000,0.00000,8.90809e+17,1.01499e+16,9.72000,15.7090,0.00000
2006.00,2.00000,3.00000,0.00000,6.49535e+17,1.59731e+16,8.28000,15.8580,0.00000
2006.00,2.00000,17.0000,0.00000,7.75165e+17,2.37175e+16,7.18000,11.5040,0.00000
2006.00,2.00000,22.0000,0.00000,6.60342e+17,1.47491e+16,10.6800,13.7020,0.00000
2006.00,3.00000,23.0000,0.00000,9.63117e+17,7.98803e+15,6.04000,15.6160,0.00000
2006.00,6.00000,14.0000,0.00000,6.39035e+17,1.04524e+16,9.94000,11.3360,0.00000
2006.00,7.00000,20.0000,0.00000,6.48012e+17,1.49486e+16,7.44000,11.3210,0.00000
2006.00,8.00000,9.00000,0.00000,5.83983e+17,1.21691e+16,6.88000,7.68300,0.00000
2006.00,8.00000,30.0000,0.00000,9.59041e+17,1.08428e+16,8.04000,10.9900,0.00000
2006.00,9.00000,7.00000,0.00000,7.30999e+17,8.13491e+15,9.66000,10.4420,0.00000
2006.00,9.00000,27.0000,0.00000,6.23515e+17,1.12811e+16,4.38000,9.67100,0.00000
2006.00,10.0000,4.00000,6.00000,1.17159e+18,1.34582e+16,6.74000,11.4320,0.00000
2006.00,10.0000,12.0000,0.00000,1.35323e+18,1.25589e+16,11.8200,14.9130,0.00000
2006.00,10.0000,16.0000,6.00000,8.77401e+17,1.13342e+16,7.92000,11.2300,1.00000
2007.00,1.00000,4.00000,0.00000,8.96338e+17,1.17303e+16,7.46000,12.9610,0.00000
2007.00,1.00000,12.0000,0.00000,5.55177e+17,1.87351e+16,4.48000,11.2980,0.00000
2007.00,1.00000,24.0000,0.00000,5.44362e+17,8.89823e+15,7.12000,11.1490,0.00000
2007.00,2.00000,9.00000,0.00000,7.39040e+17,8.07492e+15,4.90000,12.4160,0.00000
2007.00,3.00000,1.00000,0.00000,6.62346e+17,1.07567e+16,7.34000,11.1650,0.00000
2007.00,3.00000,15.0000,0.00000,8.33262e+17,3.15401e+16,8.80000,16.5020,0.00000
2007.00,3.00000,21.0000,0.00000,7.58638e+17,3.45419e+16,8.88000,12.7740,0.00000
2007.00,3.00000,28.0000,6.00000,6.78791e+17,1.74902e+16,13.3000,15.1720,0.00000
2007.00,4.00000,4.00000,0.00000,9.14951e+17,1.31060e+16,7.26000,14.1680,0.00000
2007.00,4.00000,13.0000,0.00000,8.15372e+17,2.34069e+16,6.80000,12.5480,0.00000
2007.00,4.00000,20.0000,0.00000,7.41911e+17,1.35704e+16,4.08000,12.1330,0.00000
2007.00,6.00000,1.00000,0.00000,6.77924e+17,3.52383e+15,10.2000,11.3940,0.00000
2007.00,10.0000,17.0000,0.00000,1.03936e+18,7.04983e+15,4.98000,11.8310,1.00000
2007.00,10.0000,31.0000,0.00000,7.40216e+17,2.95134e+16,9.52000,10.7780,1.00000
2008.00,1.00000,18.0000,0.00000,8.52970e+17,2.13680e+16,11.7400,15.2580,0.00000
2008.00,1.00000,25.0000,0.00000,8.05663e+17,8.83367e+15,8.88000,12.1430,0.00000
2008.00,2.00000,21.0000,0.00000,7.35785e+17,1.53128e+16,6.46000,15.3360,0.00000
2008.00,3.00000,5.00000,0.00000,7.26154e+17,3.92653e+15,10.7400,15.0400,0.00000
2008.00,3.00000,11.0000,0.00000,7.92069e+17,1.35814e+16,5.84000,12.3300,0.00000
2008.00,6.00000,25.0000,0.00000,8.88934e+17,1.24448e+16,9.72000,13.7590,0.00000
2008.00,7.00000,9.00000,0.00000,7.53328e+17,1.35805e+16,6.12000,11.6670,0.00000
2008.00,7.00000,23.0000,0.00000,6.23846e+17,7.54917e+15,6.06000,10.2650,0.00000
2008.00,10.0000,30.0000,0.00000,8.66202e+17,1.56259e+16,6.74000,10.8640,0.00000
2008.00,11.0000,7.00000,0.00000,8.55204e+17,1.05448e+16,8.74000,13.0760,0.00000
2008.00,11.0000,26.0000,0.00000,7.43671e+17,2.32520e+16,8.54000,9.49300,0.00000
2008.00,12.0000,3.00000,0.00000,5.43487e+17,1.11100e+16,8.26000,9.96500,0.00000
2008.00,12.0000,12.0000,0.00000,8.17786e+17,1.23234e+16,12.2000,14.2530,0.00000
2009.00,1.00000,7.00000,0.00000,8.30169e+17,1.09041e+16,13.2200,14.0380,0.00000
2009.00,1.00000,13.0000,0.00000,1.10688e+18,1.34445e+16,7.58000,13.7550,0.00000
2009.00,1.00000,14.0000,0.00000,1.00967e+18,2.38583e+16,13.1400,14.9980,0.00000
2009.00,1.00000,21.0000,0.00000,6.92115e+17,1.41509e+16,11.5200,12.0610,0.00000
2009.00,1.00000,30.0000,0.00000,1.11673e+18,1.88069e+16,7.26000,15.6040,0.00000
2009.00,2.00000,6.00000,0.00000,8.18180e+17,9.54436e+15,5.14000,14.8370,0.00000
2009.00,2.00000,13.0000,0.00000,6.87504e+17,2.70667e+16,7.20000,12.6570,0.00000
2009.00,7.00000,20.0000,6.00000,8.61724e+17,1.51825e+16,8.54000,13.7640,0.00000
2009.00,7.00000,21.0000,6.00000,8.60613e+17,1.69987e+16,7.46000,13.5780,0.00000
2009.00,9.00000,2.00000,6.00000,7.38898e+17,2.78889e+16,4.68000,9.74600,0.00000
2009.00,9.00000,16.0000,0.00000,9.00325e+17,2.08480e+16,9.44000,11.8440,1.00000
2009.00,9.00000,23.0000,6.00000,5.87149e+17,1.41261e+16,6.88000,8.63300,0.00000
2009.00,10.0000,16.0000,0.00000,6.02059e+17,1.42179e+16,8.28000,8.91200,0.00000
2009.00,12.0000,11.0000,0.00000,6.33263e+17,1.15637e+16,5.36000,10.5580,0.00000
2009.00,12.0000,16.0000,0.00000,9.64430e+17,8.33891e+15,8.22000,15.0990,0.00000
2009.00,12.0000,23.0000,0.00000,9.02630e+17,2.05137e+16,8.68000,13.0560,0.00000
2010.00,1.00000,6.00000,0.00000,7.52594e+17,9.44395e+15,12.3000,12.8140,0.00000
2010.00,1.00000,13.0000,0.00000,6.97703e+17,-8.74548e+15,6.20000,13.7570,0.00000
2010.00,1.00000,20.0000,0.00000,6.31815e+17,6.01459e+15,9.66000,15.5460,0.00000
2010.00,1.00000,28.0000,0.00000,6.03146e+17,7.24772e+15,9.30000,11.0210,0.00000
2010.00,2.00000,3.00000,0.00000,8.76527e+17,1.38855e+16,6.50000,14.2440,0.00000
2010.00,2.00000,17.0000,0.00000,8.61062e+17,9.85625e+15,8.42000,14.0720,0.00000
2010.00,3.00000,4.00000,6.00000,8.42097e+17,1.47856e+16,7.96000,15.0980,0.00000
2010.00,3.00000,5.00000,0.00000,7.47954e+17,1.47049e+16,10.2000,15.4920,0.00000
2010.00,3.00000,10.0000,0.00000,6.31087e+17,1.41887e+16,9.02000,10.8720,0.00000
2010.00,3.00000,17.0000,0.00000,7.47761e+17,1.10064e+16,8.84000,14.6960,0.00000
2010.00,3.00000,24.0000,0.00000,7.48716e+17,1.53565e+16,9.06000,14.8770,0.00000
2010.00,3.00000,31.0000,0.00000,7.82478e+17,1.69433e+16,8.92000,14.3010,0.00000
2010.00,4.00000,7.00000,0.00000,8.02540e+17,1.66807e+16,7.78000,14.1610,0.00000
2010.00,6.00000,2.00000,0.00000,6.57797e+17,1.06204e+16,8.50000,12.2630,0.00000
2010.00,7.00000,7.00000,0.00000,6.54706e+17,1.05132e+16,8.22000,10.3000,0.00000
2010.00,7.00000,28.0000,0.00000,7.20678e+17,9.01890e+15,10.7200,11.2330,0.00000
2010.00,10.0000,14.0000,0.00000,7.65132e+17,1.50546e+16,4.88000,11.4030,0.00000
2010.00,10.0000,27.0000,0.00000,7.86796e+17,2.86640e+16,9.78000,10.9960,1.00000
2010.00,11.0000,17.0000,0.00000,7.59542e+17,9.74660e+15,6.82000,11.5700,0.00000
2010.00,11.0000,24.0000,0.00000,7.49733e+17,7.72814e+15,6.58000,12.0570,0.00000
2010.00,12.0000,1.00000,0.00000,6.65186e+17,1.24428e+16,7.56000,10.7630,0.00000
2010.00,12.0000,14.0000,0.00000,6.65264e+17,4.79672e+15,8.82000,11.0330,0.00000
2011.00,1.00000,10.0000,0.00000,6.98089e+17,4.29080e+15,8.00000,14.7130,0.00000
2011.00,1.00000,25.0000,0.00000,7.03173e+17,7.09120e+15,10.9800,16.0960,0.00000
2011.00,2.00000,9.00000,0.00000,6.61164e+17,8.08342e+15,5.20000,15.3730,0.00000
2011.00,2.00000,15.0000,6.00000,1.13706e+18,8.99545e+15,4.58000,11.1010,0.00000
2011.00,2.00000,17.0000,6.00000,9.62330e+17,2.09283e+16,8.40000,13.9390,0.00000
2011.00,2.00000,23.0000,0.00000,7.11523e+17,2.03499e+16,8.52000,14.9360,0.00000
2011.00,3.00000,2.00000,0.00000,7.41677e+17,5.28431e+15,7.70000,14.2550,0.00000
2011.00,3.00000,9.00000,0.00000,7.30532e+17,3.64177e+16,7.74000,15.1280,0.00000
2011.00,3.00000,16.0000,0.00000,7.51136e+17,1.45837e+16,7.58000,13.6880,0.00000
2011.00,3.00000,23.0000,0.00000,8.07029e+17,1.76101e+16,4.34000,11.6820,0.00000
2011.00,4.00000,20.0000,0.00000,6.61956e+17,3.09220e+16,10.0400,11.7260,0.00000
2011.00,5.00000,11.0000,0.00000,6.03360e+17,4.62603e+16,8.28000,9.09800,0.00000
2011.00,7.00000,13.0000,6.00000,6.78760e+17,1.88164e+16,6.50000,10.6890,0.00000
2011.00,8.00000,24.0000,0.00000,1.01494e+18,6.70346e+15,10.0800,13.6820,0.00000
2011.00,9.00000,15.0000,6.00000,9.58098e+17,1.97690e+16,4.96000,11.4490,0.00000
2011.00,10.0000,25.0000,0.00000,7.22213e+17,1.67755e+16,8.20000,10.7910,1.00000
2011.00,12.0000,7.00000,0.00000,7.65321e+17,1.06566e+16,8.76000,11.6350,0.00000
2011.00,12.0000,14.0000,0.00000,6.44654e+17,8.08245e+15,6.72000,10.3450,0.00000
2012.00,1.00000,13.0000,0.00000,6.30824e+17,3.60726e+16,11.6400,12.1510,0.00000
2012.00,2.00000,23.0000,0.00000,9.87027e+17,1.59185e+16,8.50000,14.3760,0.00000
2012.00,3.00000,14.0000,0.00000,8.30135e+17,3.43222e+16,9.10000,13.5440,0.00000
2012.00,3.00000,20.0000,0.00000,8.34224e+17,1.63468e+16,7.40000,15.8320,0.00000
2012.00,3.00000,28.0000,0.00000,1.01498e+18,4.30916e+15,7.42000,14.1930,0.00000
2012.00,4.00000,4.00000,0.00000,8.01715e+17,9.86473e+15,4.06000,14.3240,0.00000
2012.00,4.00000,19.0000,0.00000,7.27133e+17,3.60162e+15,8.14000,13.3260,0.00000
2012.00,10.0000,3.00000,0.00000,1.07533e+18,2.06721e+16,7.56000,14.6870,1.00000
2012.00,10.0000,23.0000,0.00000,9.20850e+17,9.15081e+15,5.42000,12.3640,0.00000
2012.00,10.0000,30.0000,0.00000,8.53291e+17,2.70467e+16,4.80000,10.5040,1.00000
2012.00,11.0000,21.0000,0.00000,6.32597e+17,1.75832e+16,6.56000,10.4170,0.00000
2012.00,12.0000,13.0000,0.00000,1.06040e+18,1.83685e+16,13.4400,13.9570,0.00000
2012.00,12.0000,21.0000,0.00000,7.73385e+17,9.38803e+15,7.02000,12.1150,0.00000
2013.00,1.00000,4.00000,0.00000,1.02709e+18,1.06241e+16,5.64000,15.6590,0.00000
2013.00,1.00000,11.0000,0.00000,8.81442e+17,2.46437e+16,10.2600,11.5360,0.00000
2013.00,1.00000,16.0000,0.00000,8.16227e+17,2.74921e+16,7.00000,15.2100,0.00000
2013.00,1.00000,23.0000,0.00000,5.86124e+17,2.54566e+16,4.04000,11.5710,0.00000
2013.00,2.00000,1.00000,0.00000,4.47157e+17,5.14456e+16,4.00000,8.42300,0.00000
2013.00,2.00000,6.00000,0.00000,9.56689e+17,2.07470e+16,9.04000,14.9280,0.00000
