YYYY,MM,DD,HH,tropozone,flux,peak,tp,fire
2004.00,1.00000,8.00000,0.00000,4.47254e+17,2.63640e+16,6.16000,8.02200,0.00000
2004.00,2.00000,2.00000,0.00000,5.13123e+17,2.64965e+16,7.28000,10.4220,0.00000
2004.00,8.00000,11.0000,0.00000,7.95339e+17,1.15428e+16,10.6200,11.2470,1.00000
2004.00,9.00000,10.0000,0.00000,9.71725e+17,1.87449e+16,11.1800,13.4790,0.00000
2005.00,1.00000,13.0000,0.00000,8.60586e+17,1.56776e+16,7.00000,14.1160,0.00000
2005.00,4.00000,14.0000,6.00000,6.44599e+17,1.55736e+16,8.86000,11.8490,0.00000
2005.00,10.0000,26.0000,0.00000,9.93797e+17,3.30528e+16,8.78000,11.6420,1.00000
2005.00,11.0000,3.00000,0.00000,9.00668e+17,8.79290e+15,7.16000,11.9840,1.00000
2005.00,11.0000,8.00000,0.00000,9.59779e+17,1.39370e+16,5.38000,10.4640,1.00000
2005.00,11.0000,17.0000,0.00000,8.58106e+17,1.93171e+16,10.4400,11.2760,1.00000
2005.00,12.0000,21.0000,0.00000,9.30295e+17,6.80531e+15,9.12000,14.1680,0.00000
2006.00,1.00000,5.00000,0.00000,8.90809e+17,1.01499e+16,9.72000,15.7090,0.00000
2006.00,2.00000,3.00000,0.00000,6.49535e+17,1.59731e+16,8.28000,15.8580,0.00000
2006.00,2.00000,17.0000,0.00000,7.75165e+17,2.37175e+16,7.18000,11.5040,0.00000
2006.00,2.00000,22.0000,0.00000,6.60342e+17,1.47491e+16,10.6800,13.7020,0.00000
2006.00,3.00000,23.0000,0.00000,9.63117e+17,7.98803e+15,6.04000,15.6160,0.00000
2006.00,7.00000,20.0000,0.00000,6.48012e+17,1.49486e+16,7.44000,11.3210,0.00000
2006.00,8.00000,9.00000,0.00000,5.83983e+17,1.21691e+16,6.88000,7.68300,0.00000
2006.00,8.00000,30.0000,0.00000,9.59041e+17,1.08428e+16,8.04000,10.9900,0.00000
2006.00,10.0000,12.0000,0.00000,1.35323e+18,1.25589e+16,11.9000,14.9130,0.00000
2006.00,10.0000,16.0000,6.00000,8.77401e+17,1.13342e+16,7.92000,11.2300,1.00000
2007.00,1.00000,4.00000,0.00000,8.96338e+17,1.17303e+16,7.46000,12.9610,0.00000
2007.00,1.00000,12.0000,0.00000,5.55177e+17,2.56710e+16,8.70000,11.2980,0.00000
2007.00,3.00000,15.0000,0.00000,8.33262e+17,3.15401e+16,8.80000,16.5020,0.00000
2007.00,3.00000,21.0000,0.00000,7.58638e+17,3.45419e+16,8.26000,12.7740,0.00000
2007.00,3.00000,28.0000,6.00000,6.78791e+17,1.74902e+16,13.3000,15.1720,0.00000
2007.00,4.00000,4.00000,0.00000,9.14951e+17,3.43731e+15,11.4600,14.1680,0.00000
2007.00,4.00000,13.0000,0.00000,8.15372e+17,2.34069e+16,6.80000,12.5480,0.00000
2007.00,4.00000,20.0000,0.00000,7.41911e+17,1.35704e+16,4.04000,12.1330,0.00000
2007.00,10.0000,17.0000,0.00000,1.03936e+18,7.04983e+15,4.98000,11.8310,1.00000
2007.00,10.0000,31.0000,0.00000,7.40216e+17,2.95134e+16,9.52000,10.7780,1.00000
2008.00,1.00000,18.0000,0.00000,8.52970e+17,2.13680e+16,11.7400,15.2580,0.00000
2008.00,1.00000,25.0000,0.00000,8.05663e+17,8.83367e+15,8.88000,12.1430,0.00000
