*
* This file was generated using WODC 80 column formatted data
* 'na' is used where a model or instrument number is not available
*

#CONTENT
Class,Category,Level,Form
WOUDC,OzoneSonde,1.0,1

#DATA_GENERATION
Date,Agency,Version,ScientificAuthority
2000-03-02,ABM,0.0,

#PLATFORM
Type,ID,Name,Country,GAW_ID
STN,029,MACQUARIE ISLAND,AUS,94998

#INSTRUMENT
Name,Model,Number
Ecc,na,na

#LOCATION
Latitude,Longitude,Height
-54.5,158.967,6

#TIMESTAMP
UTCOffset,Date,Time
+00:00:00,1998-08-25,23:00:00

#FLIGHT_SUMMARY
IntegratedO3,CorrectionCode,SondeTotalO3,CorrectionFactor,TotalO3,WLCode,ObsType,Instrument,Number
281,,,1.044,311,2,5,,

#PROFILE
Pressure,O3PartialPressure,Temperature,WindSpeed,WindDirection,LevelCode,Duration,GPHeight,RelativeHumidty,SampleTemperature
1022,2.3,6,0,0,,,,,
1000,2.6,6,20,313,,,,,
986,2.8,5,24,301,,,,,
950,2.9,7,27,297,,,,,
850,2.8,0,25,296,,,,,
819,2.7,-3,25,291,,,,,
759,2.4,-7,22,291,,,,,
700,2.8,-4,22,290,,,,,
651,3.1,-7,21,282,,,,,
626,3.3,-10,19,286,,,,,
579,2.1,-14,18,287,,,,,
535,1.9,-20,18,274,,,,,
500,1.9,-24,19,281,,,,,
493,2.0,-24,20,272,,,,,
473,2.3,-25,16,266,,,,,
435,2.5,-30,17,265,,,,,
417,2.3,-33,19,267,,,,,
399,1.9,-34,19,262,,,,,
350,1.7,-42,20,264,,,,,
306,1.8,-49,21,257,,,,,
300,1.9,-50,20,255,,,,,
292,1.9,-51,19,258,,,,,
231,1.5,-63,20,262,,,,,
200,1.4,-70,24,250,,,,,
199,1.4,-70,24,250,,,,,
189,1.7,-71,29,248,,,,,
171,5.0,-67,23,251,,,,,
155,5.0,-68,26,278,,,,,
150,4.9,-67,30,275,,,,,
147,4.8,-67,32,272,,,,,
140,5.0,-66,38,267,,,,,
133,4.8,-66,37,269,,,,,
127,5.0,-67,38,269,,,,,
121,7.8,-66,35,266,,,,,
115,9.6,-65,39,270,,,,,
100,8.4,-65,37,272,,,,,
99.2,8.3,-65,36,273,,,,,
89.9,10.6,-64,42,276,,,,,
81.5,13.0,-64,41,267,,,,,
73.9,10.7,-64,48,273,,,,,
70.4,10.6,-65,45,273,,,,,
70,10.7,-65,44,273,,,,,
63.8,12.8,-64,53,281,,,,,
57.8,15.1,-65,54,271,,,,,
55,14.8,-65,58,269,,,,,
50,15.2,-65,61,272,,,,,
47.5,15.3,-63,62,269,,,,,
43.1,15.0,-62,65,274,,,,,
39.1,15.5,-61,68,268,,,,,
32.2,14.0,-61,69,273,,,,,
30,13.1,-59,66,280,,,,,
20,7.9,-62,80,281,,,,,
19.9,7.9,-62,81,280,,,,,
18.1,7.0,-60,81,279,,,,,
17.2,6.8,-60,79,274,,,,,
14.9,6.6,-56,74,281,,,,,
11.8,5.7,-58,92,276,,,,,
11.2,5.5,-57,92,278,,,,,
10,5.1,-54,83,276,,,,,
8.1,4.4,-47,78,286,,,,,
7.1,4.0,-49,86,279,,,,,
7.4,4.3,-49,84,281,,,,,
7,4.0,-48,86,278,,,,,
6.2,3.8,-40,75,281,,,,,
5,3.0,-42,70,273,,,,,
4.2,2.5,-40,75,271,,,,,
4.2,2.5,-40,75,271,,,,,

* OC;ECC/VAISALA  XtrapO3=17.0

