*
* This file was generated using WODC 80 column formatted data
* 'na' is used where a model or instrument number is not available
*

#CONTENT
Class,Category,Level,Form
WOUDC,OzoneSonde,1.0,1

#DATA_GENERATION
Date,Agency,Version,ScientificAuthority
2000-03-02,ABM,0.0,

#PLATFORM
Type,ID,Name,Country,GAW_ID
STN,029,MACQUARIE ISLAND,AUS,94998

#INSTRUMENT
Name,Model,Number
Ecc,na,na

#LOCATION
Latitude,Longitude,Height
-54.5,158.967,6

#TIMESTAMP
UTCOffset,Date,Time
+00:00:00,1998-12-15,23:00:00

#FLIGHT_SUMMARY
IntegratedO3,CorrectionCode,SondeTotalO3,CorrectionFactor,TotalO3,WLCode,ObsType,Instrument,Number
248,,,1.036,306,0,0,,

#PROFILE
Pressure,O3PartialPressure,Temperature,WindSpeed,WindDirection,LevelCode,Duration,GPHeight,RelativeHumidty,SampleTemperature
1015,1.1,7,0,0,,,,,
1000,1.2,5,12,254,,,,,
943,1.4,0,16,256,,,,,
874,1.3,-4,16,257,,,,,
850,1.4,-5,17,254,,,,,
780,1.8,-6,20,252,,,,,
722,1.3,-4,23,244,,,,,
700,1.6,-5,25,245,,,,,
669,1.8,-8,27,243,,,,,
595,1.5,-14,31,236,,,,,
500,1.4,-20,32,248,,,,,
362,1.3,-38,36,255,,,,,
303,1.1,-48,39,252,,,,,
300,1.2,-49,39,252,,,,,
276,1.3,-53,42,257,,,,,
252,1.0,-58,42,255,,,,,
240,1.1,-60,44,257,,,,,
200,4.1,-57,38,265,,,,,
198,4.3,-57,38,267,,,,,
164,4.8,-53,38,269,,,,,
150,4.6,-52,38,269,,,,,
143,4.7,-52,35,271,,,,,
130,6.0,-51,34,276,,,,,
113,6.6,-52,31,274,,,,,
103,5.1,-51,30,273,,,,,
100,6.4,-51,32,274,,,,,
94.2,8.0,-51,29,276,,,,,
74.8,10.2,-52,20,279,,,,,
70,11.4,-51,21,285,,,,,
68.2,11.6,-51,22,286,,,,,
59.4,13.6,-49,14,288,,,,,
51.7,13.2,-50,17,282,,,,,
50,13.3,-50,15,287,,,,,
47.2,13.5,-49,14,291,,,,,
43.1,13.4,-49,15,290,,,,,
39.3,13.7,-48,9,295,,,,,
30,13.1,-47,9,322,,,,,
27.3,12.8,-45,8,336,,,,,
26.1,12.3,-46,6,332,,,,,
23.9,11.6,-46,9,345,,,,,
22.8,11.7,-46,8,338,,,,,
20.8,10.9,-45,6,1,,,,,
20,10.9,-44,3,23,,,,,
18.2,11.1,-43,4,46,,,,,
17.4,10.8,-42,6,79,,,,,
16.7,10.6,-41,8,94,,,,,
15.3,9.8,-39,8,41,,,,,
14.6,9.3,-38,8,64,,,,,
12.8,7.9,-38,8,60,,,,,
12.3,7.8,-38,9,59,,,,,
11.8,7.6,-37,9,61,,,,,
11.3,7.4,-36,9,64,,,,,
10.3,7.0,-36,6,81,,,,,
10.3,7.0,-36,6,81,,,,,

* OC;ECC/VAISALA  XtrapO3=47.9

