*
* This file was generated using WODC 80 column formatted data
* 'na' is used where a model or instrument number is not available
*

#CONTENT
Class,Category,Level,Form
WOUDC,OzoneSonde,1.0,1

#DATA_GENERATION
Date,Agency,Version,ScientificAuthority
2000-03-02,ABM,0.0,

#PLATFORM
Type,ID,Name,Country,GAW_ID
STN,029,MACQUARIE ISLAND,AUS,94998

#INSTRUMENT
Name,Model,Number
Ecc,na,na

#LOCATION
Latitude,Longitude,Height
-54.5,158.967,6

#TIMESTAMP
UTCOffset,Date,Time
+00:00:00,1998-06-16,23:00:00

#FLIGHT_SUMMARY
IntegratedO3,CorrectionCode,SondeTotalO3,CorrectionFactor,TotalO3,WLCode,ObsType,Instrument,Number
311,,,0.951,328,2,5,,

#PROFILE
Pressure,O3PartialPressure,Temperature,WindSpeed,WindDirection,LevelCode,Duration,GPHeight,RelativeHumidty,SampleTemperature
1000,2.1,4,41,38,,,,,
964,2.6,1,,,,,,,
850,2.5,-7,,,,,,,
700,2.2,-12,,,,,,,
656,2.7,-13,,,,,,,
630,2.1,-15,,,,,,,
536,1.4,-25,,,,,,,
500,1.5,-29,,,,,,,
453,1.6,-33,,,,,,,
416,1.8,-38,,,,,,,
333,0.9,-47,,,,,,,
300,0.8,-52,,,,,,,
277,0.9,-56,,,,,,,
252,3.5,-57,,,,,,,
208,6.4,-55,,,,,,,
200,6.3,-55,,,,,,,
173,5.3,-53,,,,,,,
165,5.4,-52,,,,,,,
165,5.4,-52,,,,,,,
157,5.3,-53,,,,,,,
157,5.3,-53,,,,,,,
150,6.6,-53,,,,,,,
143,10.1,-52,,,,,,,
143,10.1,-52,,,,,,,
125,11.1,-51,,,,,,,
109,9.7,-52,,,,,,,
109,9.7,-52,,,,,,,
104,10.1,-52,,,,,,,
100,9.8,-52,,,,,,,
99.1,9.8,-52,,,,,,,
99.1,9.8,-52,,,,,,,
90.3,12.2,-52,,,,,,,
90.3,12.2,-52,,,,,,,
82.3,9.9,-52,,,,,,,
75.1,11.3,-52,,,,,,,
70,11.8,-53,,,,,,,
65.3,11.8,-54,,,,,,,
65.3,11.8,-54,,,,,,,
59.5,18.3,-50,,,,,,,
50,17.4,-52,,,,,,,
45.1,17.7,-51,,,,,,,
41.1,17.6,-51,,,,,,,
37.5,14.8,-53,,,,,,,
34.1,15.6,-53,,,,,,,
30,15.1,-54,,,,,,,
23.5,13.2,-55,,,,,,,
22.4,13.0,-55,,,,,,,
21.4,12.2,-56,,,,,,,
21.4,12.2,-56,,,,,,,
20,11.6,-57,,,,,,,
18.5,11.0,-57,,,,,,,
17.7,11.1,-58,,,,,,,
16.8,10.6,-59,,,,,,,
14.6,7.6,-60,,,,,,,
13.9,7.8,-60,,,,,,,
12,6.7,-58,,,,,,,
12,6.7,-58,,,,,,,
12,6.7,-58,,,,,,,
10,6.0,-60,,,,,,,
7.8,4.6,-59,,,,,,,

* OC;VAISALA NO WINDS  XtrapO3=34

