*
* This file was generated using WODC 80 column formatted data
* 'na' is used where a model or instrument number is not available
*

#CONTENT
Class,Category,Level,Form
WOUDC,OzoneSonde,1.0,1

#DATA_GENERATION
Date,Agency,Version,ScientificAuthority
2000-03-02,ABM,0.0,

#PLATFORM
Type,ID,Name,Country,GAW_ID
STN,029,MACQUARIE ISLAND,AUS,94998

#INSTRUMENT
Name,Model,Number
Ecc,na,na

#LOCATION
Latitude,Longitude,Height
-54.5,158.967,6

#TIMESTAMP
UTCOffset,Date,Time
+00:00:00,1998-12-08,23:00:00

#FLIGHT_SUMMARY
IntegratedO3,CorrectionCode,SondeTotalO3,CorrectionFactor,TotalO3,WLCode,ObsType,Instrument,Number
308,,,1.036,350,0,5,,

#PROFILE
Pressure,O3PartialPressure,Temperature,WindSpeed,WindDirection,LevelCode,Duration,GPHeight,RelativeHumidty,SampleTemperature
980,1.2,5,0,0,,,,,
911,1.4,-1,27,240,,,,,
850,1.4,-5,27,237,,,,,
752,1.3,-6,22,241,,,,,
700,2.0,-8,21,234,,,,,
697,2.0,-8,21,235,,,,,
670,1.7,-10,22,234,,,,,
596,1.8,-15,22,233,,,,,
550,1.6,-19,22,228,,,,,
507,1.8,-24,22,222,,,,,
500,1.8,-25,22,222,,,,,
429,1.4,-32,20,220,,,,,
377,1.2,-40,19,213,,,,,
345,1.6,-44,20,223,,,,,
300,5.4,-44,17,224,,,,,
276,7.5,-43,18,230,,,,,
252,7.3,-41,15,233,,,,,
241,6.5,-41,17,235,,,,,
221,5.8,-40,19,239,,,,,
202,6.2,-40,15,241,,,,,
200,6.2,-40,15,240,,,,,
185,6.1,-41,15,242,,,,,
177,6.3,-42,16,247,,,,,
162,6.4,-43,19,257,,,,,
150,7.5,-42,21,252,,,,,
148,7.6,-42,22,249,,,,,
130,7.2,-44,20,241,,,,,
124,7.7,-43,16,234,,,,,
100,9.6,-46,16,251,,,,,
82.7,10.8,-48,11,229,,,,,
70,13.0,-49,8,271,,,,,
65.8,13.8,-49,13,246,,,,,
60.1,14.4,-47,7,220,,,,,
57.4,14.2,-48,8,267,,,,,
52.4,14.2,-47,7,255,,,,,
50,13.8,-48,8,238,,,,,
45.7,13.2,-47,5,239,,,,,
43.7,14.0,-47,2,150,,,,,
39.9,14.2,-48,5,283,,,,,
34.8,13.6,-46,5,299,,,,,
30,13.7,-45,4,7,,,,,
29.1,13.8,-45,3,358,,,,,
27.8,13.4,-45,2,52,,,,,
20,11.6,-41,7,106,,,,,
17.8,10.9,-39,8,76,,,,,
17.1,11.0,-38,9,68,,,,,
16.3,10.3,-38,10,73,,,,,
15,9.4,-38,8,56,,,,,
11.5,7.8,-36,11,101,,,,,
10,6.7,-38,11,108,,,,,
9.7,6.4,-37,12,106,,,,,
7,4.5,-32,16,94,,,,,
6.9,4.4,-31,16,98,,,,,
6.9,4.4,-31,16,98,,,,,

* OC;ECC/VAISALA  XtrapO3=29.6

