*
* This file was generated using WODC 80 column formatted data
* 'na' is used where a model or instrument number is not available
*

#CONTENT
Class,Category,Level,Form
WOUDC,OzoneSonde,1.0,1

#DATA_GENERATION
Date,Agency,Version,ScientificAuthority
2000-03-02,ABM,0.0,

#PLATFORM
Type,ID,Name,Country,GAW_ID
STN,029,MACQUARIE ISLAND,AUS,94998

#INSTRUMENT
Name,Model,Number
Ecc,na,na

#LOCATION
Latitude,Longitude,Height
-54.5,158.967,6

#TIMESTAMP
UTCOffset,Date,Time
+00:00:00,1998-07-14,23:00:00

#FLIGHT_SUMMARY
IntegratedO3,CorrectionCode,SondeTotalO3,CorrectionFactor,TotalO3,WLCode,ObsType,Instrument,Number
386,,,0.89,365,2,5,,

#PROFILE
Pressure,O3PartialPressure,Temperature,WindSpeed,WindDirection,LevelCode,Duration,GPHeight,RelativeHumidty,SampleTemperature
996,1.8,5,0,0,,,,,
961,2.8,1,15,322,,,,,
925,2.9,-2,16,316,,,,,
850,2.7,-6,15,318,,,,,
825,2.7,-8,15,310,,,,,
734,2.6,-12,15,298,,,,,
706,2.5,-12,19,291,,,,,
700,2.5,-13,19,291,,,,,
652,2.2,-16,22,293,,,,,
627,2.2,-18,22,294,,,,,
555,1.9,-25,23,289,,,,,
500,1.9,-31,27,286,,,,,
376,1.9,-47,33,289,,,,,
359,1.8,-48,34,290,,,,,
343,1.4,-50,35,290,,,,,
300,1.2,-57,39,288,,,,,
284,1.2,-60,41,287,,,,,
213,5.4,-58,36,287,,,,,
203,8.2,-57,36,286,,,,,
200,8.1,-57,36,285,,,,,
185,6.7,-56,35,286,,,,,
176,7.4,-56,34,285,,,,,
168,3.9,-56,35,284,,,,,
153,9.4,-55,36,286,,,,,
150,9.6,-55,38,284,,,,,
146,10.0,-55,37,286,,,,,
127,10.6,-56,39,283,,,,,
121,11.4,-56,40,281,,,,,
115,14.9,-54,42,286,,,,,
110,16.3,-55,42,284,,,,,
100,18.4,-54,43,282,,,,,
100,18.4,-54,42,282,,,,,
95.6,17.6,-55,41,285,,,,,
91.2,17.3,-54,44,278,,,,,
87.1,17.4,-54,48,282,,,,,
83.1,17.0,-54,48,281,,,,,
79.3,16.8,-54,50,281,,,,,
75.7,15.6,-54,47,281,,,,,
72.2,15.2,-53,53,280,,,,,
70,16.2,-52,53,278,,,,,
69,16.7,-51,51,279,,,,,
65.8,15.7,-51,50,275,,,,,
60,15.7,-52,52,286,,,,,
57.3,15.7,-53,51,281,,,,,
50,16.4,-53,59,283,,,,,
47.6,16.7,-53,58,281,,,,,
45.4,17.3,-53,58,281,,,,,
43.3,17.4,-54,58,278,,,,,
41.4,17.2,-54,64,274,,,,,
39.5,16.9,-53,65,272,,,,,
37.7,17.4,-51,64,270,,,,,
36,17.5,-50,65,271,,,,,
34.4,17.2,-49,66,276,,,,,
31.4,16.2,-48,62,283,,,,,
30,16.2,-48,64,276,,,,,
28.7,16.3,-48,64,274,,,,,
26.1,15.1,-50,69,276,,,,,
23.9,14.8,-51,64,276,,,,,
21.8,14.0,-51,67,271,,,,,
20.8,14.0,-51,65,274,,,,,
20,14.3,-51,66,276,,,,,
19.8,14.3,-51,66,276,,,,,
17.3,13.4,-52,69,275,,,,,
15,12.2,-54,73,274,,,,,
13.7,11.4,-54,77,268,,,,,
12.4,10.4,-57,77,270,,,,,
10,8.1,-59,82,273,,,,,
9.4,7.3,-60,85,271,,,,,
8.9,6.2,-58,86,273,,,,,
7.7,5.5,-56,79,273,,,,,
7,5.1,-55,78,273,,,,,
6.7,4.8,-54,78,272,,,,,
5,3.4,-58,,,,,,,
4.8,3.2,-59,,,,,,,
4.8,3.2,-59,,,,,,,

* OC;ECC/VAISALA  XtrapO3=24.3

