*
* This file was generated using WODC 80 column formatted data
* 'na' is used where a model or instrument number is not available
*

#CONTENT
Class,Category,Level,Form
WOUDC,OzoneSonde,1.0,1

#DATA_GENERATION
Date,Agency,Version,ScientificAuthority
2000-03-02,ABM,0.0,

#PLATFORM
Type,ID,Name,Country,GAW_ID
STN,029,MACQUARIE ISLAND,AUS,94998

#INSTRUMENT
Name,Model,Number
Ecc,na,na

#LOCATION
Latitude,Longitude,Height
-54.5,158.967,6

#TIMESTAMP
UTCOffset,Date,Time
+00:00:00,1998-03-17,22:00:00

#FLIGHT_SUMMARY
IntegratedO3,CorrectionCode,SondeTotalO3,CorrectionFactor,TotalO3,WLCode,ObsType,Instrument,Number
265,,,0.999,285,0,5,,

#PROFILE
Pressure,O3PartialPressure,Temperature,WindSpeed,WindDirection,LevelCode,Duration,GPHeight,RelativeHumidty,SampleTemperature
981,1.5,6,0,0,,,,,
850,1.5,-1,17,265,,,,,
784,1.6,-5,18,263,,,,,
700,1.4,-11,17,263,,,,,
645,1.4,-16,16,262,,,,,
620,2.0,-15,17,264,,,,,
573,2.1,-17,21,274,,,,,
550,1.6,-19,20,279,,,,,
528,1.6,-22,21,281,,,,,
500,1.7,-25,20,285,,,,,
429,1.4,-34,,,,,,,
393,1.4,-39,,,,,,,
393,1.4,-39,,,,,,,
360,2.3,-42,,,,,,,
315,2.1,-48,,,,,,,
300,2.4,-49,,,,,,,
228,5.1,-48,22,277,,,,,
218,5.0,-48,23,277,,,,,
208,4.2,-48,22,278,,,,,
200,4.1,-49,23,278,,,,,
190,5.3,-48,23,276,,,,,
174,4.0,-48,21,273,,,,,
158,5.4,-49,20,272,,,,,
150,4.7,-49,20,271,,,,,
145,4.9,-49,20,270,,,,,
132,6.2,-49,19,270,,,,,
126,6.4,-50,20,272,,,,,
105,8.2,-51,21,281,,,,,
100,10.3,-51,21,280,,,,,
95.7,11.4,-50,21,277,,,,,
91.4,11.8,-49,19,268,,,,,
79.7,8.7,-48,21,268,,,,,
76.2,8.7,-48,18,257,,,,,
70,9.9,-49,15,281,,,,,
63.4,12.3,-51,12,275,,,,,
57.8,12.2,-50,12,274,,,,,
52.8,12.4,-50,13,266,,,,,
50,12.8,-50,11,263,,,,,
48.1,12.8,-50,12,267,,,,,
46,13.1,-51,12,267,,,,,
43.9,13.3,-51,12,265,,,,,
41.9,12.9,-51,12,263,,,,,
38.2,13.1,-52,13,277,,,,,
34.8,12.3,-53,15,271,,,,,
33.2,11.6,-52,15,254,,,,,
30,10.8,-52,12,260,,,,,
27.6,10.9,-51,13,264,,,,,
25.2,9.9,-51,12,260,,,,,
23,10.5,-50,9,255,,,,,
21,9.0,-49,9,261,,,,,
20,8.7,-48,8,268,,,,,
16.7,7.7,-48,17,268,,,,,
16,7.0,-47,13,271,,,,,
12.2,6.2,-43,18,282,,,,,
10.7,6.2,-40,25,298,,,,,
10,6.0,-40,28,294,,,,,
7,4.2,-35,27,282,,,,,
5.1,3.1,-30,31,286,,,,,

* OC;VAISALA GPS WINDS MISSING 400-300 HPA XtrapO3=20

