*
* This file was generated using WODC 80 column formatted data
* 'na' is used where a model or instrument number is not available
*

#CONTENT
Class,Category,Level,Form
WOUDC,OzoneSonde,1.0,1

#DATA_GENERATION
Date,Agency,Version,ScientificAuthority
2000-03-02,ABM,0.0,

#PLATFORM
Type,ID,Name,Country,GAW_ID
STN,029,MACQUARIE ISLAND,AUS,94998

#INSTRUMENT
Name,Model,Number
Ecc,na,na

#LOCATION
Latitude,Longitude,Height
-54.5,158.967,6

#TIMESTAMP
UTCOffset,Date,Time
+00:00:00,1998-04-08,23:00:00

#FLIGHT_SUMMARY
IntegratedO3,CorrectionCode,SondeTotalO3,CorrectionFactor,TotalO3,WLCode,ObsType,Instrument,Number
307,,,1.018,330,0,5,,

#PROFILE
Pressure,O3PartialPressure,Temperature,WindSpeed,WindDirection,LevelCode,Duration,GPHeight,RelativeHumidty,SampleTemperature
975,2.0,3,0,0,,,,,
939,2.2,0,23,264,,,,,
850,2.1,-6,27,268,,,,,
700,1.7,-16,21,270,,,,,
610,1.5,-24,21,278,,,,,
562,1.7,-28,27,273,,,,,
516,3.2,-29,28,266,,,,,
500,3.5,-28,30,266,,,,,
437,1.4,-32,30,265,,,,,
384,1.3,-39,21,272,,,,,
336,1.7,-45,,,,,,,
300,2.6,-48,,,,,,,
280,4.3,-48,,,,,,,
234,5.4,-45,,,,,,,
200,5.5,-46,28,283,,,,,
171,4.9,-44,31,288,,,,,
163,4.1,-44,26,282,,,,,
150,4.1,-47,25,288,,,,,
136,4.1,-49,25,285,,,,,
119,6.9,-50,26,292,,,,,
108,9.6,-51,28,287,,,,,
100,9.8,-51,29,281,,,,,
98.7,9.8,-51,29,280,,,,,
98.7,9.8,-51,29,280,,,,,
94.3,10.4,-50,27,290,,,,,
90,9.8,-51,26,286,,,,,
82.1,14.5,-52,22,288,,,,,
78.4,13.4,-52,25,290,,,,,
70,14.3,-52,24,285,,,,,
65.1,15.7,-52,25,286,,,,,
62.2,16.0,-51,25,287,,,,,
50,15.2,-52,29,295,,,,,
45,13.6,-52,,,,,,,
42.9,13.5,-51,,,,,,,
39.2,13.8,-50,,,,,,,
35.7,12.9,-51,,,,,,,
34.1,13.4,-51,,,,,,,
30,12.1,-51,,,,,,,
27.1,11.4,-51,,,,,,,
25.9,12.6,-50,,,,,,,
23.6,12.8,-50,,,,,,,
21.5,11.5,-50,,,,,,,
20.6,11.9,-50,,,,,,,
20,11.6,-50,,,,,,,
10,6.0,-45,26,292,,,,,
7,4.2,-41,31,288,,,,,
5,2.9,-39,35,283,,,,,
4.5,2.6,-38,32,285,,,,,

* OC;VAISALA GPS WINDS MISSNG 300-200 45-20 XtrapO3=18

