*
* This file was generated using WODC 80 column formatted data
* 'na' is used where a model or instrument number is not available
*

#CONTENT
Class,Category,Level,Form
WOUDC,OzoneSonde,1.0,1

#DATA_GENERATION
Date,Agency,Version,ScientificAuthority
2000-03-02,ABM,0.0,

#PLATFORM
Type,ID,Name,Country,GAW_ID
STN,029,MACQUARIE ISLAND,AUS,94998

#INSTRUMENT
Name,Model,Number
Ecc,na,na

#LOCATION
Latitude,Longitude,Height
-54.5,158.967,6

#TIMESTAMP
UTCOffset,Date,Time
+00:00:00,1998-06-02,23:00:00

#FLIGHT_SUMMARY
IntegratedO3,CorrectionCode,SondeTotalO3,CorrectionFactor,TotalO3,WLCode,ObsType,Instrument,Number
212,,,1.026,279,2,5,,

#PROFILE
Pressure,O3PartialPressure,Temperature,WindSpeed,WindDirection,LevelCode,Duration,GPHeight,RelativeHumidty,SampleTemperature
1004,0.0,4,0,0,,,,,
1000,0.3,3,15,269,,,,,
968,2.7,1,21,269,,,,,
850,2.6,-6,29,270,,,,,
700,2.4,-11,29,271,,,,,
500,2.0,-28,35,270,,,,,
300,1.1,-53,46,274,,,,,
230,1.1,-63,48,261,,,,,
200,2.2,-66,38,266,,,,,
180,3.0,-67,36,261,,,,,
162,2.7,-67,38,258,,,,,
150,6.2,-65,38,254,,,,,
127,9.3,-63,32,251,,,,,
115,8.9,-62,32,258,,,,,
100,11.1,-63,39,255,,,,,
90.4,15.1,-63,39,253,,,,,
82,9.5,-64,38,258,,,,,
70,13.5,-64,39,251,,,,,
61.1,12.6,-65,41,252,,,,,
58.1,10.8,-66,44,251,,,,,
55.3,10.8,-66,45,254,,,,,
50,13.3,-66,44,257,,,,,
47.7,13.3,-67,44,259,,,,,
43.2,12.7,-68,45,258,,,,,
39,13.1,-69,46,261,,,,,
31.9,12.5,-71,48,259,,,,,
30,12.7,-71,50,257,,,,,
26.1,10.5,-70,56,255,,,,,
22.4,9.6,-69,52,269,,,,,
20,7.7,-68,50,264,,,,,
19.3,7.6,-68,51,265,,,,,

* OC;VAISALA GPS WINDS  XtrapO3=60.4

