*
* This file was generated using WODC 80 column formatted data
* 'na' is used where a model or instrument number is not available
*

#CONTENT
Class,Category,Level,Form
WOUDC,OzoneSonde,1.0,1

#DATA_GENERATION
Date,Agency,Version,ScientificAuthority
2000-03-02,ABM,0.0,

#PLATFORM
Type,ID,Name,Country,GAW_ID
STN,029,MACQUARIE ISLAND,AUS,94998

#INSTRUMENT
Name,Model,Number
Ecc,na,na

#LOCATION
Latitude,Longitude,Height
-54.5,158.967,6

#TIMESTAMP
UTCOffset,Date,Time
+00:00:00,1998-01-06,22:00:00

#FLIGHT_SUMMARY
IntegratedO3,CorrectionCode,SondeTotalO3,CorrectionFactor,TotalO3,WLCode,ObsType,Instrument,Number
247,,,1.06,292,0,5,,

#PROFILE
Pressure,O3PartialPressure,Temperature,WindSpeed,WindDirection,LevelCode,Duration,GPHeight,RelativeHumidty,SampleTemperature
993,0.0,20,0,0,,,,,
958,1.2,4,18,294,,,,,
850,1.1,-1,15,294,,,,,
765,1.0,-4,17,287,,,,,
700,1.4,-8,7,304,,,,,
631,1.1,-10,18,271,,,,,
561,0.9,-16,22,269,,,,,
500,1.5,-21,23,274,,,,,
300,1.7,-47,38,267,,,,,
270,2.1,-52,40,267,,,,,
246,3.5,-54,39,265,,,,,
224,3.2,-54,38,265,,,,,
200,4.4,-51,36,262,,,,,
186,4.9,-51,33,257,,,,,
162,4.4,-50,32,251,,,,,
150,4.4,-50,33,252,,,,,
141,4.2,-51,33,248,,,,,
107,5.4,-51,20,252,,,,,
100,6.7,-50,18,258,,,,,
93.5,7.8,-50,14,255,,,,,
89.3,7.3,-50,14,264,,,,,
81.5,9.2,-49,12,258,,,,,
77.8,8.8,-48,11,253,,,,,
70,11.0,-48,8,255,,,,,
67.9,11.5,-47,7,264,,,,,
59.3,11.3,-47,5,283,,,,,
59.3,11.3,-47,5,283,,,,,
59.3,11.3,-47,5,283,,,,,
50,13.2,-46,10,153,,,,,
47.3,13.8,-45,7,148,,,,,
45.2,13.7,-45,7,245,,,,,
41.3,14.6,-44,8,230,,,,,
37.8,14.6,-44,7,56,,,,,
30,11.3,-43,5,46,,,,,
27.7,10.4,-42,8,85,,,,,
26.5,10.5,-42,6,82,,,,,
25.3,10.3,-41,8,74,,,,,
25.3,10.3,-41,8,74,,,,,
25.3,10.3,-41,8,74,,,,,
23.2,10.3,-40,9,58,,,,,
23.2,10.3,-40,9,58,,,,,
20,9.5,-38,7,97,,,,,
15.7,8.7,-34,8,117,,,,,
10,6.1,-27,,,,,,,
7.7,4.4,-23,,,,,,,

* OC;VAISALA GPS WINDS  XtrapO3=29

