*
* This file was generated using WODC 80 column formatted data
* 'na' is used where a model or instrument number is not available
*

#CONTENT
Class,Category,Level,Form
WOUDC,OzoneSonde,1.0,1

#DATA_GENERATION
Date,Agency,Version,ScientificAuthority
2000-03-02,ABM,0.0,

#PLATFORM
Type,ID,Name,Country,GAW_ID
STN,029,MACQUARIE ISLAND,AUS,94998

#INSTRUMENT
Name,Model,Number
Ecc,na,na

#LOCATION
Latitude,Longitude,Height
-54.5,158.967,6

#TIMESTAMP
UTCOffset,Date,Time
+00:00:00,1998-01-20,22:00:00

#FLIGHT_SUMMARY
IntegratedO3,CorrectionCode,SondeTotalO3,CorrectionFactor,TotalO3,WLCode,ObsType,Instrument,Number
220,,,1.067,278,0,5,,

#PROFILE
Pressure,O3PartialPressure,Temperature,WindSpeed,WindDirection,LevelCode,Duration,GPHeight,RelativeHumidty,SampleTemperature
1006,0.9,8,0,0,,,,,
1000,0.9,7,11,314,,,,,
935,1.3,6,14,298,,,,,
850,1.5,1,22,285,,,,,
806,1.6,1,22,283,,,,,
700,1.1,-3,27,282,,,,,
668,0.9,-5,27,282,,,,,
618,1.1,-9,26,281,,,,,
594,1.2,-10,27,281,,,,,
500,2.0,-19,35,273,,,,,
449,2.1,-23,33,271,,,,,
396,1.4,-31,46,275,,,,,
380,1.5,-32,38,272,,,,,
349,1.2,-37,36,234,,,,,
334,1.4,-39,39,256,,,,,
334,1.4,-39,39,256,,,,,
300,1.1,-46,33,265,,,,,
266,0.9,-52,40,262,,,,,
221,1.9,-58,29,276,,,,,
200,3.0,-57,35,267,,,,,
182,2.4,-55,34,267,,,,,
166,2.6,-55,30,267,,,,,
158,2.6,-56,27,267,,,,,
150,2.3,-56,25,267,,,,,
138,4.4,-54,22,269,,,,,
120,5.0,-52,24,277,,,,,
114,4.4,-53,20,279,,,,,
100,5.1,-53,22,260,,,,,
90.5,7.2,-53,18,277,,,,,
82.5,7.2,-53,17,276,,,,,
75.2,9.3,-50,14,245,,,,,
70,9.9,-50,0,0,,,,,
65.5,10.3,-50,0,0,,,,,
62.6,10.1,-50,0,0,,,,,
62.6,10.1,-50,0,0,,,,,
54.5,12.0,-48,7,247,,,,,
50,12.0,-48,4,219,,,,,
47.6,12.0,-48,7,208,,,,,
37.9,14.4,-47,0,0,,,,,
34.7,13.6,-45,7,127,,,,,
31.7,11.4,-44,12,240,,,,,
31.7,11.4,-44,12,240,,,,,
30,11.6,-44,12,202,,,,,
29,12.1,-44,11,171,,,,,
26.5,12.2,-43,10,225,,,,,
25.3,11.9,-42,9,272,,,,,
23.2,10.1,-41,7,272,,,,,
20,10.4,-38,5,68,,,,,
18.6,9.9,-37,6,26,,,,,
17.1,10.6,-35,7,339,,,,,
15.7,8.9,-35,8,312,,,,,
10.2,6.1,-28,,,,,,,

* OC;VAISALA GPS WINDS  XtrapO3=40

