*
* This file was generated using WODC 80 column formatted data
* 'na' is used where a model or instrument number is not available
*

#CONTENT
Class,Category,Level,Form
WOUDC,OzoneSonde,1.0,1

#DATA_GENERATION
Date,Agency,Version,ScientificAuthority
2000-03-02,ABM,0.0,

#PLATFORM
Type,ID,Name,Country,GAW_ID
STN,029,MACQUARIE ISLAND,AUS,94998

#INSTRUMENT
Name,Model,Number
Ecc,na,na

#LOCATION
Latitude,Longitude,Height
-54.5,158.967,6

#TIMESTAMP
UTCOffset,Date,Time
+00:00:00,1998-12-01,23:00:00

#FLIGHT_SUMMARY
IntegratedO3,CorrectionCode,SondeTotalO3,CorrectionFactor,TotalO3,WLCode,ObsType,Instrument,Number
259,,,1.047,323,0,5,,

#PROFILE
Pressure,O3PartialPressure,Temperature,WindSpeed,WindDirection,LevelCode,Duration,GPHeight,RelativeHumidty,SampleTemperature
1014,1.1,6,0,0,,,,,
1000,1.2,5,18,320,,,,,
875,1.7,3,28,286,,,,,
850,1.7,2,28,284,,,,,
812,1.6,1,26,273,,,,,
754,2.1,-1,23,280,,,,,
700,1.9,-4,23,275,,,,,
500,1.6,-16,29,270,,,,,
419,1.5,-24,31,268,,,,,
386,1.8,-29,30,263,,,,,
354,1.4,-34,32,263,,,,,
300,1.4,-43,32,267,,,,,
284,1.3,-46,36,259,,,,,
237,1.4,-56,39,250,,,,,
205,1.4,-64,32,246,,,,,
200,1.9,-64,29,253,,,,,
195,2.4,-64,28,258,,,,,
186,3.7,-62,36,266,,,,,
169,4.8,-58,30,250,,,,,
150,5.1,-54,24,249,,,,,
146,5.1,-53,21,253,,,,,
128,6.4,-52,22,275,,,,,
116,6.9,-50,15,265,,,,,
106,6.8,-51,14,273,,,,,
100,7.5,-52,17,278,,,,,
92.3,9.2,-51,13,283,,,,,
84.2,10.7,-51,8,277,,,,,
76.7,11.6,-51,12,274,,,,,
73.3,12.6,-50,9,291,,,,,
70,12.7,-50,10,281,,,,,
63.8,14.0,-50,10,289,,,,,
58.2,13.3,-50,6,294,,,,,
55.6,13.2,-49,7,310,,,,,
50.8,14.5,-49,7,315,,,,,
50,14.5,-49,6,298,,,,,
44.3,14.5,-48,6,9,,,,,
38.6,14.4,-47,4,321,,,,,
30,13.2,-47,8,71,,,,,
29.4,13.2,-47,8,62,,,,,
28.1,13.6,-47,7,56,,,,,
20,11.5,-43,11,83,,,,,
19.7,11.3,-42,13,82,,,,,
18,10.7,-41,14,50,,,,,
14.5,9.4,-38,17,44,,,,,
10.7,7.2,-34,16,62,,,,,
10.7,7.2,-34,16,62,,,,,

* OC;ECC/VAISALA  XtrapO3=48.7

