*
* This file was generated using WODC 80 column formatted data
* 'na' is used where a model or instrument number is not available
*

#CONTENT
Class,Category,Level,Form
WOUDC,OzoneSonde,1.0,1

#DATA_GENERATION
Date,Agency,Version,ScientificAuthority
2000-03-02,ABM,0.0,

#PLATFORM
Type,ID,Name,Country,GAW_ID
STN,029,MACQUARIE ISLAND,AUS,94998

#INSTRUMENT
Name,Model,Number
Ecc,na,na

#LOCATION
Latitude,Longitude,Height
-54.5,158.967,6

#TIMESTAMP
UTCOffset,Date,Time
+00:00:00,1998-05-26,23:00:00

#FLIGHT_SUMMARY
IntegratedO3,CorrectionCode,SondeTotalO3,CorrectionFactor,TotalO3,WLCode,ObsType,Instrument,Number
257,,,1.088,297,2,5,,

#PROFILE
Pressure,O3PartialPressure,Temperature,WindSpeed,WindDirection,LevelCode,Duration,GPHeight,RelativeHumidty,SampleTemperature
1000,2.1,5,0,0,,,,,
929,2.8,4,16,289,,,,,
850,2.4,3,16,285,,,,,
700,2.4,-6,17,283,,,,,
663,2.9,-6,15,286,,,,,
500,2.2,-17,16,264,,,,,
447,1.6,-22,20,260,,,,,
300,1.0,-44,28,249,,,,,
220,0.9,-60,34,246,,,,,
200,1.4,-64,32,239,,,,,
173,3.3,-62,40,241,,,,,
157,2.9,-59,32,226,,,,,
150,3.6,-59,28,235,,,,,
130,4.7,-59,30,246,,,,,
118,4.5,-59,24,249,,,,,
100,6.3,-59,26,251,,,,,
72.9,12.7,-58,19,264,,,,,
70,10.2,-59,18,271,,,,,
66.3,10.9,-59,22,278,,,,,
63.2,9.9,-59,19,269,,,,,
57.4,11.3,-59,21,258,,,,,
50,11.9,-60,25,262,,,,,
47.4,13.1,-59,24,267,,,,,
41,12.6,-60,19,268,,,,,
30,13.1,-59,28,269,,,,,
23.1,12.0,-59,27,265,,,,,
20,10.8,-60,28,272,,,,,
16.5,8.3,-60,32,269,,,,,
13.6,8.0,-60,32,267,,,,,
10,5.7,-62,44,272,,,,,
7,3.9,-58,45,262,,,,,
5,2.6,-57,53,274,,,,,
4.1,2.2,-56,53,277,,,,,

* OC;VAISALA GPS WINDS  XtrapO3=16

