*
* This file was generated using WODC 80 column formatted data
* 'na' is used where a model or instrument number is not available
*

#CONTENT
Class,Category,Level,Form
WOUDC,OzoneSonde,1.0,1

#DATA_GENERATION
Date,Agency,Version,ScientificAuthority
2000-03-02,ABM,0.0,

#PLATFORM
Type,ID,Name,Country,GAW_ID
STN,029,MACQUARIE ISLAND,AUS,94998

#INSTRUMENT
Name,Model,Number
Ecc,na,na

#LOCATION
Latitude,Longitude,Height
-54.5,158.967,6

#TIMESTAMP
UTCOffset,Date,Time
+00:00:00,1998-02-24,23:00:00

#FLIGHT_SUMMARY
IntegratedO3,CorrectionCode,SondeTotalO3,CorrectionFactor,TotalO3,WLCode,ObsType,Instrument,Number
243,,,1.076,281,0,0,,

#PROFILE
Pressure,O3PartialPressure,Temperature,WindSpeed,WindDirection,LevelCode,Duration,GPHeight,RelativeHumidty,SampleTemperature
1007,1.3,7,0,0,,,,,
1000,1.3,7,7,306,,,,,
970,1.4,3,8,294,,,,,
850,1.4,-2,7,274,,,,,
804,1.6,-3,8,253,,,,,
700,1.3,-9,12,270,,,,,
638,1.5,-13,13,265,,,,,
589,1.3,-18,17,260,,,,,
589,1.3,-18,17,260,,,,,
589,1.3,-18,17,260,,,,,
543,1.3,-22,16,268,,,,,
543,1.3,-22,16,268,,,,,
543,1.3,-22,16,268,,,,,
500,1.1,-27,16,266,,,,,
460,1.2,-31,18,258,,,,,
422,1.3,-34,22,249,,,,,
387,1.1,-38,27,252,,,,,
339,1.2,-44,41,259,,,,,
339,1.2,-44,41,259,,,,,
300,0.8,-50,49,266,,,,,
270,1.0,-55,48,262,,,,,
270,1.0,-55,48,262,,,,,
270,1.0,-55,48,262,,,,,
234,4.4,-54,35,251,,,,,
234,4.4,-54,35,251,,,,,
224,4.9,-51,28,253,,,,,
200,4.7,-48,28,269,,,,,
170,2.7,-46,28,271,,,,,
155,2.6,-48,25,268,,,,,
155,2.6,-48,25,268,,,,,
150,3.4,-48,24,269,,,,,
124,6.7,-50,21,273,,,,,
124,6.7,-50,21,273,,,,,
118,6.2,-50,22,271,,,,,
118,6.2,-50,22,271,,,,,
113,5.3,-49,22,268,,,,,
100,6.7,-47,18,282,,,,,
85.8,7.5,-48,14,290,,,,,
85.8,7.5,-48,14,290,,,,,
78.4,7.5,-49,13,269,,,,,
71.5,9.0,-48,12,290,,,,,
71.5,9.0,-48,12,290,,,,,
70,8.8,-49,11,297,,,,,
68.3,8.5,-49,12,302,,,,,
54.4,11.7,-49,6,239,,,,,
54.4,11.7,-49,6,239,,,,,
50,12.1,-49,3,332,,,,,
45.3,12.5,-48,7,303,,,,,
45.3,12.5,-48,7,303,,,,,
43.3,12.9,-47,6,305,,,,,
41.4,12.6,-47,5,317,,,,,
36.1,12.6,-47,6,344,,,,,
33,11.8,-47,7,340,,,,,
30,12.0,-46,5,336,,,,,
28.8,11.3,-46,5,337,,,,,
23,10.8,-46,6,14,,,,,
23,10.8,-46,6,14,,,,,
20,8.7,-44,7,358,,,,,
16.1,8.5,-42,7,291,,,,,
11.8,6.9,-38,7,303,,,,,
11.3,6.5,-38,7,304,,,,,
10,5.9,-36,6,303,,,,,
7,4.0,-31,12,285,,,,,
5.3,2.8,-27,6,297,,,,,

* OC;VAISALA GPS WINDS  XtrapO3=18

