*
* This file was generated using WODC 80 column formatted data
* 'na' is used where a model or instrument number is not available
*

#CONTENT
Class,Category,Level,Form
WOUDC,OzoneSonde,1.0,1

#DATA_GENERATION
Date,Agency,Version,ScientificAuthority
2000-03-02,ABM,0.0,

#PLATFORM
Type,ID,Name,Country,GAW_ID
STN,029,MACQUARIE ISLAND,AUS,94998

#INSTRUMENT
Name,Model,Number
Ecc,na,na

#LOCATION
Latitude,Longitude,Height
-54.5,158.967,6

#TIMESTAMP
UTCOffset,Date,Time
+00:00:00,1998-03-31,23:00:00

#FLIGHT_SUMMARY
IntegratedO3,CorrectionCode,SondeTotalO3,CorrectionFactor,TotalO3,WLCode,ObsType,Instrument,Number
315,,,1.049,351,0,0,,

#PROFILE
Pressure,O3PartialPressure,Temperature,WindSpeed,WindDirection,LevelCode,Duration,GPHeight,RelativeHumidty,SampleTemperature
986,2.0,3,0,0,,,,,
850,1.8,-8,14,205,,,,,
700,1.6,-17,9,193,,,,,
500,1.2,-34,5,299,,,,,
366,0.9,-50,11,306,,,,,
350,1.1,-52,10,300,,,,,
319,4.5,-51,13,317,,,,,
300,4.9,-50,,,,,,,
278,5.8,-47,,,,,,,
212,5.4,-46,,,,,,,
200,6.6,-45,,,,,,,
177,8.6,-44,,,,,,,
169,8.0,-45,,,,,,,
162,6.1,-46,,,,,,,
150,6.8,-47,,,,,,,
124,10.1,-45,,,,,,,
118,9.8,-45,,,,,,,
113,9.2,-46,,,,,,,
100,10.3,-46,,,,,,,
94.2,10.2,-46,,,,,,,
90.1,12.5,-47,,,,,,,
86.1,12.6,-48,,,,,,,
78.6,12.2,-48,,,,,,,
75.1,13.8,-47,,,,,,,
70,14.3,-47,,,,,,,
65.5,14.6,-48,,,,,,,
62.6,14.4,-48,,,,,,,
57.2,14.7,-46,,,,,,,
50,13.5,-48,18,314,,,,,
45.6,12.7,-47,20,310,,,,,
38,12.8,-49,21,297,,,,,
30,14.0,-48,21,281,,,,,
26.4,14.5,-46,20,297,,,,,
20,12.1,-47,27,279,,,,,
18.4,10.8,-48,22,283,,,,,
16.8,9.9,-48,22,271,,,,,
16,8.7,-48,19,272,,,,,
11.2,6.1,-45,22,261,,,,,
10.7,6.1,-44,20,265,,,,,
10,5.8,-44,20,272,,,,,
7,4.0,-47,34,262,,,,,
5.2,2.7,-42,41,245,,,,,

* OC;VAISALA GPS WINDS MISSING 300-50 HPA XtrapO3=19

