*
* This file was generated using WODC 80 column formatted data
* 'na' is used where a model or instrument number is not available
*

#CONTENT
Class,Category,Level,Form
WOUDC,OzoneSonde,1.0,1

#DATA_GENERATION
Date,Agency,Version,ScientificAuthority
2000-03-02,ABM,0.0,

#PLATFORM
Type,ID,Name,Country,GAW_ID
STN,029,MACQUARIE ISLAND,AUS,94998

#INSTRUMENT
Name,Model,Number
Ecc,na,na

#LOCATION
Latitude,Longitude,Height
-54.5,158.967,6

#TIMESTAMP
UTCOffset,Date,Time
+00:00:00,1998-07-21,23:00:00

#FLIGHT_SUMMARY
IntegratedO3,CorrectionCode,SondeTotalO3,CorrectionFactor,TotalO3,WLCode,ObsType,Instrument,Number
345,,,0.938,346,2,5,,

#PROFILE
Pressure,O3PartialPressure,Temperature,WindSpeed,WindDirection,LevelCode,Duration,GPHeight,RelativeHumidty,SampleTemperature
1014,2.2,3,,,,,,,
1000,2.5,2,,,,,,,
978,2.9,1,,,,,,,
942,3.0,1,,,,,,,
908,2.9,0,,,,,,,
850,2.8,-2,,,,,,,
842,2.8,-2,,,,,,,
752,2.5,-6,,,,,,,
723,2.5,-8,,,,,,,
700,2.7,-9,,,,,,,
619,3.1,-13,,,,,,,
595,2.8,-16,,,,,,,
549,3.1,-21,,,,,,,
500,2.9,-27,,,,,,,
409,2.5,-38,,,,,,,
374,1.9,-44,,,,,,,
342,1.8,-48,,,,,,,
326,1.8,-51,,,,,,,
312,1.8,-53,,,,,,,
300,2.2,-54,,,,,,,
246,4.6,-56,,,,,,,
235,4.4,-56,,,,,,,
224,4.6,-57,,,,,,,
214,5.0,-58,,,,,,,
204,5.8,-58,,,,,,,
200,5.3,-58,,,,,,,
185,3.7,-58,,,,,,,
168,4.5,-58,,,,,,,
161,4.3,-58,,,,,,,
153,5.2,-58,,,,,,,
150,6.0,-57,,,,,,,
146,7.1,-57,,,,,,,
139,7.2,-58,,,,,,,
133,7.2,-59,,,,,,,
127,10.1,-59,,,,,,,
121,7.0,-59,,,,,,,
110,10.9,-57,,,,,,,
100,9.7,-57,,,,,,,
95.2,9.2,-57,,,,,,,
90.8,10.4,-58,,,,,,,
86.6,13.1,-57,,,,,,,
78.7,15.2,-57,,,,,,,
70,14.9,-57,,,,,,,
68.3,14.7,-57,,,,,,,
65.1,14.2,-58,,,,,,,
62.1,14.2,-58,,,,,,,
51.4,16.7,-57,,,,,,,
50,16.8,-57,,,,,,,
49,16.8,-58,,,,,,,
44.5,16.4,-56,,,,,,,
40.5,14.9,-57,,,,,,,
38.6,15.3,-55,,,,,,,
36.9,16.1,-54,,,,,,,
35.2,16.3,-53,,,,,,,
33.6,16.1,-52,,,,,,,
32.1,15.4,-53,,,,,,,
30.6,15.3,-53,,,,,,,
30,15.1,-54,,,,,,,
25.4,13.7,-57,,,,,,,
21,12.2,-57,,,,,,,
20,11.9,-57,,,,,,,
18.2,11.7,-56,,,,,,,
16.6,10.2,-56,,,,,,,
15.1,9.8,-54,,,,,,,
13.7,10.9,-55,,,,,,,
13.1,10.2,-56,,,,,,,
12.5,10.5,-55,,,,,,,
10,8.3,-54,,,,,,,
9.9,8.2,-54,,,,,,,
8.6,6.7,-55,,,,,,,
8.2,6.2,-56,,,,,,,
7.1,5.3,-57,,,,,,,
7,5.2,-58,,,,,,,
5.9,3.9,-60,,,,,,,
5,3.2,-62,,,,,,,
4.8,3.1,-62,,,,,,,
4.8,3.1,-62,,,,,,,
4.8,3.1,-62,,,,,,,

* OC;ECC/VAISALA  XtrapO3=23.8

