*
* This file was generated using WODC 80 column formatted data
* 'na' is used where a model or instrument number is not available
*

#CONTENT
Class,Category,Level,Form
WOUDC,OzoneSonde,1.0,1

#DATA_GENERATION
Date,Agency,Version,ScientificAuthority
2000-03-02,ABM,0.0,

#PLATFORM
Type,ID,Name,Country,GAW_ID
STN,029,MACQUARIE ISLAND,AUS,94998

#INSTRUMENT
Name,Model,Number
Ecc,na,na

#LOCATION
Latitude,Longitude,Height
-54.5,158.967,6

#TIMESTAMP
UTCOffset,Date,Time
+00:00:00,1998-04-21,23:00:00

#FLIGHT_SUMMARY
IntegratedO3,CorrectionCode,SondeTotalO3,CorrectionFactor,TotalO3,WLCode,ObsType,Instrument,Number
251,,,1.035,284,2,5,,

#PROFILE
Pressure,O3PartialPressure,Temperature,WindSpeed,WindDirection,LevelCode,Duration,GPHeight,RelativeHumidty,SampleTemperature
1007,1.9,5,0,0,,,,,
1000,1.9,5,7,299,,,,,
850,2.3,3,14,302,,,,,
700,2.3,-3,16,295,,,,,
668,2.5,-5,15,291,,,,,
595,2.1,-10,15,301,,,,,
572,1.8,-12,16,305,,,,,
500,1.7,-21,17,294,,,,,
448,1.8,-28,21,286,,,,,
412,1.4,-30,30,289,,,,,
412,1.4,-30,30,289,,,,,
348,1.5,-37,14,94,,,,,
300,1.2,-45,,,,,,,
278,1.1,-49,,,,,,,
200,2.2,-63,,,,,,,
182,3.5,-58,,,,,,,
158,4.5,-57,,,,,,,
150,3.9,-57,,,,,,,
124,7.1,-56,26,289,,,,,
103,7.8,-58,25,284,,,,,
100,8.5,-58,25,283,,,,,
98,9.0,-57,25,281,,,,,
93.5,8.5,-58,25,280,,,,,
89.1,8.9,-58,23,278,,,,,
85,11.0,-58,22,277,,,,,
81,11.9,-58,23,279,,,,,
70,8.7,-58,23,278,,,,,
60.9,10.4,-57,23,278,,,,,
50,10.8,-58,22,276,,,,,
37.8,12.3,-57,23,266,,,,,
34.4,12.0,-58,28,281,,,,,
30,12.3,-55,30,266,,,,,
27.2,12.2,-56,34,275,,,,,
27.2,12.2,-56,34,275,,,,,
24.7,10.4,-57,31,268,,,,,
23.6,11.2,-57,27,268,,,,,
22.5,11.0,-57,28,274,,,,,
21.4,10.5,-56,33,271,,,,,
20,9.6,-57,32,275,,,,,
18.6,8.8,-55,37,268,,,,,
16.2,7.8,-53,36,275,,,,,
14.7,7.9,-52,38,280,,,,,
12.2,7.1,-54,40,278,,,,,
10,5.8,-50,44,272,,,,,
7,4.2,-41,50,283,,,,,
5.7,3.3,-42,51,278,,,,,

* OC;VAISALA GPS WINDS MISSING 300-150 HPA XtrapO3=23

