*
* This file was generated using WODC 80 column formatted data
* 'na' is used where a model or instrument number is not available
*

#CONTENT
Class,Category,Level,Form
WOUDC,OzoneSonde,1.0,1

#DATA_GENERATION
Date,Agency,Version,ScientificAuthority
2000-03-02,ABM,0.0,

#PLATFORM
Type,ID,Name,Country,GAW_ID
STN,029,MACQUARIE ISLAND,AUS,94998

#INSTRUMENT
Name,Model,Number
Ecc,na,na

#LOCATION
Latitude,Longitude,Height
-54.5,158.967,6

#TIMESTAMP
UTCOffset,Date,Time
+00:00:00,1998-09-08,23:00:00

#FLIGHT_SUMMARY
IntegratedO3,CorrectionCode,SondeTotalO3,CorrectionFactor,TotalO3,WLCode,ObsType,Instrument,Number
279,,,1.034,311,0,5,,

#PROFILE
Pressure,O3PartialPressure,Temperature,WindSpeed,WindDirection,LevelCode,Duration,GPHeight,RelativeHumidty,SampleTemperature
1002,2.7,5,0,0,,,,,
1000,2.7,4,14,299,,,,,
966,2.9,2,20,286,,,,,
864,2.8,-3,23,274,,,,,
850,2.9,-3,22,279,,,,,
800,3.1,-3,21,285,,,,,
714,3.0,-8,23,274,,,,,
700,2.9,-10,22,276,,,,,
540,2.0,-24,26,267,,,,,
500,1.9,-28,26,268,,,,,
476,1.8,-30,25,268,,,,,
437,2.1,-34,30,260,,,,,
300,1.3,-56,35,267,,,,,
278,1.2,-60,39,269,,,,,
240,1.7,-64,37,267,,,,,
207,4.3,-64,38,265,,,,,
200,5.4,-63,38,264,,,,,
179,8.6,-60,38,270,,,,,
171,8.6,-59,42,262,,,,,
150,7.7,-59,41,262,,,,,
148,7.7,-59,42,262,,,,,
122,3.6,-60,44,266,,,,,
111,6.6,-61,48,267,,,,,
106,6.8,-62,50,268,,,,,
100,6.0,-62,51,265,,,,,
95.9,5.8,-63,52,263,,,,,
87,12.1,-62,56,262,,,,,
75.2,14.0,-61,58,266,,,,,
71.7,14.2,-61,59,263,,,,,
70,14.1,-61,61,262,,,,,
68.3,14.1,-61,65,263,,,,,
65.1,13.5,-60,63,264,,,,,
62,14.3,-61,64,264,,,,,
59.1,14.0,-61,65,265,,,,,
56.3,13.8,-62,63,268,,,,,
53.7,14.7,-62,68,266,,,,,
51.1,14.0,-63,67,267,,,,,
51.1,14.0,-63,67,267,,,,,
50,14.2,-63,67,268,,,,,
46.4,15.2,-64,70,269,,,,,
44.1,15.4,-63,73,269,,,,,
42,15.0,-64,74,267,,,,,
40,14.8,-66,69,268,,,,,
38.1,15.0,-66,68,268,,,,,
34.5,13.9,-66,69,274,,,,,
32.8,13.5,-66,69,273,,,,,
30,12.7,-67,73,273,,,,,
29.7,12.6,-67,73,273,,,,,
28.3,12.2,-67,71,274,,,,,
26.9,11.0,-67,74,275,,,,,
25.6,9.7,-68,72,273,,,,,
24.3,9.0,-68,77,274,,,,,
23.2,8.4,-68,77,272,,,,,
21,7.0,-66,74,276,,,,,
20,6.8,-67,75,271,,,,,
19,6.6,-67,68,271,,,,,
17.2,6.5,-64,70,275,,,,,
12.9,5.8,-59,70,279,,,,,
11.2,5.8,-56,65,269,,,,,
10.2,6.0,-52,72,271,,,,,
10,5.9,-52,71,269,,,,,
7.1,4.2,-49,67,275,,,,,
7,4.2,-49,69,275,,,,,
5,3.1,-44,70,283,,,,,
4.9,3.1,-44,70,282,,,,,
4.9,3.1,-44,70,282,,,,,

* OC;ECC/VAISALA  XtrapO3=21.5

