*
* This file was generated using WODC 80 column formatted data
* 'na' is used where a model or instrument number is not available
*

#CONTENT
Class,Category,Level,Form
WOUDC,OzoneSonde,1.0,1

#DATA_GENERATION
Date,Agency,Version,ScientificAuthority
2000-03-02,ABM,0.0,

#PLATFORM
Type,ID,Name,Country,GAW_ID
STN,029,MACQUARIE ISLAND,AUS,94998

#INSTRUMENT
Name,Model,Number
Ecc,na,na

#LOCATION
Latitude,Longitude,Height
-54.5,158.967,6

#TIMESTAMP
UTCOffset,Date,Time
+00:00:00,1998-04-29,23:00:00

#FLIGHT_SUMMARY
IntegratedO3,CorrectionCode,SondeTotalO3,CorrectionFactor,TotalO3,WLCode,ObsType,Instrument,Number
268,,,1.033,289,2,5,,

#PROFILE
Pressure,O3PartialPressure,Temperature,WindSpeed,WindDirection,LevelCode,Duration,GPHeight,RelativeHumidty,SampleTemperature
999,1.2,7,0,0,,,,,
963,2.1,6,24,343,,,,,
895,2.4,5,24,336,,,,,
850,2.3,2,26,330,,,,,
700,2.3,-7,23,342,,,,,
500,1.8,-23,28,325,,,,,
300,1.1,-50,31,321,,,,,
258,0.9,-57,29,319,,,,,
258,0.9,-57,29,319,,,,,
224,0.9,-63,31,316,,,,,
200,1.2,-67,31,308,,,,,
167,4.1,-60,38,317,,,,,
159,3.7,-58,40,312,,,,,
150,3.7,-58,35,309,,,,,
144,3.9,-57,32,316,,,,,
138,4.0,-57,34,317,,,,,
125,5.4,-55,38,312,,,,,
114,8.2,-54,37,310,,,,,
109,7.8,-55,36,309,,,,,
104,6.9,-54,35,311,,,,,
100,6.9,-54,36,318,,,,,
90.3,7.2,-54,36,307,,,,,
82.2,9.2,-53,33,307,,,,,
74.9,9.0,-52,34,308,,,,,
71.5,9.7,-52,31,312,,,,,
70,9.7,-53,32,316,,,,,
65.2,9.6,-54,38,315,,,,,
59.3,11.4,-53,39,307,,,,,
54,11.7,-54,37,300,,,,,
50,12.7,-53,33,298,,,,,
47,13.0,-54,33,313,,,,,
42.8,12.6,-54,37,307,,,,,
39,12.9,-54,38,301,,,,,
37.2,12.8,-55,35,298,,,,,
33.9,12.8,-54,38,302,,,,,
30,12.4,-53,33,297,,,,,
28.1,13.1,-52,32,292,,,,,
25.6,13.2,-51,33,307,,,,,
23.3,13.9,-52,35,293,,,,,
22.3,13.2,-54,32,292,,,,,
21.3,12.4,-54,34,297,,,,,
20,11.6,-53,33,293,,,,,
16.9,9.6,-53,38,288,,,,,
15.3,9.1,-55,31,285,,,,,
12.1,7.1,-55,41,277,,,,,
11,7.1,-55,37,282,,,,,
10,6.1,-54,40,281,,,,,
7,4.2,-57,43,288,,,,,
5,2.9,-62,48,264,,,,,
3.5,1.7,-55,51,266,,,,,

* OC;VAISALA GPS WINDS  XtrapO3=12

