*
* This file was generated using WODC 80 column formatted data
* 'na' is used where a model or instrument number is not available
*

#CONTENT
Class,Category,Level,Form
WOUDC,OzoneSonde,1.0,1

#DATA_GENERATION
Date,Agency,Version,ScientificAuthority
2000-03-02,ABM,0.0,

#PLATFORM
Type,ID,Name,Country,GAW_ID
STN,029,MACQUARIE ISLAND,AUS,94998

#INSTRUMENT
Name,Model,Number
Ecc,na,na

#LOCATION
Latitude,Longitude,Height
-54.5,158.967,6

#TIMESTAMP
UTCOffset,Date,Time
+00:00:00,1998-02-03,23:00:00

#FLIGHT_SUMMARY
IntegratedO3,CorrectionCode,SondeTotalO3,CorrectionFactor,TotalO3,WLCode,ObsType,Instrument,Number
243,,,1.062,279,0,0,,

#PROFILE
Pressure,O3PartialPressure,Temperature,WindSpeed,WindDirection,LevelCode,Duration,GPHeight,RelativeHumidty,SampleTemperature
1000,1.1,9,0,0,,,,,
965,1.4,7,19,309,,,,,
850,1.4,2,25,299,,,,,
802,1.9,1,26,299,,,,,
700,1.8,-5,35,304,,,,,
664,2.8,-6,37,308,,,,,
615,2.6,-10,36,304,,,,,
591,2.1,-12,37,303,,,,,
500,1.9,-19,47,305,,,,,
410,1.7,-30,,,,,,,
394,2.6,-31,,,,,,,
361,1.8,-34,,,,,,,
331,2.0,-39,,,,,,,
300,3.0,-42,,,,,,,
265,3.0,-46,,,,,,,
221,4.7,-48,,,,,,,
200,4.3,-47,,,,,,,
176,4.8,-45,,,,,,,
150,2.7,-48,,,,,,,
141,3.1,-49,,,,,,,
134,2.8,-51,,,,,,,
128,3.7,-50,,,,,,,
100,4.3,-54,37,299,,,,,
88.5,7.1,-52,34,303,,,,,
80.6,7.1,-52,27,303,,,,,
80.6,7.1,-52,27,303,,,,,
70,9.1,-51,17,287,,,,,
50,11.5,-49,9,321,,,,,
44.3,12.6,-48,12,11,,,,,
36.9,12.9,-48,8,41,,,,,
33.7,12.1,-48,6,40,,,,,
32.2,11.3,-47,6,21,,,,,
30,11.5,-46,7,14,,,,,
26.9,10.9,-45,6,350,,,,,
24.6,11.9,-44,6,304,,,,,
20.6,10.9,-42,7,129,,,,,
20,10.3,-41,7,112,,,,,
18,8.7,-42,6,67,,,,,
14.5,7.3,-38,5,354,,,,,
11.6,6.5,-37,7,165,,,,,
10,5.8,-31,8,120,,,,,
7,4.0,-24,7,103,,,,,
5.7,3.1,-19,,,,,,,

* OC;VAISALA GPS WINDS MISSING 400-100 HPA XtrapO3=20

