*
* This file was generated using WODC 80 column formatted data
* 'na' is used where a model or instrument number is not available
*

#CONTENT
Class,Category,Level,Form
WOUDC,OzoneSonde,1.0,1

#DATA_GENERATION
Date,Agency,Version,ScientificAuthority
2000-03-02,ABM,0.0,

#PLATFORM
Type,ID,Name,Country,GAW_ID
STN,029,MACQUARIE ISLAND,AUS,94998

#INSTRUMENT
Name,Model,Number
Ecc,na,na

#LOCATION
Latitude,Longitude,Height
-54.5,158.967,6

#TIMESTAMP
UTCOffset,Date,Time
+00:00:00,1998-03-03,22:00:00

#FLIGHT_SUMMARY
IntegratedO3,CorrectionCode,SondeTotalO3,CorrectionFactor,TotalO3,WLCode,ObsType,Instrument,Number
231,,,1.165,286,0,5,,

#PROFILE
Pressure,O3PartialPressure,Temperature,WindSpeed,WindDirection,LevelCode,Duration,GPHeight,RelativeHumidty,SampleTemperature
986,1.0,8,,,,,,,
850,1.2,4,,,,,,,
762,1.2,0,,,,,,,
700,1.6,-2,,,,,,,
500,1.2,-17,,,,,,,
359,1.3,-34,,,,,,,
300,1.1,-43,,,,,,,
218,0.9,-61,,,,,,,
207,1.0,-63,,,,,,,
200,1.8,-62,,,,,,,
171,4.1,-55,,,,,,,
156,3.3,-54,,,,,,,
150,3.2,-54,,,,,,,
135,3.9,-54,,,,,,,
123,3.1,-54,,,,,,,
107,5.3,-53,,,,,,,
100,5.5,-52,,,,,,,
93.3,5.9,-52,,,,,,,
85,5.5,-52,,,,,,,
77.5,6.4,-52,,,,,,,
70,8.2,-52,,,,,,,
61.5,10.7,-51,,,,,,,
56,9.9,-51,,,,,,,
53.5,10.1,-50,,,,,,,
50,11.2,-49,,,,,,,
44.6,12.3,-50,,,,,,,
42.6,11.8,-50,,,,,,,
40.7,10.3,-49,,,,,,,
35.5,11.8,-48,,,,,,,
32.4,13.6,-47,,,,,,,
30,13.1,-47,,,,,,,
28.3,12.6,-48,,,,,,,
27,13.2,-47,,,,,,,
27,13.2,-47,,,,,,,
27,13.2,-47,,,,,,,
20,9.4,-46,,,,,,,
10,5.6,-39,,,,,,,
7,4.0,-32,,,,,,,
5,2.8,-26,,,,,,,
4.2,2.2,-22,,,,,,,

* OC;VAISALA NO WINDS  XtrapO3=14

