
#CONTENT
Class,Category,Level,Form
WOUDC,OzoneSonde,1.0,1

#DATA_GENERATION
Date,Agency,Version,ScientificAuthority
2002-10-15,ABM,1.0,Atmosphere Watch Section

#PLATFORM
Type,ID,Name,Country,GAW_ID
STN,029,Macquarie Island,AUS

#INSTRUMENT
Name,Model,Number
ECC,6A,6A11025

#LOCATION
Latitude,Longitude,Height
-54.50,158.95,7

#TIMESTAMP
UTCOffset,Date,Time
+00:00:00,2002-10-15,23:17:00

#FLIGHT_SUMMARY
IntegratedO3,CorrectionCode,SondeTotalO3,CorrectionFactor,TotalO3,WLCode,ObsType,Instrument,Number
331.9,4,365.9,-0.970,355,0,4,Dobson,012

#AUXILIARY_DATA
MeteoSonde,ib1,ib2,PumpRate,BackgroundCorr,SampleTemperatureType,MinutesGroundO3
SPCECC-VaisalaRSA11-VaisalaRS80(GPS),,0.036,26.0,const_ib2,pump

#PROFILE
Pressure,O3PartialPressure,Temperature,WindSpeed,WindDirection,LevelCode,Duration,GPHeight,RelativeHumidity,SampleTemperature
997,2.5,6,6.7,354
962,3.2,4,13,340
893,3.1,0,18,324
850,3,-1,14,330
798,3.2,-3,17,324
700,2.8,-7,21,334
659,2.5,-9,19,344
634,2.6,-11,20,338
500,2.4,-23,19,327
478,2.1,-25,20,326
422,2.1,-32,19,328
355,2.1,-40,19,332
300,2.2,-49,20,331
283,2,-53,19,327
246,1.6,-60,20,325
223,2.1,-63,16,312
212,3.2,-61,17,306
200,3.1,-59,16,296
184,3.4,-58,17,292
176,4.1,-58,15,293
167,4.1,-57,20,287
160,5.6,-56,20,280
152,4.8,-55,16,272
150,5.5,-55,16,271
139,7.4,-55,18,274
132,7.1,-55,17,280
126,7.1,-54,20,270
120,8.6,-54,18,266
110,10.1,-55,21,271
105,10,-54,22,260
100,11,-52,17,256
95.3,11.4,-52,20,260
91,10.7,-52,21,253
83,13.6,-52,21,257
79.2,13.1,-52,19,249
70,15.7,-50,18,256
62.9,18.4,-48,20,251
57.4,18.7,-49,21,260
52.4,17.9,-49,20,249
50,18.9,-49,19,252
47.9,18.7,-48,20,252
41.7,18.1,-47,22,249
39.9,17.5,-47,20,251
38.1,17.3,-47,19,250
36.4,16.8,-46,20,249
34.8,16.7,-46,18,259
30,15.6,-46,21,251
25.4,14.5,-44,18,250
24.3,13.8,-43,21.5,252
23.2,13.7,-43,17,234
20,12.6,-43,15,254
16.3,10.6,-42,17,252
13.7,8.8,-39,18,272
12,7.6,-40,13,261
10,6.4,-38,10,245
9.6,6.2,-38,12,266
9.2,5.8,-39,14,251
8.1,5.2,-34,9,256
8.5,5.4,-35,10,264
7.4,4.8,-34,12.8,236
7,5,-33,11,246
6.8,5.1,-32,12,251
