
#CONTENT
Class,Category,Level,Form
WOUDC,OzoneSonde,1.0,1

#DATA_GENERATION
Date,Agency,Version,ScientificAuthority
2002-11-12,ABM,1.0,Atmosphere Watch Section

#PLATFORM
Type,ID,Name,Country,GAW_ID
STN,029,Macquarie Island,AUS

#INSTRUMENT
Name,Model,Number
ECC,6A,6A10193

#LOCATION
Latitude,Longitude,Height
-54.50,158.95,7

#TIMESTAMP
UTCOffset,Date,Time
+00:00:00,2002-11-12,23:33:00

#FLIGHT_SUMMARY
IntegratedO3,CorrectionCode,SondeTotalO3,CorrectionFactor,TotalO3,WLCode,ObsType,Instrument,Number
301.2,4,330,-0.997,329,0,4,Dobson,012
* No temperature data from surface to 500 hPa

#AUXILIARY_DATA
MeteoSonde,ib1,ib2,PumpRate,BackgroundCorr,SampleTemperatureType,MinutesGroundO3
SPCECC-VaisalaRSA11-VaisalaRS80(GPS)

#PROFILE
Pressure,O3PartialPressure,Temperature,WindSpeed,WindDirection,LevelCode,Duration,GPHeight,RelativeHumidity,SampleTemperature
991,2.9
957,2.3
890,2.6
850,3
799,3.9
744,3.9
700,3.5
668,3.1
600,3
500,3.1
371,3.3,-29
326,3.4,-35
300,3,-39
262,2.4,-47
250,2.1,-50
228,2.1,-54
200,3.2,-53
180,2.8,-55
157,3,-56
150,2.9,-56
136,3.7,-56
124,4.9,-55
113,5.8,-55
108,5.2,-54
100,6.3,-54
93.4,7.7,-54
89.1,7.8,-53
85.1,7.3,-52
77.6,10,-52
70,12,-51
64.5,14.9,-51
58.8,15.9,-50
56.2,16.4,-49
50,16.3,-49
46.8,15.5,-48
42.7,16.1,-48
39,15.2,-49
35.6,15.6,-48
32.5,14.7,-47
31.1,13.9,-46
30,14.5,-46
29.7,14.7,-46
26,14.5,-44
23.7,13.6,-44
22.7,13.1,-44
21.7,12.2,-44
20,11.3,-45
17.3,9.7,-44
15.9,8.6,-44
15.2,8.4,-44
14.5,8.5,-44
13.3,8.2,-43
12.7,7.9,-42
10,6.7,-41
8.2,6.1,-38
7,5.3,-36
6.6,4.9,-35
6.3,4.8,-35
5.8,4.3,-32
