
#CONTENT
Class,Category,Level,Form
WOUDC,OzoneSonde,1.0,1

#DATA_GENERATION
Date,Agency,Version,ScientificAuthority
2002-04-30,ABM,1.0,Atmosphere Watch Section

#PLATFORM
Type,ID,Name,Country,GAW_ID
STN,029,Macquarie Island,AUS

#INSTRUMENT
Name,Model,Number
ECC,6A,6A11006

#LOCATION
Latitude,Longitude,Height
-54.50,158.95,7

#TIMESTAMP
UTCOffset,Date,Time
+00:00:00,2002-04-30,23:35:00

#FLIGHT_SUMMARY
IntegratedO3,CorrectionCode,SondeTotalO3,CorrectionFactor,TotalO3,WLCode,ObsType,Instrument,Number
300.8,4,319.1,-1.003,320,0,0,Dobson,012

#AUXILIARY_DATA
MeteoSonde,ib1,ib2,PumpRate,BackgroundCorr,SampleTemperatureType,MinutesGroundO3
SPCECC-VaisalaRSA11-VaisalaRS80(GPS),,0.029,27.06,const_ib2,pump

#PROFILE
Pressure,O3PartialPressure,Temperature,WindSpeed,WindDirection,LevelCode,Duration,GPHeight,RelativeHumidity,SampleTemperature
989,2,4,9.8,234
954,2.4,0,21,233
918,2.4,-3,27,235
850,2.3,-8,30,234
787,2.2,-12,33,235
700,2,-18,31,239
571,1.9,-24,31,231
548,1.8,-26,29,228
504,2,-30,25,232
500,1.9,-31,25,232
406,1.5,-42,29,234
355,1.4,-48,27,238
300,2.6,-54,34,231
268,4.2,-53,35,228
223,4.9,-51,38,236
200,5.7,-50,32,229
186,6,-50,33,233
177,5,-52,33,232
169,5.5,-52,35,240
150,8.1,-50,33,235
147,8.6,-50,30,233
134,10.4,-50,30,241
117,11.9,-48,30,244
107,13.6,-49,27,244
100,14.1,-49,30,244
97.6,14.2,-49,29,241
81.3,11.9,-49,33,254
77.6,9.7,-50,31,250
74.2,8.2,-50,27,246
70,9.2,-50,23,247
67.6,10.7,-50,19,254
58.9,11.7,-51,24,258
56.3,11.6,-51,27,256
53.7,12.4,-51,23,257
50,12,-51,24,262
44.6,11.6,-53,23,263
42.6,11.8,-54,25,259
40.6,12.2,-54,26,261
37,12.4,-55,26,270
35.3,12.5,-55,23,282
32.1,12.1,-58,22,269
30,12.6,-58,23,273
29.2,12.9,-58,26,269
25.3,12.8,-56,21,277
20,10.8,-58,30,277
15.8,8.4,-54,36,269
14.4,7.3,-55,32,260
10,5.6,-55,34,271
9,5.4,-54,38,273
7.4,4.6,-56,40,268
7,4.1,-55,43,279
6.8,3.8,-54,41,277
5,2.8,-49,43,284
4.5,2.6,-47,51,277
