
#CONTENT
Class,Category,Level,Form
WOUDC,OzoneSonde,1.0,1

#DATA_GENERATION
Date,Agency,Version,ScientificAuthority
2002-09-03,ABM,1.0,Atmosphere Watch Section

#PLATFORM
Type,ID,Name,Country,GAW_ID
STN,029,Macquarie Island,AUS

#INSTRUMENT
Name,Model,Number
ECC,6A,6A10230

#LOCATION
Latitude,Longitude,Height
-54.50,158.95,7

#TIMESTAMP
UTCOffset,Date,Time
+00:00:00,2002-09-03,23:49:00

#FLIGHT_SUMMARY
IntegratedO3,CorrectionCode,SondeTotalO3,CorrectionFactor,TotalO3,WLCode,ObsType,Instrument,Number
301.9,4,329,-1.070,352,0,0,Dobson,012

#AUXILIARY_DATA
MeteoSonde,ib1,ib2,PumpRate,BackgroundCorr,SampleTemperatureType,MinutesGroundO3
SPCECC-VaisalaRSA11-VaisalaRS80(GPS),,0.138,26.9,const_ib2,pump

#PROFILE
Pressure,O3PartialPressure,Temperature,WindSpeed,WindDirection,LevelCode,Duration,GPHeight,RelativeHumidity,SampleTemperature
982,0,7,12.4,348
948,3.5,6,26,332
850,2.9,2,24,327
700,2.5,-7,20,334
602,2,-12,28,333
500,1.8,-23,33,323
453,1.6,-28,30,336
416,2.2,-33,34,335
366,2,-40,35,340
335,2.3,-44,36,342
320,2,-46,36,336
300,2.1,-48,38,333
279,2.2,-51,38,330
266,2.8,-50,37,330
243,4.6,-48,39,320
232,4.4,-46,38,321
222,4.8,-46,39,321
212,5.1,-45,41,320
200,3.9,-46,41,312
186,2.9,-46,43,310
177,2.8,-46,39,307
162,2.7,-47,32,312
150,3.2,-47,33,317
141,4.1,-49,35,305
135,5.7,-48,32,310
123,7.7,-48,32,298
118,7,-48,31,289
113,6,-49,28,288
108,5,-48,29,298
100,5.4,-47,29,299
93.9,5.3,-47,31,289
85.8,6,-47,26,273
78.4,9.3,-46,26,285
71.6,13.8,-45,28,267
70,14.7,-46,24,265
65.4,16.6,-45,25,263
59.8,18.6,-44,21,265
57.2,19,-43,20,278
54.7,18.6,-43,22,264
52.4,18.2,-43,22,258
50,17.4,-43,20,262
45.8,16.9,-44,22,261
43.8,17,-43,23,256
41.9,17.2,-42,22,249
36.7,16.7,-43,23,253
35.1,16.3,-44,24,244
33.5,16,-43,25,242
30,14.9,-42,23,248
25.7,13.6,-41,21,227
23.5,12.5,-41,19,227
21.5,11.7,-41,21,223
20,11.4,-41,20,222
18.9,11.1,-40,26,221
17.3,11.3,-39,21,212
15.8,9.8,-39,23,205
14.5,9,-39,15,200
12.2,7.6,-40,22,206
11.6,7.6,-40,25,202
10,6.4,-37,23,186
7.2,4.7,-36,21,188
7,4.5,-36,22,189
6.6,4.1,-36,25,180
5.8,3.5,-34,26,184
5.6,3.3,-34,26,187
