
#CONTENT
Class,Category,Level,Form
WOUDC,OzoneSonde,1.0,1

#DATA_GENERATION
Date,Agency,Version,ScientificAuthority
2004-02-12,ABM,1.0,Atmosphere Watch Section

#PLATFORM
Type,ID,Name,Country,GAW_ID
STN,450,Davis,ATA

#INSTRUMENT
Name,Model,Number
ECC,6A,6A14986

#LOCATION
Latitude,Longitude,Height
-68.58,77.97,14

#TIMESTAMP
UTCOffset,Date,Time
+00:00:00,2004-02-12,23:21:00

#FLIGHT_SUMMARY
IntegratedO3,CorrectionCode,SondeTotalO3,CorrectionFactor,TotalO3,WLCode,ObsType,Instrument,Number
274.6,4,310.6,-1.000

#AUXILIARY_DATA
MeteoSonde,ib1,ib2,PumpRate,BackgroundCorr,SampleTemperatureType,MinutesGroundO3
SPCECC-VaisalaRSA11-VaisalaRS80(GPS),,0.017,27.96,const_ib2,pump

#PROFILE
Pressure,O3PartialPressure,Temperature,WindSpeed,WindDirection,LevelCode,Duration,GPHeight,RelativeHumidity,SampleTemperature
990,1.6,0
955,1.8,-5
919,1.8,-8
850,1.6,-10
818,1.4,-10
756,1.4,-14
700,1.3,-18
644,1.5,-20
546,1.3,-28
524,1.5,-30
500,1.5,-32
441,1.3,-39
422,1.6,-40
369,1.3,-47
322,1.8,-52
300,2.4,-54
293,3,-53
280,5.2,-53
255,5.8,-52
243,5.5,-50
232,5.8,-49
212,5.4,-47
203,4.4,-47
200,4.6,-46
194,5,-46
185,5.7,-46
169,5.8,-46
150,6.8,-46
148,6.9,-46
141,6.5,-46
135,7.3,-46
129,7.6,-46
124,7.4,-45
113,8.1,-45
108,8,-45
100,8.8,-45
90.2,10.7,-45
86.2,11.4,-45
82.5,12.8,-44
75.4,14.1,-44
70,14.6,-44
65.9,14.6,-44
63,14.9,-44
57.6,14.7,-43
55.1,14.1,-43
52.7,13.4,-44
50,13.5,-44
48.2,13.8,-44
46.1,14.2,-43
44.1,14.4,-43
38.6,12.6,-42
35.3,11.1,-42
30.9,12.9,-41
30,12.7,-41
28.3,11.6,-41
25.9,10.2,-40
24.8,9.9,-40
20.8,9.8,-38
20,9.7,-38
17.5,9.2,-36
16.8,9.2,-36
15.4,8.4,-36
14.1,8.1,-35
13.5,7.7,-34
12.4,7.3,-34
11.9,7,-33
11.4,6.8,-32
10.9,6.6,-31
10.5,6.3,-31
10,5.9,-30
8.8,5.4,-29
