
#CONTENT
Class,Category,Level,Form
WOUDC,OzoneSonde,1.0,1

#DATA_GENERATION
Date,Agency,Version,ScientificAuthority
2004-10-08,ABM,1.0,Atmosphere Watch Section

#PLATFORM
Type,ID,Name,Country,GAW_ID
STN,450,Davis,ATA

#INSTRUMENT
Name,Model,Number
ECC,6A,6A14976

#LOCATION
Latitude,Longitude,Height
-68.58,77.97,19

#TIMESTAMP
UTCOffset,Date,Time
+00:00:00,2004-10-08,11:22:00

#FLIGHT_SUMMARY
IntegratedO3,CorrectionCode,SondeTotalO3,CorrectionFactor,TotalO3,WLCode,ObsType,Instrument,Number
253.75,4,331.05,-1.000

#AUXILIARY_DATA
MeteoSonde,ib1,ib2,PumpRate,BackgroundCorr,SampleTemperatureType,MinutesGroundO3
SPCECC-VaisalaRSA11-VaisalaRS80(GPS),,0.039,26.06,const_ib2,pump

#PROFILE
Pressure,O3PartialPressure,Temperature,WindSpeed,WindDirection,LevelCode,Duration,GPHeight,RelativeHumidity,SampleTemperature
983,2.1,-7,3.6,164
949,2.9,-10,3,168
850,2.8,-18,9,46
778,2.6,-22,9,48
700,2.5,-21,4,114
609,2.3,-26,6,152
560,2.2,-30,8,163
500,2,-33,11,172
433,1.9,-39,11,168
379,1.8,-45,11,184
362,1.7,-47,9,183
330,2,-52,7,169
300,2.2,-56,8,174
287,2.1,-58,9,166
274,1.8,-60,9,161
261,1.9,-63,8.1,145
236,1.6,-66,5,195
225,1.8,-67,6,140
214,3.5,-67,3,180
200,4.7,-67,5,87
184,5.3,-66,4,33
176,5.2,-64,5,350
167,5.9,-65,4,331
159,5.8,-66,2,314
150,5.6,-65,5,338
144,5.2,-65,6,304
137,1.5,-65,9,328
131,.6,-65,9,319
124,1,-64,10,334
118,1.8,-63,12,317
102,2.8,-60,17,316
100,2.3,-59,18,320
97.6,1.7,-59,20,325
93.1,2.3,-57,22,321
88.8,4.8,-55,27,312
84.7,7.3,-54,29,312
80.9,5.1,-51,32,318
77.2,4.4,-48,35,320
73.8,5.8,-47,36,317
70.5,7.7,-44,38,316
70,8.9,-44,38,316
67.5,14.7,-42,40,320
64.6,16,-40,47,318
61.8,15.7,-39,48.7,316
59.2,17.3,-37,49,316
56.6,18,-35,48,313
54.3,17.6,-34,52,305
52,17.1,-33,53,316
50,16.8,-32,58,317
47.8,17.6,-32,57,313
42,19.6,-31,58,310
40.3,19.1,-33,58,307
38.6,19.1,-32,56,302
37,18.5,-32,53,302
34,17.8,-29,52,309
31.3,16.7,-30,58,316
30,16,-32,60,312
27.5,15.6,-31,57,305
26.4,15.1,-31,53.8,306
24.3,14.6,-30,54,303
23.3,14.7,-30,56,302
22.3,14.3,-29,55,306
21.4,14.3,-28,56,305
20.5,15.5,-28,55,308
20,15.9,-27,53,307
19.7,16.2,-28,52,309
18.9,15.3,-28,53,312
18.1,13.7,-28,52,314
17.4,12.9,-28,54,312
16.6,12.6,-29,54,309
15.3,11.6,-31,50,307
