
#CONTENT
Class,Category,Level,Form
WOUDC,OzoneSonde,1.0,1

#DATA_GENERATION
Date,Agency,Version,ScientificAuthority
2004-12-03,ABM,1.0,Atmosphere Watch Section

#PLATFORM
Type,ID,Name,Country,GAW_ID
STN,450,Davis,ATA

#INSTRUMENT
Name,Model,Number
ECC,6A,6A14994

#LOCATION
Latitude,Longitude,Height
-68.58,77.97,19

#TIMESTAMP
UTCOffset,Date,Time
+00:00:00,2004-12-03,00:11:00

#FLIGHT_SUMMARY
IntegratedO3,CorrectionCode,SondeTotalO3,CorrectionFactor,TotalO3,WLCode,ObsType,Instrument,Number
291.2,4,315.1,-1.000
* nominal background reading assumed due to pre launch problems.

#AUXILIARY_DATA
MeteoSonde,ib1,ib2,PumpRate,BackgroundCorr,SampleTemperatureType,MinutesGroundO3
SPCECC-VaisalaRSA11-VaisalaRS80(GPS),,0.089,26.18,const_ib2,pump

#PROFILE
Pressure,O3PartialPressure,Temperature,WindSpeed,WindDirection,LevelCode,Duration,GPHeight,RelativeHumidity,SampleTemperature
986,2.1,5,9.8,8
951,3,-5,19,50
880,2.8,-11,19,53
850,2.7,-12,19,55
814,2.1,-12,15,56
783,1.9,-13,12,56
700,1.8,-17,7,70
641,1.7,-21,13,69
616,2,-20,14,79
591,2,-19,11,84
568,1.7,-21,7,100
523,1.6,-26,8,97
502,1.6,-29,8,106
500,1.6,-29,8,107
442,1.3,-35,10,118
423,1.5,-36,9,113
388,1.3,-40,9,101
371,.9,-42,7,89
300,.5,-52,7,115
282,.8,-55,5,87
269,1.1,-56,4,77
257,1,-59,4,91
245,1,-61,4,83
233,3.2,-60,2,344
222,5.4,-55,1,184
212,5.8,-53,3.1,319
200,5.3,-52,5,290
193,5.1,-51,5,306
185,5.2,-50,8,287
168,5.3,-49,8,268
161,5.5,-48,9,275
150,6.8,-47,10,302
147,7.3,-46,10,301
140,7.8,-46,8,306
134,8.2,-45,7,284
128,8.2,-46,12,297
123,7.9,-44,10,300
117,8,-44,13,303
112,9.1,-44,13,282
107,10.7,-42,11,292
100,12.4,-41,4,296
98.3,12.8,-41,4,317
94,12.6,-42,12,325
89.9,11.8,-43,17,307
86,11.8,-42,18,287
82.3,12.1,-42,11,279
78.7,12.9,-41,9,310
75.3,13.7,-41,9,319
70,14.3,-40,12,317
60.4,15.4,-40,8,330
57.8,14.8,-40,11,309
55.4,14.8,-39,10,329
53,15.1,-39,12,320
50,14.9,-39,10,303
48.5,14.9,-39,10,299
46.5,15.2,-38,9,287
42.6,15.4,-36,4.6,359
39.1,14.7,-38,14.1,344
35.8,14,-37,11,305
32.8,13.7,-35,11,296
30,12.8,-34,11,322
28.9,13.8,-33,7,299
27.7,14.7,-32,6,342
24.4,14,-32,4,10
22.4,12.3,-33,5,356
21.4,11.5,-33,4,10
20,10.7,-33,6,8
17.3,9.1,-30,3,275
15.3,8.3,-29,7,43
14,7.4,-30,6,19
13.5,7,-30,10,39
12.9,6.6,-29,12,28
12.4,6.3,-28,9,12
11.4,5.8,-27,7,41
10.9,5.5,-27,9,47
10,5,-25,9,53
9.6,4.9,-24,10,36
8.9,4.4,-22,10,60
8.5,4.2,-22,14,53
7.9,3.9,-21,15,35
7.6,3.7,-21
