
#CONTENT
Class,Category,Level,Form
WOUDC,OzoneSonde,1.0,1

#DATA_GENERATION
Date,Agency,Version,ScientificAuthority
2004-06-03,ABM,1.0,Atmosphere Watch Section

#PLATFORM
Type,ID,Name,Country,GAW_ID
STN,450,Davis,ATA

#INSTRUMENT
Name,Model,Number
ECC,6A,6A10751

#LOCATION
Latitude,Longitude,Height
-68.58,77.97,19

#TIMESTAMP
UTCOffset,Date,Time
+00:00:00,2004-06-03,23:44:00

#FLIGHT_SUMMARY
IntegratedO3,CorrectionCode,SondeTotalO3,CorrectionFactor,TotalO3,WLCode,ObsType,Instrument,Number
254.4,4,279.3,-1.000

#AUXILIARY_DATA
MeteoSonde,ib1,ib2,PumpRate,BackgroundCorr,SampleTemperatureType,MinutesGroundO3
SPCECC-VaisalaRSA11-VaisalaRS80(GPS),,0.024,26.00,const_ib2,pump

#PROFILE
Pressure,O3PartialPressure,Temperature,WindSpeed,WindDirection,LevelCode,Duration,GPHeight,RelativeHumidity,SampleTemperature
971,2.5,-18,1.5,68
934,2.9,-22,3,48
850,2.6,-24,15,30
700,2.2,-30,11,2
589,1.9,-36,10,349
500,1.8,-43,13,348
451,1.6,-48,14,338
431,1.5,-50,14,337
412,1.4,-52,13,336
358,1.5,-58,14,340
325,1.5,-62,11,334
300,1.9,-63,11,320
267,2.8,-64,9,327
254,2.5,-64,8,321
242,2.9,-66,10,297
230,4.1,-65,8,311
219,4.2,-65,10,315
200,5.4,-64,12,322
189,6.8,-64
172,5.3,-65
163,5.6,-66
150,6.3,-67
148,6.6,-67
141,7.9,-68
134,8.8,-68
127,11.2,-68
121,12.7,-69
115,11.6,-71
110,9.8,-72
104,12.8,-72
100,13.6,-73
93.9,14.2,-74
89.2,15.6,-75
84.7,17,-75
80.4,16.5,-76
76.4,16.5,-76
72.5,15.8,-76
70,15.9,-77
68.8,15.9,-77
65.3,16.6,-77
62,16.4,-78
58.8,15.6,-79
55.8,15.1,-79
50,14.4,-80
47.6,13.7,-80
42.8,13,-80
40.6,12.3,-80
30,8.4,-83
26.4,6.9,-82
25.1,6.1,-81
23.8,5.8,-82
21.4,5.8,-80
20,5.5,-80
19.2,5.2,-80
18.2,4.9,-81
17.3,4.8,-81
16.4,5.4,-79
15.5,5.7,-80
14.7,5.6,-80
14,4.8,-81
10,3.1,-80
9.1,2.9,-82
