
#CONTENT
Class,Category,Level,Form
WOUDC,OzoneSonde,1.0,1

#DATA_GENERATION
Date,Agency,Version,ScientificAuthority
2004-09-10,ABM,1.0,Atmosphere Watch Section

#PLATFORM
Type,ID,Name,Country,GAW_ID
STN,450,Davis,ATA

#INSTRUMENT
Name,Model,Number
ECC,6A,6A14989

#LOCATION
Latitude,Longitude,Height
-68.58,77.97,19

#TIMESTAMP
UTCOffset,Date,Time
+00:00:00,2004-09-10,23:22:00

#FLIGHT_SUMMARY
IntegratedO3,CorrectionCode,SondeTotalO3,CorrectionFactor,TotalO3,WLCode,ObsType,Instrument,Number
149.6,4,183.2,-1.000

#AUXILIARY_DATA
MeteoSonde,ib1,ib2,PumpRate,BackgroundCorr,SampleTemperatureType,MinutesGroundO3
SPCECC-VaisalaRSA11-VaisalaRS80(GPS),,0.115,26.25,const_ib2,pump

#PROFILE
Pressure,O3PartialPressure,Temperature,WindSpeed,WindDirection,LevelCode,Duration,GPHeight,RelativeHumidity,SampleTemperature
964,2,-14,5.1,82
928,2.9,-20,5,50
891,2.8,-22,9,40
850,2.6,-23,10,47
755,2.3,-28,7,134
700,2.2,-27,1,230
639,1.9,-31,3,178
538,2,-39,4,202
500,2,-43,4,203
450,1.7,-48,6,213
430,1.7,-49,7,211
374,1.4,-55,7,242
357,1.5,-56,6,237
340,1.4,-58,7,248
300,1.9,-62,6,231
281,2,-63,11,249
267,3.1,-63,15,238
242,5.6,-64,15,235
231,5.1,-65,18,235
220,5.4,-66,18,236
200,6,-67,19,232
189,5.9,-68,20,235
180,5.7,-68,17,241
155,7,-69,28,238
150,6.8,-69,29,241
140,6.2,-70,30,241
133,7.1,-69,31,237
127,6.4,-70,34,239
120,5.5,-71,32,238
114,5.5,-72,32,239
109,7.3,-72,32,242
100,5.1,-73,37,236
98.1,4,-73,36,239
93.2,2.2,-73,37,242
88.6,2.4,-74,40,239
84.1,3.2,-74,38,244
75.9,3.5,-75,40,243
70,4.5,-75,43,245
65,5.1,-75,45,240
61.7,4.5,-76,44,244
58.6,3.8,-76,45,243
55.6,3.7,-76,46,243
52.8,3.4,-75,45,249
50,3.7,-75,48,251
47.6,4,-75,48,247
42.9,4.3,-75,47,241
40.8,4.7,-75,46,241
34.9,4.7,-76,53,245
33.1,5.1,-74,48,243
30,5.9,-75,55,243
28.4,6.5,-74,54,246
27,7.3,-72,58,247
25.6,7.6,-71,60,245
23.2,7.1,-70,60,240
22,6.8,-70,60,240
20,6.2,-71,61,241
18.9,6,-69,58,243
17.1,5.6,-66,56,244
16.3,5.5,-65,58,245
14.1,4.9,-63,54,241
12.8,4.7,-62,62,243
11.6,4.4,-61,66,247
