* This file was re-written by PREP_CSX to apply WOUDC correction data.

#CONTENT
Class,Category,Level,Form
WOUDC,OzoneSonde,1.0,1

#DATA_GENERATION
Date,Agency,Version,ScientificAuthority
1999-06-24,ABM,1.0,Atmosphere Watch

#PLATFORM
Type,ID,Name,Country,GAW_ID
STN,394,Broadmeadows,AUS

#INSTRUMENT
Name,Model,Number
ECC,6A,6A4373

#LOCATION
Latitude,Longitude,Height
-37.68,144.95,110

#TIMESTAMP
UTCOffset,Date,Time
+00:00:00,1999-06-24,02:06:00

#FLIGHT_SUMMARY
IntegratedO3,CorrectionCode,SondeTotalO3,CorrectionFactor,TotalO3,WLCode,ObsType,Instrument,Number
255,4,279,,267,0,0,Dobson,115
* Correction factor was 0.959 but not applied
* Residual Ozone was 24

#AUXILIARY_DATA
MeteoSonde,ib1,ib2,PumpRate,BackgroundCorr,SampleTemperatureType,MinutesGroundO3
SPCECC-VaisalaRSA11-VaisalaRS80,,0.01,25.9,constant_ib2,pump

#PROFILE
Pressure,O3PartialPressure,Temperature,WindSpeed,WindDirection,LevelCode,Duration,GPHeight,RelativeHumidity,SampleTemperature
1017,2.04,13,4.6,353
1000,2.2,11,5,340
959,2.66,8,5,308
925,3.14,8,6,286
850,3.02,8,7,307
799,3.01,5,7,265
700,2.5,-2,9,260
662,2.34,-5,5,263
638,2.56,-6,3,289
500,2.11,-20,2,306
484,2.3,-22,3,328
464,2.44,-24,4,347
427,1.88,-28,9,299
360,1.66,-38,8,291
330,1.88,-43,5,302
300,1.63,-47,6,352
263,1.46,-54,6,320
217,1.76,-60,9,321
200,2.38,-59,13,274
171,3.07,-54,20,271
150,2.34,-55,21,268
136,1.84,-56,25,270
123,2.22,-57,26,260
118,2.23,-60,28,256
100,3.52,-60,19,275
83.9,4.83,-60,15,269
80,4.02,-60,15,280
72.6,4.6,-60,22,266
70,5.26,-59,18,261
60,8.16,-59,10,273
52,10.1,-58,14,298
50,9.53,-58,16,290
49.6,9.42,-58,15,283
43,11.2,-55,13,250
41,11.2,-56,9,249
35.6,13.2,-54,17,273
34,14.1,-53,16,279
30,14.4,-53,16,279
24.5,14.8,-52,16,275
20,13.8,-52,22,276
16.9,11.5,-52,28,268
12.3,8.6,-50,37,257
10,7.36,-53,40,259
9.3,7.44,-53,45,248
7,5.24,-56,54,247
5,3.44,-58,63,248
4.8,3.17,-58,64,245
