* This file was re-written by PREP_CSX to apply WOUDC correction data.

#CONTENT
Class,Category,Level,Form
WOUDC,OzoneSonde,1.0,1

#DATA_GENERATION
Date,Agency,Version,ScientificAuthority
1999-06-17,ABM,1.0,Atmosphere Watch

#PLATFORM
Type,ID,Name,Country,GAW_ID
STN,394,Broadmeadows,AUS

#INSTRUMENT
Name,Model,Number
ECC,6A,6A4372

#LOCATION
Latitude,Longitude,Height
-37.68,144.95,110

#TIMESTAMP
UTCOffset,Date,Time
+00:00:00,1999-06-17,02:11:00

#FLIGHT_SUMMARY
IntegratedO3,CorrectionCode,SondeTotalO3,CorrectionFactor,TotalO3,WLCode,ObsType,Instrument,Number
285,4,312,,289,0,0,Dobson,115
* Correction factor was 0.927 but not applied
* Residual Ozone was 27

#AUXILIARY_DATA
MeteoSonde,ib1,ib2,PumpRate,BackgroundCorr,SampleTemperatureType,MinutesGroundO3
SPCECC-VaisalaRSA11-VaisalaRS80,,0.07,25.9,constant_ib2,pump

#PROFILE
Pressure,O3PartialPressure,Temperature,WindSpeed,WindDirection,LevelCode,Duration,GPHeight,RelativeHumidity,SampleTemperature
1002,1.71,11,8.2,351
1000,1.73,11,9,353
850,2.75,5,18,306
700,2.51,-5,13,292
578,2.06,-15,24,290
500,1.95,-22,22,280
300,1.22,-52,21,282
253,1.1,-61,21,283
241,1.21,-63,26,279
229,2.15,-61,24,268
200,2.84,-60,26,265
180,3.67,-57,26,270
172,3.81,-56,27,269
164,4.52,-55,28,275
156,5.53,-54,29,265
150,5.48,-54,28,267
136,4.85,-56,27,261
124,5.24,-56,26,266
107,9.5,-56,25,274
100,10.1,-55,25,264
89,10.7,-56,20,257
81,9.84,-56,21,258
77.3,11.7,-55,18,263
70,9.5,-58,20,272
63.9,10.7,-58,25,274
58.1,9.69,-57,23,271
50,12.4,-55,16,258
43.8,15.1,-56,15,281
39.9,13.9,-58,15,253
36.2,15.7,-55,15,276
33,15.1,-56,18,276
31.5,15.6,-56,19,275
30,15,-55,19,268
24.9,14.3,-55,19,263
23.7,13,-55,20,260
20,12,-57,24,258
17,9.86,-57,23,271
14.8,8.08,-53,26,268
11.2,6.15,-52,38,273
10,5.73,-51,40,269
9.3,5.76,-51,38,271
8.1,4.95,-49,45,266
8.5,5.35,-50,42,276
7,4.46,-47,47,273
5.4,3.86,-44,56,276
