
#CONTENT
Class,Category,Level,Form
WOUDC,OzoneSonde,1.0,1

#DATA_GENERATION
Date,Agency,Version,ScientificAuthority
1999-10-07,ABM,1.0,Ozone Monitoring

#PLATFORM
Type,ID,Name,Country,GAW_ID
STN,394,Broadmeadows,AUS

#INSTRUMENT
Name,Model,Number
ECC,5A,5A017578

#LOCATION
Latitude,Longitude,Height
-37.68,144.95,110

#TIMESTAMP
UTCOffset,Date,Time
+00:00:00,1999-10-07,02:00:00

#FLIGHT_SUMMARY
IntegratedO3,CorrectionCode,SondeTotalO3,CorrectionFactor,TotalO3,WLCode,ObsType,Instrument,Number
320,4,354,-0.954,337,0,0,Dobson,115
* Reused ozonesonde

#AUXILIARY_DATA
MeteoSonde,ib1,ib2,PumpRate,BackgroundCorr,SampleTemperatureType,MinutesGroundO3
SPCECC-VaisalaRSA11-VaisalaRS80,,0.030,25.8,constant_ib2,pump

#PROFILE
Pressure,O3PartialPressure,Temperature,WindSpeed,WindDirection,LevelCode,Duration,GPHeight,RelativeHumidity,SampleTemperature
1008,0.304,23,6.7,351
1000,0.321,22,8,346
952,0.355,16,9,336
850,0.405,9,2,322
795,0.449,7,1,219
766,0.503,6,1,141
700,0.47,2,4,242
686,0.478,0,2,225
567,0.402,-8,4,282
500,0.366,-15,6,285
429,0.335,-24,9,290
412,0.292,-26,11,298
395,0.284,-29,12,293
378,0.296,-31,10,280
347,0.299,-36,11,275
300,0.258,-44,14,274
278,0.256,-48,16,278
266,0.266,-51,16,280
242,0.238,-57,18,276
231,0.242,-59,19,272
200,0.469,-58,22,273
191,0.518,-58,23,268
174,0.523,-57,25,273
166,0.555,-56,27,270
158,0.563,-56,28,274
150,0.488,-55,28,280
137,0.371,-56,30,272
125,0.412,-58,27,274
119,0.377,-61,28,280
108,0.483,-61,26,273
103,0.444,-61,22,273
100,0.483,-61,20,276
93.3,0.748,-61,19,290
88.9,0.782,-61,21,282
77,0.729,-60,17,291
70,0.983,-56,10,261
66.8,0.888,-56,11,294
63.7,0.881,-57,13,287
60.7,1.17,-56,10,268
57.9,1.29,-56,12,287
55.3,1.33,-56,12,268
50,1.53,-53,6,221
48,1.59,-53,5,214
45.8,1.67,-53,5,210
43.8,1.71,-52,7,182
41.8,1.73,-51,4,131
38.1,1.72,-50,4,105
33.2,1.63,-49,4,152
31.7,1.63,-48,7,152
30,1.59,-47,6,137
29,1.62,-47,8,130
26.5,1.45,-46,9,130
24.2,1.42,-46,11,121
23.1,1.41,-46,10,122
22.1,1.48,-45,12,123
20,1.46,-45,11,99
19.3,1.48,-45,11,100
18.5,1.4,-44,13,114
16.9,1.35,-42,17,112
15.5,1.23,-42,14,117
14.1,1.15,-40,17,106
13,1,-39,19,109
11.4,0.906,-38,22,96
10,0.759,-38,19,92
7,0.542,-30,16,83
6.5,0.504,-30,16,73
