
#CONTENT
Class,Category,Level,Form
WOUDC,OzoneSonde,1.0,1

#DATA_GENERATION
Date,Agency,Version,ScientificAuthority
1999-11-11,ABM,1.0,Ozone Monitoring

#PLATFORM
Type,ID,Name,Country,GAW_ID
STN,394,Broadmeadows,AUS

#INSTRUMENT
Name,Model,Number
ECC,6A,6A7286

#LOCATION
Latitude,Longitude,Height
-37.68,144.95,110

#TIMESTAMP
UTCOffset,Date,Time
+00:00:00,1999-11-11,01:30:00

#FLIGHT_SUMMARY
IntegratedO3,CorrectionCode,SondeTotalO3,CorrectionFactor,TotalO3,WLCode,ObsType,Instrument,Number
322,4,361,-0.913,325,0,0,Dobson,115

#AUXILLARY_DATA
MeteoSonde,ib1,ib2,PumpRate,BackgroundCorr,SampleTemperatureType,MinutesGroundO3
SPCECC-VaisalaRSA11-VaisalaRS80,,0.009,26.2,constant_ib2,pump

#PROFILE
Pressure,O3PartialPressure,Temperature,WindSpeed,WindDirection,LevelCode,Duration,GPHeight,RelativeHumidity,SampleTemperature
1012,1.88,16,5.7,182
1000,2.11,14,7,172
850,2.47,1,7,158
794,3.01,2,4,223
764,2.8,0,5,222
736,3.12,-2,6.8,190
700,2.99,-4,6,165
584,2.78,-14,12.1,127
500,2.2,-21,10,140
440,2.52,-28,7.4,144
422,2.37,-31,8,152
387,2.3,-36,10,156
355,2.19,-39,14,137
325,1.57,-44,14,143
300,1.66,-47,14,147
297,1.7,-47,15,147
271,2.48,-51,14,148
247,2.43,-54,13,150
236,3.88,-55,11,151
214,5.17,-53,10,184
200,5.57,-52,10,200
187,5.96,-52,11,213
178,5.91,-51,9,230
162,3.89,-52,11,239
150,3.29,-54,10,238
135,3.59,-55,12,240
128,3.6,-56,13,229
112,6.04,-57,9,227
106,6.75,-56,8,247
100,7.32,-56,9,224
84,10.3,-56,5,213
80.1,9.7,-56,5,209
76.4,13.1,-55,3,262
72.9,11.1,-55,5,266
70,11.3,-54,5,236
66.4,10.9,-55,3,161
60.4,13.7,-55,4,170
55,14.2,-54,5,155
50,15.7,-53,4,130
47.8,16,-53,6,94
45.7,15.9,-54,6,125
43.6,16.2,-53,8,85
37.9,16.4,-52,8,103
34.6,16.2,-52,11,99
33,15.8,-51,10,100
31.5,15.9,-51,11,100
30,15.5,-50,11,85
28.7,15.6,-50,12,91
22.8,14,-50,14,96
21.8,13.7,-49,14,91
20.8,13.9,-48,16,90
20,13.5,-47,14,86
19,13,-46,13,93
13.3,10.3,-45,18,87
10,8.79,-40,19,68
8.5,7.9,-39,19,81
7,6.42,-37,20,120
6.3,5.69,-35,23,95
