
#CONTENT
Class,Category,Level,Form
WOUDC,OzoneSonde,1.0,1

#DATA_GENERATION
Date,Agency,Version,ScientificAuthority
1999-10-01,ABM,1.0,Ozone Monitoring

#PLATFORM
Type,ID,Name,Country,GAW_ID
STN,394,Broadmeadows,AUS

#INSTRUMENT
Name,Model,Number
ECC,6A,6A4355

#LOCATION
Latitude,Longitude,Height
-37.68,144.95,110

#TIMESTAMP
UTCOffset,Date,Time
+00:00:00,1999-10-01,02:31:00

#FLIGHT_SUMMARY
IntegratedO3,CorrectionCode,SondeTotalO3,CorrectionFactor,TotalO3,WLCode,ObsType,Instrument,Number
303,4,350,-0.926,324,0,0,Dobson,115

#AUXILIARY_DATA
MeteoSonde,ib1,ib2,PumpRate,BackgroundCorr,SampleTemperatureType,MinutesGroundO3
SPCECC-VaisalaRSA11-VaisalaRS80,,0.009,25.2,constant_ib2,pump

#PROFILE
Pressure,O3PartialPressure,Temperature,WindSpeed,WindDirection,LevelCode,Duration,GPHeight,RelativeHumidity,SampleTemperature
1009,2.76,16,2.1,221
1000,2.78,15,2,222
854,3.41,7,7,231
850,3.35,6,7,231
823,2.9,5,8,233
764,2.87,2,10,242
736,3.22,1,5,301
700,3.13,-2,7,309
657,2.94,-4,6,284
632,3.21,-6,6,281
609,3.61,-7,5,279
542,3.52,-13,7,246
520,3.25,-15,5,245
500,3.1,-18,5,235
480,3.29,-19,7,209
300,2.25,-43,13,231
252,2.26,-52,14,211
230,2.04,-56
219,2.16,-58
200,2.73,-59
181,4.38,-56
165,5.09,-57
157,4.92,-56
150,5.85,-55
136,6.57,-54
124,8.19,-57
113,6.32,-56
108,6.31,-55
100,5.24,-56
81.1,7.59,-56
77.4,8.44,-55
73.8,8.67,-55
70,9.24,-55
64.1,11.6,-55
55.7,13.3,-55
50,15.6,-53
48.4,16.5,-52
46.2,17.1,-51
44.1,17.3,-51
42.1,17.4,-51
40.3,17.2,-51
36.7,17.2,-50
32,16.4,-50
30,15.7,-50
26.6,14.8,-50
25.4,14.3,-49
21.2,13.4,-45
20,12.9,-45
18.5,12.3,-45
17,12,-44
16.2,11.8,-44
14.8,11.8,-42
12.4,10.1,-41
11.9,9.27,-42
10.9,8.63,-41
10,7.74,-41
9.1,7.18,-41
8.3,6.71,-40
