* This file was re-written by PREP_CSX to apply WOUDC correction data.

#CONTENT
Class,Category,Level,Form
WOUDC,OzoneSonde,1.0,1

#DATA_GENERATION
Date,Agency,Version,ScientificAuthority
1999-04-15,ABM,1.0,Atmosphere Watch

#PLATFORM
Type,ID,Name,Country,GAW_ID
STN,394,Broadmeadows,AUS

#INSTRUMENT
Name,Model,Number
ECC,6A,6A4377

#LOCATION
Latitude,Longitude,Height
-37.68,144.95,110

#TIMESTAMP
UTCOffset,Date,Time
+00:00:00,1999-04-15,02:39:00

#FLIGHT_SUMMARY
IntegratedO3,CorrectionCode,SondeTotalO3,CorrectionFactor,TotalO3,WLCode,ObsType,Instrument,Number
243,4,279,,268,0,3,Dobson,115
* Correction factor was 0.962 but not applied
* Residual Ozone was 36

#AUXILIARY_DATA
MeteoSonde,ib1,ib2,PumpRate,BackgroundCorr,SampleTemperatureType,MinutesGroundO3
SPCECC-VaisalaRSA11-VaisalaRS80,,0.01,27.3,constant_ib2,pump

#PROFILE
Pressure,O3PartialPressure,Temperature,WindSpeed,WindDirection,LevelCode,Duration,GPHeight,RelativeHumidity,SampleTemperature
1013,1.58,14,5.1,202
1000,1.69,13,6,200
921,2.29,6,7,199
850,2.27,3,10,191
700,2.61,2,11,205
500,2.1,-17,11,213
464,1.81,-20,15,203
446,1.87,-23,16,204
411,1.73,-28,19,206
377,1.56,-34,22,209
361,1.57,-36,22,211
300,1.89,-44,18,208
241,1.34,-54,17,205
230,1.36,-56,16,208
220,1.4,-58,14,215
200,2.06,-60,14,244
190,1.83,-61,15,248
172,2.28,-63,16,217
150,2.24,-61,22,207
142,2.52,-60,18,209
129,2.1,-60,16,202
112,4.14,-63,11,207
106,3.39,-64,11,209
100,4.49,-65,14,226
96.4,5.58,-64,16,214
91.8,6,-62,14,230
87.4,4.92,-63,17,240
75.6,6.71,-61,12,221
70,8.34,-60,10,218
68.7,8.88,-59,9,231
62.4,10.2,-59,9,236
56.7,9.25,-58,9,228
50,10.1,-57,7,232
46.9,11,-56,3,226
40.7,11.6,-55,2,245
38.9,12.2,-54,3,221
37.1,11.7,-54,4,200
35.4,11.9,-54,2,147
33.8,11.6,-54,3,165
30,12.2,-51,5,133
28.1,11.9,-50,9,127
24.5,14,-49,11,128
22.3,13.7,-48,9,99
20,12.1,-47,8,110
18.6,11.4,-47,7,120
17,12,-46,10,115
15.5,11.8,-45,10,109
13.6,10.3,-44,12,108
11.9,8.32,-44,10,81
10,7.16,-38,13,78
7,5.22,-36,3,63
