
#CONTENT
Class,Category,Level,Form
WOUDC,OzoneSonde,1.0,1

#DATA_GENERATION
Date,Agency,Version,ScientificAuthority
1999-07-15,ABM,1.0,Ozone Monitoring

#PLATFORM
Type,ID,Name,Country,GAW_ID
STN,394,Broadmeadows,AUS

#INSTRUMENT
Name,Model,Number
ECC,6A,6A4366

#LOCATION
Latitude,Longitude,Height
-37.68,144.95,110

#TIMESTAMP
UTCOffset,Date,Time
+00:00:00,1999-07-15,02:15:00

#FLIGHT_SUMMARY
IntegratedO3,CorrectionCode,SondeTotalO3,CorrectionFactor,TotalO3,WLCode,ObsType,Instrument,Number
283.1,4,301.0,-0.930,281,0,4,Dobson,115

#AUXILIARY_DATA
MeteoSonde,ib1,ib2,PumpRate,BackgroundCorr,SampleTemperatureType,MinutesGroundO3
SPCECC-VaisalaRSA11-VaisalaRS80,,0.009,25.9,constant_ib2,pump

#PROFILE
Pressure,O3PartialPressure,Temperature,WindSpeed,WindDirection,LevelCode,Duration,GPHeight,RelativeHumidity,SampleTemperature
1008,0.64,12,1,30
1000,0.71,11,1,36
917,2.97,9,1,80
850,3.03,4,4,80
792,3.11,2,10,32
700,2.95,-3,14,31
606,2.49,-10,8,46
500,2.07,-22,16,25
439,1.98,-28,13,10
386,1.8,-35,14,9
354,1.55,-41,16,8
339,1.82,-43,14,10
324,2.75,-44,8,1
300,1.87,-46,9,339
283,1.79,-49,8,319
270,2.39,-50,6,288
246,1.93,-52,10,281
235,3,-52,14,284
205,4.22,-49,19,269
200,5.26,-49,19,266
187,7.69,-50,20,262
178,8.09,-50,23,261
163,2.49,-50,25,265
150,2.26,-51,17,263
129,2.04,-56,16,273
107,2.47,-59,15,248
100,2.57,-60,12,270
83.9,3.9,-62,10,263
76.2,5.36,-61,13,274
70,7.51,-61,13,255
62.8,9.35,-60,12,271
57.1,13.6,-57,16,275
54.5,14.4,-56,14,260
52,11.7,-55,17,260
50,12.1,-56,12,260
47.3,13.4,-55,11,280
41.1,15,-53,8,275
39.2,15,-53,8,283
37.4,15.3,-54,9,267
34.1,15,-54,12,263
31.1,15.8,-52,15,276
30,15.5,-52,15,265
28.3,15,-52,19,276
25.8,15.6,-51,20,268
24.7,15.7,-51,20,268
23.5,15.6,-50,20,263
22.5,15.9,-49,20,263
20,14,-48,22,274
17.1,11.1,-49,25,260
15.6,10.1,-48,25,274
14.9,10.2,-48,25,272
12.4,8.51,-48,26,274
11.4,7.87,-46,28,264
10,7.17,-47,35,257
