
#CONTENT
Class,Category,Level,Form
WOUDC,OzoneSonde,1.0,1

#DATA_GENERATION
Date,Agency,Version,ScientificAuthority
2003-05-13,ABM,1.0,Atmosphere Watch Section

#PLATFORM
Type,ID,Name,Country,GAW_ID
STN,450,Davis,ATA

#INSTRUMENT
Name,Model,Number
ECC,6A,6A14218

#LOCATION
Latitude,Longitude,Height
-68.58,77.97,14

#TIMESTAMP
UTCOffset,Date,Time
+00:00:00,2003-05-13,23:14:00

#FLIGHT_SUMMARY
IntegratedO3,CorrectionCode,SondeTotalO3,CorrectionFactor,TotalO3,WLCode,ObsType,Instrument,Number
267.7,4,304.3,1.000
* no reference total ozone reading

#AUXILIARY_DATA
MeteoSonde,ib1,ib2,PumpRate,BackgroundCorr,SampleTemperatureType,MinutesGroundO3
SPCECC-VaisalaRSA11-VaisalaRS80(GPS),,0.024,26.24,const_ib2,pump

#PROFILE
Pressure,O3PartialPressure,Temperature,WindSpeed,WindDirection,LevelCode,Duration,GPHeight,RelativeHumidity,SampleTemperature
977,2.2,-10,5.1,120
941,3,-13,5,67
941,3,-13,5,67
850,2.8,-18,11,58
802,2.6,-17,6,69
700,2.3,-23,9,99
628,2,-28,9,82
553,1.9,-34,3.1,56
500,1.6,-39,1,94
444,1.7,-44,2,293
424,1.6,-46,2,294
353,1.2,-54,4,10
322,1.5,-57,5.9,301
300,2.5,-59,5,282
292,3,-59,8,291
279,3.8,-58,10,269
253,5.7,-56,19,278
231,5.4,-55,22,272
220,4.8,-54,24,274
200,5.5,-54,25,273
182,6.9,-54,29,272
174,7,-54,28,270
166,8.3,-55,28,273
158,8.2,-55,30,266
150,7.5,-56,32,270
144,6.9,-56,31,268
138,6.6,-56,31,274
125,8.4,-57,30,272
114,11.1,-57,31.3,278
109,11.6,-58,36,275
104,14.3,-58,39,274
100,14.3,-58,37,270
94.1,11.6,-59,33,264
85.5,11.2,-60,33,269
81.5,11.6,-61,35,273
77.6,12.6,-61,40,272
74,13.9,-62,36,271
70,14.2,-62,41,276
63.9,14.6,-64,41,273
60.9,14.2,-64,42,272
58,12.9,-64,41,277
55.2,13,-65,40,277
50,13.9,-66,45,275
47.6,13.8,-66,45,272
45.3,13.2,-66,43,273
41,13.5,-66,43,271
39,13.2,-67,45,277
37.1,13.2,-67,48,278
35.3,12.9,-68,46,279
30,12.1,-69,47,276
26.2,11,-69,50,273
24.9,10.8,-69,47,272
22.5,9.8,-70,51,280
20,8.6,-72,51,279
18.3,7.9,-74,50,276
17.4,7.6,-74,53.2,279
15.7,7.1,-73,54,277
14.2,5.9,-72,55,278
12.8,5.3,-72,62,282
11,4.6,-71,62,281
