
#CONTENT
Class,Category,Level,Form
WOUDC,OzoneSonde,1.0,1

#DATA_GENERATION
Date,Agency,Version,ScientificAuthority
2003-07-20,ABM,1.0,Atmosphere Watch Section

#PLATFORM
Type,ID,Name,Country,GAW_ID
STN,450,Davis,ATA

#INSTRUMENT
Name,Model,Number
ECC,6A,6A14217

#LOCATION
Latitude,Longitude,Height
-68.58,77.97,14

#TIMESTAMP
UTCOffset,Date,Time
+00:00:00,2003-07-20,23:20:00

#FLIGHT_SUMMARY
IntegratedO3,CorrectionCode,SondeTotalO3,CorrectionFactor,TotalO3,WLCode,ObsType,Instrument,Number
200.5,4,258,1.000
* no reference total ozone reading

#AUXILIARY_DATA
MeteoSonde,ib1,ib2,PumpRate,BackgroundCorr,SampleTemperatureType,MinutesGroundO3
SPCECC-VaisalaRSA11-VaisalaRS80(GPS),,0.011,27.74,const_ib2,pump

#PROFILE
Pressure,O3PartialPressure,Temperature,WindSpeed,WindDirection,LevelCode,Duration,GPHeight,RelativeHumidity,SampleTemperature
987,3,-23,4.1,46
950,3.2,-19,8,40
850,2.8,-15,1,36
778,2.5,-18,3,317
747,2.4,-21,2,349
700,2.3,-25,2,309
500,1.7,-43,9,314
426,1.5,-52,13,318
370,1.5,-58,12,276
300,1.2,-67,14,266
275,1.2,-71,17,263
262,1.4,-73,16,265
248,1.4,-75,18,269
224,2.6,-75,17,273
213,3.5,-75,19,285
200,3.5,-75,18,278
182,4,-77,17,283
156,5.9,-78,18,285
150,6.1,-79,18,281
140,6.5,-80,16,277
133,5.8,-80,18,292
126,6.1,-80,22,293
119,7.6,-81,21,286
107,10.6,-81,22,283
100,11.9,-82,17,275
81.9,14.3,-84,23,292
77.6,14.6,-84,23,286
73.5,14.1,-86,22,276
70,14.4,-86,19,280
62.3,14.2,-88,21,285
59,14.6,-87,21,289
55.8,14,-88,21,290
52.8,12.9,-89,20,285
50,13.3,-90,24,279
47.2,13.1,-90,21,285
44.6,12.6,-90,24,274
39.9,10.9,-90,23,283
37.7,10.9,-91,27,278
33.7,10,-90,25,286
30,8.8,-90,26,279
26.9,8.1,-91,25,283
25.5,7.5,-90,29,291
24.1,7,-89,33,282
22.8,6.9,-88,30,276
21.6,6.6,-87,30,285
