
#CONTENT
Class,Category,Level,Form
WOUDC,OzoneSonde,1.0,1

#DATA_GENERATION
Date,Agency,Version,ScientificAuthority
2003-04-17,ABM,1.0,Atmosphere Watch Section

#PLATFORM
Type,ID,Name,Country,GAW_ID
STN,450,Davis,ATA

#INSTRUMENT
Name,Model,Number
ECC,6A,6A14216

#LOCATION
Latitude,Longitude,Height
-68.58,77.97,14

#TIMESTAMP
UTCOffset,Date,Time
+00:00:00,2003-04-17,23:14:00

#FLIGHT_SUMMARY
IntegratedO3,CorrectionCode,SondeTotalO3,CorrectionFactor,TotalO3,WLCode,ObsType,Instrument,Number
252.2,4,280.5,1.000
* no reference total ozone reading

#AUXILIARY_DATA
MeteoSonde,ib1,ib2,PumpRate,BackgroundCorr,SampleTemperatureType,MinutesGroundO3
SPCECC-VaisalaRSA11-VaisalaRS80(GPS),,0.017,27.00,const_ib2,pump

#PROFILE
Pressure,O3PartialPressure,Temperature,WindSpeed,WindDirection,LevelCode,Duration,GPHeight,RelativeHumidity,SampleTemperature
995,3.5,36,8.2,44
937,2.6,-14,10,42
850,2.3,-20,7,30
700,1.9,-26,7,11
622,1.8,-30,4,2
571,2,-34,5,313
500,1.7,-39,8,294
480,1.9,-40,9,300
440,3.1,-43,13,282
402,5,-44,17,259
385,3.9,-45,21,255
368,2.7,-46,21,253
351,2.2,-48,21,249
336,1.4,-51,22,246
320,1.9,-53,19,251
300,3.3,-54,19,247
292,4.1,-54,20,248
278,4.3,-54,15,252
266,3.4,-53,16,257
254,3.3,-52,17,252
242,3.6,-52,14,252
221,6.1,-52,14,267
211,5.2,-53,17,257
200,5.2,-52,13,261
183,5,-52,16,256
175,5.4,-52,18,261
167,5.7,-53,17,258
152,5.7,-55,14,252
150,5.6,-55,15,248
145,5.4,-54,12,265
139,5.9,-54,11.6,278
132,5.1,-56,16,261
120,5.6,-56,12,264
115,7.1,-56,14,273
110,9.2,-57,20,277
104,11.3,-56,17.7,271
100,12.7,-57,19,276
99.6,12.8,-57,19,275
95,14.1,-57,17,263
90.5,15.4,-58,16,260
86.3,14.3,-59,15,258
78.4,13.4,-59,15,271
74.8,13.8,-60,16,268
71.3,16.5,-60,16,267
70,16.5,-60,15,267
67.9,16.5,-60,16,267
58.8,13.6,-60,17,271
56,13.6,-61,16,262
53.4,15,-61,18,268
50,14.4,-60,17,281
46.2,13.4,-61,14,286
44,12.4,-62,21,280
41.9,12.8,-62,19,268
41.9,12.8,-62,19,268
39.9,10.9,-62,23,275
38,10.6,-62,23,258
34.5,10.4,-62,19.8,263
31.3,9.4,-63,18,265
30,9.2,-63,19,277
27.1,9.1,-62,20,257
25.8,9.6,-62,20,260
24.6,9.2,-63,18,268
22.3,8,-65,24,274
20,7.3,-62,22,278
19.2,7.1,-62,25,273
17.4,6.3,-64,29,267
15.8,5.7,-65,22,268
13.6,5.1,-66,32,284
13,4.7,-65,38,278
11.2,4.1,-62,28,279
10.7,4,-63,22,273
10.2,3.7,-64,17,284
