
#CONTENT
Class,Category,Level,Form
WOUDC,OzoneSonde,1.0,1

#DATA_GENERATION
Date,Agency,Version,ScientificAuthority
2003-02-20,ABM,1.0,Atmosphere Watch Section

#PLATFORM
Type,ID,Name,Country,GAW_ID
STN,450,Davis,ATA

#INSTRUMENT
Name,Model,Number
ECC,6A,6A14213

#LOCATION
Latitude,Longitude,Height
-68.58,77.97,14

#TIMESTAMP
UTCOffset,Date,Time
+00:00:00,2003-02-20,23:24:00

#FLIGHT_SUMMARY
IntegratedO3,CorrectionCode,SondeTotalO3,CorrectionFactor,TotalO3,WLCode,ObsType,Instrument,Number
251.7,4,272.3,1.000
* no reference total ozone reading

#AUXILIARY_DATA
MeteoSonde,ib1,ib2,PumpRate,BackgroundCorr,SampleTemperatureType,MinutesGroundO3
SPCECC-VaisalaRSA11-VaisalaRS80(GPS),,0.039,25.97,const_ib2,pump

#PROFILE
Pressure,O3PartialPressure,Temperature,WindSpeed,WindDirection,LevelCode,Duration,GPHeight,RelativeHumidity,SampleTemperature
989,1.6,-2,4.1,77
955,1.7,-2,7,28
850,1.5,-7,2,183
700,1.3,-17,3,74
646,1.2,-22,5,52
571,1.5,-28,2,136
500,1.6,-33,3,244
405,1.5,-42,7,240
387,1.2,-44,8,252
370,1.2,-47,10,255
354,1.4,-49,10,257
338,3,-50,11.4,248
322,4.1,-50,10,246
300,5.9,-48,5,233
294,6.1,-48,5,234
269,5.7,-46,4,275
235,6.8,-44,5,217
225,6.7,-44,6,224
215,6.8,-43,5,255
206,6.8,-43,6,253
200,6.6,-43,6,266
188,6.1,-43,7,264
180,6.6,-43,5,235
172,6.2,-43,5,204
164,5.4,-44,3,248
157,4.5,-45,6,275
150,5,-45,5,259
138,5.7,-44,6,236
132,6.7,-45,3,282
126,7,-45,6,276
120,6.8,-45,7,275
110,8.2,-46,6,263
105,7.5,-46,8,254
100,7.5,-45,7,244
87.7,10.7,-44,6,218
80.2,10.4,-46,10,232
76.6,10.3,-46,7,225
70,11.5,-46,5,238
66.9,12.6,-46,6,272
64,13.4,-46,7,236
58.5,11.1,-47,8.6,217
53.4,13.2,-46,9,229
50,13.7,-46,7,240
48.8,14.1,-46,7,244
46.7,14.2,-46,8,231
39,13,-46,4,221
34,10.9,-46,6,272
32.5,11,-45,6,247
31.1,10,-46,6,237
30,9.2,-46,7,227
27.2,7.8,-45,5,255
26,7.8,-45,8,218
23.8,7.3,-44,6,201
20,6.6,-45,4,251
17.4,5.9,-44,7,224
16.6,5.9,-43,5,206
15.9,5.7,-42,5,302
13.9,5.3,-41,8,299
11.2,4.7,-39,2,285
10,4.6,-36,4,285
7,3.5,-31,3,157
6.1,3.1,-29
