
#CONTENT
Class,Category,Level,Form
WOUDC,OzoneSonde,1.0,1

#DATA_GENERATION
Date,Agency,Version,ScientificAuthority
2003-07-17,ABM,1.0,Atmosphere Watch Section

#PLATFORM
Type,ID,Name,Country,GAW_ID
STN,450,Davis,ATA

#INSTRUMENT
Name,Model,Number
ECC,6A,6A14215

#LOCATION
Latitude,Longitude,Height
-68.58,77.97,14

#TIMESTAMP
UTCOffset,Date,Time
+00:00:00,2003-07-17,23:21:00

#FLIGHT_SUMMARY
IntegratedO3,CorrectionCode,SondeTotalO3,CorrectionFactor,TotalO3,WLCode,ObsType,Instrument,Number
203.0,4,260.8,1.000
* no reference total ozone reading

#AUXILIARY_DATA
MeteoSonde,ib1,ib2,PumpRate,BackgroundCorr,SampleTemperatureType,MinutesGroundO3
SPCECC-VaisalaRSA11-VaisalaRS80(GPS),,0.030,28.63,const_ib2,pump

#PROFILE
Pressure,O3PartialPressure,Temperature,WindSpeed,WindDirection,LevelCode,Duration,GPHeight,RelativeHumidity,SampleTemperature
989,3.2,-26,3.6,141
950,3.2,-27,4,35
850,3,-32,3,142
738,2.6,-25,6,257
700,2.5,-27,5,243
680,2.5,-27,6,236
575,2.3,-30,10.5,251
500,1.8,-37,13,260
369,1.4,-54,11,282
300,1.2,-64,10,296
263,1,-70,11,315
237,1.5,-73,7,296
214,2.3,-74,8,295
200,3.2,-74,10,289
193,3.9,-74,12,298
184,4.6,-74,12,289
174,4.6,-74,11.9,294
166,4.6,-74,14,298
157,5.6,-75,12,302
150,6.4,-75,12,303
142,7,-75,14,310
128,6.5,-76,17,309
121,7.7,-77,16,305
115,9.9,-77,17,298
109,11.7,-77,18,299
104,11.7,-77,16,297
100,12.2,-77,17,291
93.4,12.9,-79,21,292
88.6,14.3,-78,23.3,302
84.1,16.1,-78,22,308
75.7,15.8,-79,22,306
70,15.7,-79,27,299
68.1,15.8,-80,28,301
64.6,14.6,-79,27,302
58.1,13.6,-80,30,304
55.1,14.2,-80,30,302
50,13.7,-80,34,299
44.5,12.2,-81,34,300
40,11.9,-82,38,296
37.9,11.6,-82,35,299
36,11.3,-82,38,298
34.1,10.5,-82,41,297
32.3,9.4,-82,44,302
30,8.5,-82,48,299
27.5,7.8,-82,50,297
24.7,7.6,-80,48,296
23.5,6.9,-79,52,297
