# ------------------------------------------------------------
#
# Flight name: V0208
# Station: Davis
# Launch Date: 18 February 2008
# Launch Time: 11:21:27
# 
# This file created: Tue Feb 19 09:22:10 2008
# 
# 
# ------------------------------------------------------------
# DATA COLUMNS
# Time (s)
# Height (m)
# Atmospheric Pressure (hPa)
# Atmospheric Temperature (°C)
# Relative Humidity (%)
# Box Temperature (°C)
# Ozone Partial Pressure (mPa)
# Ozone Mixing Ratio (ppmV)
# Accumulated Ozone to this Height (Dobson Units)
# Remaining Ozone above this Height (Dobson Units)
# 
# ------------------------------------------------------------
# 
# Integrated Ozone = 256.8 DU
# Extrapolated Ozone =  31.6 DU
# 
# Total Ozone = 288.4 DU
# 
# 
# ------------------------------------------------------------
1 , 18 , 975.99 , -4.5 , 56 , 30.76 , 1.421 , 0.015 , 0.00 , 288.44
10 , 60 , 970.78 , -5.1 , 62 , 30.77 , 1.450 , 0.015 , 0.06 , 288.38
20 , 104 , 965.27 , -5.5 , 62 , 30.78 , 1.424 , 0.015 , 0.13 , 288.32
30 , 148 , 959.87 , -5.9 , 63 , 30.74 , 1.414 , 0.015 , 0.19 , 288.25
40 , 188 , 954.98 , -6.3 , 65 , 30.68 , 1.424 , 0.015 , 0.25 , 288.20
50 , 224 , 950.57 , -6.6 , 66 , 30.65 , 1.426 , 0.015 , 0.30 , 288.14
60 , 269 , 945.12 , -7.0 , 67 , 30.59 , 1.438 , 0.015 , 0.36 , 288.08
70 , 314 , 939.76 , -7.4 , 68 , 30.50 , 1.424 , 0.015 , 0.43 , 288.01
80 , 355 , 934.78 , -7.8 , 69 , 30.44 , 1.420 , 0.015 , 0.49 , 287.95
90 , 402 , 929.08 , -8.2 , 71 , 30.33 , 1.366 , 0.015 , 0.55 , 287.89
100 , 450 , 923.45 , -8.7 , 73 , 30.16 , 1.355 , 0.015 , 0.62 , 287.82
110 , 497 , 917.86 , -9.1 , 75 , 29.97 , 1.393 , 0.015 , 0.68 , 287.76
120 , 546 , 912.05 , -9.5 , 77 , 29.80 , 1.425 , 0.016 , 0.76 , 287.69
130 , 599 , 905.77 , -10.0 , 78 , 29.65 , 1.417 , 0.016 , 0.83 , 287.61
140 , 648 , 900.06 , -10.4 , 79 , 29.44 , 1.398 , 0.016 , 0.90 , 287.54
150 , 698 , 894.22 , -10.9 , 81 , 29.32 , 1.396 , 0.016 , 0.97 , 287.47
160 , 751 , 888.07 , -11.4 , 82 , 29.16 , 1.390 , 0.016 , 1.05 , 287.39
169 , 802 , 882.18 , -11.8 , 83 , 29.02 , 1.374 , 0.016 , 1.12 , 287.32
178 , 853 , 876.32 , -12.3 , 84 , 28.89 , 1.374 , 0.016 , 1.20 , 287.25
188 , 907 , 870.11 , -12.7 , 86 , 28.69 , 1.371 , 0.016 , 1.27 , 287.17
198 , 966 , 863.35 , -13.3 , 87 , 28.53 , 1.360 , 0.016 , 1.36 , 287.08
208 , 1027 , 856.45 , -13.8 , 90 , 28.39 , 1.364 , 0.016 , 1.44 , 287.00
218 , 1082 , 850.32 , -14.2 , 92 , 28.30 , 1.350 , 0.016 , 1.52 , 286.92
228 , 1133 , 844.60 , -14.6 , 93 , 28.18 , 1.340 , 0.016 , 1.59 , 286.85
238 , 1193 , 837.98 , -15.1 , 95 , 28.05 , 1.330 , 0.016 , 1.67 , 286.77
