*
* This file was generated using WODC 80 column formatted data
* 'na' is used where a model or instrument number is not available
*

#CONTENT
Class,Category,Level,Form
WOUDC,OzoneSonde,1.0,1

#DATA_GENERATION
Date,Agency,Version,ScientificAuthority
2000-03-02,ABM,0.0,

#PLATFORM
Type,ID,Name,Country,GAW_ID
STN,029,MACQUARIE ISLAND,AUS,94998

#INSTRUMENT
Name,Model,Number
Ecc,na,na

#LOCATION
Latitude,Longitude,Height
-54.5,158.967,6

#TIMESTAMP
UTCOffset,Date,Time
+00:00:00,1996-12-29,22:00:00

#FLIGHT_SUMMARY
IntegratedO3,CorrectionCode,SondeTotalO3,CorrectionFactor,TotalO3,WLCode,ObsType,Instrument,Number
284,,,1.053,339,0,5,,

#PROFILE
Pressure,O3PartialPressure,Temperature,WindSpeed,WindDirection,LevelCode,Duration,GPHeight,RelativeHumidty,SampleTemperature
1000,1.2,8,0,0,,,,,
850,1.3,-3,19,306,,,,,
700,1.3,-11,17,305,,,,,
582,1.7,-21,14,303,,,,,
500,1.2,-29,14,310,,,,,
454,1.1,-35,14,310,,,,,
398,0.9,-43,16,310,,,,,
380,1.1,-45,17,311,,,,,
348,4.6,-44,21,307,,,,,
300,6.8,-43,23,306,,,,,
278,7.2,-43,23,306,,,,,
255,6.9,-43,23,312,,,,,
233,7.1,-43,23,315,,,,,
213,6.1,-43,23,314,,,,,
200,6.2,-44,23,314,,,,,
195,6.2,-44,23,315,,,,,
186,5.3,-44,23,315,,,,,
178,5.2,-45,23,315,,,,,
170,5.3,-46,23,314,,,,,
150,5.4,-46,25,314,,,,,
142,5.1,-46,25,314,,,,,
130,5.6,-46,23,315,,,,,
108,7.2,-48,23,320,,,,,
104,5.7,-47,22,317,,,,,
100,7.4,-45,19,316,,,,,
94.7,8.9,-45,15,329,,,,,
94.7,8.9,-45,15,329,,,,,
86.5,9.2,-48,18,337,,,,,
72.1,13.0,-46,12,341,,,,,
70,12.8,-47,13,350,,,,,
65.9,12.6,-48,15,347,,,,,
60.2,12.9,-46,11,340,,,,,
55,14.2,-46,11,357,,,,,
50,13.8,-46,11,357,,,,,
48,14.2,-45,10,357,,,,,
43.9,13.9,-45,6,12,,,,,
40.1,14.4,-46,7,27,,,,,
36.7,14.1,-45,9,27,,,,,
35,13.6,-45,9,30,,,,,
33.5,13.4,-44,9,36,,,,,
30,11.7,-44,11,55,,,,,
28,11.1,-44,12,59,,,,,
20,10.8,-40,15,74,,,,,
16.5,9.4,-38,15,84,,,,,
15.1,8.5,-36,17,83,,,,,
12.2,8.4,-33,18,75,,,,,
11.2,7.9,-32,19,73,,,,,
10.7,7.8,-31,19,74,,,,,
10,7.0,-30,20,78,,,,,
9.9,6.8,-30,20,77,,,,,
8.3,5.8,-28,20,79,,,,,
8.3,5.8,-28,20,79,,,,,

* OC;ECC/VAISALA/OMEGA  XtrapO3=38

