
#CONTENT
Class,Category,Level,Form
WOUDC,OzoneSonde,1.0,1

#DATA_GENERATION
Date,Agency,Version,ScientificAuthority
2001-03-27,ABM,1.0,Atmosphere Watch Section

#PLATFORM
Type,ID,Name,Country,GAW_ID
STN,029,Macquarie Island,AUS

#INSTRUMENT
Name,Model,Number
ECC,6A,6A7318

#LOCATION
Latitude,Longitude,Height
-54.50,158.95,7

#TIMESTAMP
UTCOffset,Date,Time
+00:00:00,2001-03-27,23:29:00

#FLIGHT_SUMMARY
IntegratedO3,CorrectionCode,SondeTotalO3,CorrectionFactor,TotalO3,WLCode,ObsType,Instrument,Number
236.6,4,268.5,-1.047,281,2,3,Dobson,006

#AUXILIARY_DATA
MeteoSonde,ib1,ib2,PumpRate,BackgroundCorr,SampleTemperatureType,MinutesGroundO3
SPCECC-VaisalaRSA11-VaisalaRS80(GPS)

#PROFILE
Pressure,O3PartialPressure,Temperature,WindSpeed,WindDirection,LevelCode,Duration,GPHeight,RelativeHumidity,SampleTemperature
981,1.6,4,11.8,191
946,1.9,0,14,195
850,1.8,-6,19,195
700,1.8,-15,16,202
567,1.5,-24,15,190
500,1.5,-30,11,160
440,1.3,-36,9,141
422,1.4,-38,9,122
386,1.1,-42,11,106
353,1.1,-46,14,99
338,1.3,-48,14,109
323,2,-49,14,113
308,2.8,-50,13,118
300,3.7,-48,9,108
281,5.2,-45,7,163
236,5.4,-41,7,188
226,5.2,-41,8,201
200,6.2,-41,8,215
189,6.9,-41,8,215
166,3.9,-42,7,232
158,3.8,-43,10,235
150,3.6,-44,9,239
132,4.4,-45,8,241
121,5.3,-46,11,231
116,5.5,-47,10,242
110,5.2,-48,9,253
100,6.8,-48,10,226
92.1,9.1,-50,10,227
84,9,-50,10,241
76.6,11.6,-50,9,257
70,12.7,-51,8,254
66.7,13,-51,8,284
63.7,12.9,-52,11,267
60.8,13.1,-51,12,263
55.4,13.2,-53,13,263
50,11.9,-53,10,264
46,11.5,-52,9,248
43.9,10.8,-54,8,265
40,10.9,-54,11,235
38.2,10.8,-54,6,247
36.4,9.9,-54,6,274
33.2,11.9,-54,14,260
31.7,12,-53,15,245
30,11.1,-53,14,237
28.9,10.4,-54,10,258
27.5,10.8,-54,11,252
26.3,10.3,-54,10,251
20.8,9.1,-53,12,271
20,9.1,-53,13,261
17.3,8.5,-53,20,248
15.8,7.7,-52,22,264
14.4,6.7,-50,23,263
12.5,6,-49,25,264
10,4.6,-47,20,266
9.5,4.4,-47,18,270

