
#CONTENT
Class,Category,Level,Form
WOUDC,OzoneSonde,1.0,1

#DATA_GENERATION
Date,Agency,Version,ScientificAuthority
2001-05-01,ABM,1.0,Atmosphere Watch Section

#PLATFORM
Type,ID,Name,Country,GAW_ID
STN,029,Macquarie Island,AUS

#INSTRUMENT
Name,Model,Number
ECC,6A,6A7311

#LOCATION
Latitude,Longitude,Height
-54.50,158.95,7

#TIMESTAMP
UTCOffset,Date,Time
+00:00:00,2001-05-01,23:16:00

#FLIGHT_SUMMARY
IntegratedO3,CorrectionCode,SondeTotalO3,CorrectionFactor,TotalO3,WLCode,ObsType,Instrument,Number
250.7,4,271.5,-0.939,255,2,0,Dobson,006

#AUXILIARY_DATA
MeteoSonde,ib1,ib2,PumpRate,BackgroundCorr,SampleTemperatureType,MinutesGroundO3
SPCECC-VaisalaRSA11-VaisalaRS80(GPS),,0.017,27.4,const_ib2,pump

#PROFILE
Pressure,O3PartialPressure,Temperature,WindSpeed,WindDirection,LevelCode,Duration,GPHeight,RelativeHumidity,SampleTemperature
1024,2.1,5,3.6,299
1000,2.4,3,5,283
883,2.7,0,7,286
850,2.6,-1,10,287
700,2.4,-6,11,280
651,1.9,-9,16,273
626,2,-11,16,263
534,1.8,-20,19,268
500,1.7,-24,16,276
453,1.7,-28,17,279
382,1.3,-38,22,267
300,1.1,-52,25,264
265,.9,-58,29,262
253,.9,-60,32,263
241,1.3,-62,31,266
230,2.8,-61,29,269
219,3.5,-59,30,274
208,3.7,-58,30,275
200,3.7,-58,30,277
181,3.9,-58,30,273
164,5.4,-57,31,274
157,4.4,-57,31,270
150,3.5,-57,29,265
143,2.8,-57,26,271
136,3,-58,28,273
124,5.7,-57,31,277
112,5.3,-58,26,269
107,4.6,-59,22.9,266
102,5,-59,23,277
100,6.7,-59,25,276
92.8,10.4,-58,28,278
88.5,8.6,-58,25,275
84.4,8.4,-59,28,277
80.4,7.8,-59,28,264
73.1,8,-58,25,267
70,8.8,-57,24,272
63.4,10.8,-59,24,273
60.4,11,-58,24,262
54.9,12.8,-59,26,263
50,13.1,-57,24,275
45.4,12.8,-58,30,274
43.3,12.4,-57,26,267
37.5,13.2,-57,29,270
35.8,13.1,-56,26,269
34.1,12.6,-57,26,267
30,13,-57,28,272
24.5,12,-57,28,267
21.2,10.8,-57,29,274
20,10,-57,28,274
14.5,6.7,-58,33,270
12.6,5.8,-55,35,273
11.5,5.4,-54,37,275
10,4.7,-55,41,278
7.5,3.8,-54,47,280
7,3.8,-53,51,279
5.2,2.9,-48,52.2,274
