*
* This file was generated using WODC 80 column formatted data
* 'na' is used where a model or instrument number is not available
*

#CONTENT
Class,Category,Level,Form
WOUDC,OzoneSonde,1.0,1

#DATA_GENERATION
Date,Agency,Version,ScientificAuthority
2000-03-02,ABM,0.0,

#PLATFORM
Type,ID,Name,Country,GAW_ID
STN,029,MACQUARIE ISLAND,AUS,94998

#INSTRUMENT
Name,Model,Number
Ecc,na,na

#LOCATION
Latitude,Longitude,Height
-54.5,158.967,6

#TIMESTAMP
UTCOffset,Date,Time
+00:00:00,1997-04-29,23:59:59

#FLIGHT_SUMMARY
IntegratedO3,CorrectionCode,SondeTotalO3,CorrectionFactor,TotalO3,WLCode,ObsType,Instrument,Number
280,,,1.01,311,2,2,,

#PROFILE
Pressure,O3PartialPressure,Temperature,WindSpeed,WindDirection,LevelCode,Duration,GPHeight,RelativeHumidty,SampleTemperature
997,2.3,6,0,0,,,,,
961,2.8,3,20,274,,,,,
926,2.8,0,21,274,,,,,
850,2.6,-4,25,271,,,,,
736,2.2,-9,29,270,,,,,
700,2.1,-13,31,271,,,,,
654,2.5,-14,37,278,,,,,
581,2.1,-17,45,284,,,,,
581,2.1,-17,45,284,,,,,
500,1.5,-25,49,286,,,,,
417,1.3,-37,52,287,,,,,
365,1.2,-44,56,287,,,,,
300,2.7,-50,54,286,,,,,
242,4.1,-51,51,286,,,,,
211,3.6,-52,46,287,,,,,
200,3.7,-52,46,287,,,,,
192,4.0,-52,46,287,,,,,
183,3.7,-52,45,286,,,,,
167,4.1,-51,40,285,,,,,
160,3.3,-52,39,285,,,,,
150,3.2,-52,38,285,,,,,
139,5.0,-53,38,282,,,,,
121,7.1,-52,35,284,,,,,
110,5.7,-54,33,287,,,,,
100,5.8,-54,33,284,,,,,
87,7.8,-55,30,282,,,,,
75.6,13.6,-55,28,281,,,,,
70,14.2,-54,29,282,,,,,
65.7,14.6,-53,26,287,,,,,
57.1,12.7,-54,27,290,,,,,
52,12.8,-54,30,286,,,,,
50,13.4,-54,32,281,,,,,
47.3,14.2,-52,32,275,,,,,
45.2,14.3,-52,28,273,,,,,
39.3,13.3,-54,27,280,,,,,
35.8,13.1,-53,25,283,,,,,
32.6,12.5,-54,27,288,,,,,
30,12.5,-54,30,282,,,,,
28.4,12.6,-54,30,281,,,,,
28.4,12.6,-54,30,281,,,,,
24.7,11.0,-52,33,281,,,,,
22.5,10.3,-51,40,286,,,,,
20,10.9,-50,48,277,,,,,
18.7,11.2,-51,48,275,,,,,
17.9,10.2,-51,47,273,,,,,
16.3,9.9,-50,44,268,,,,,
14.2,9.0,-47,37,266,,,,,
12.4,8.1,-45,34,275,,,,,
10.9,7.6,-46,32,295,,,,,
10,6.9,-48,35,292,,,,,
7,4.6,-49,53,284,,,,,
6,4.0,-39,0,0,,,,,

* OC;VAISALA  XtrapO3=27.9

