*
* This file was generated using WODC 80 column formatted data
* 'na' is used where a model or instrument number is not available
*

#CONTENT
Class,Category,Level,Form
WOUDC,OzoneSonde,1.0,1

#DATA_GENERATION
Date,Agency,Version,ScientificAuthority
2000-03-02,ABM,0.0,

#PLATFORM
Type,ID,Name,Country,GAW_ID
STN,029,MACQUARIE ISLAND,AUS,94998

#INSTRUMENT
Name,Model,Number
Ecc,na,na

#LOCATION
Latitude,Longitude,Height
-54.5,158.967,6

#TIMESTAMP
UTCOffset,Date,Time
+00:00:00,1997-08-12,23:00:00

#FLIGHT_SUMMARY
IntegratedO3,CorrectionCode,SondeTotalO3,CorrectionFactor,TotalO3,WLCode,ObsType,Instrument,Number
308,,,1.066,422,2,0,,

#PROFILE
Pressure,O3PartialPressure,Temperature,WindSpeed,WindDirection,LevelCode,Duration,GPHeight,RelativeHumidty,SampleTemperature
964,2.3,2,0,0,,,,,
850,2.6,-8,14,311,,,,,
700,2.3,-19,16,291,,,,,
500,1.8,-39,29,317,,,,,
422,1.6,-50,30,316,,,,,
385,2.7,-48,25,311,,,,,
352,3.1,-50,24,312,,,,,
306,6.7,-48,26,309,,,,,
300,6.7,-49,26,308,,,,,
267,9.8,-48,28,304,,,,,
255,9.6,-48,30,303,,,,,
223,10.0,-46,31,298,,,,,
213,9.7,-46,30,298,,,,,
200,10.0,-46,30,300,,,,,
195,10.2,-46,30,301,,,,,
178,9.9,-47,33,301,,,,,
162,13.3,-45,33,294,,,,,
150,13.8,-44,35,293,,,,,
130,17.7,-42,38,290,,,,,
119,16.6,-41,39,289,,,,,
109,17.1,-41,43,287,,,,,
104,16.5,-40,42,284,,,,,
100,17.9,-38,39,286,,,,,
99.8,18.0,-37,39,286,,,,,
91.4,16.8,-40,39,291,,,,,
80.1,11.7,-41,41,285,,,,,
76.7,12.3,-40,41,284,,,,,
73.4,11.9,-41,41,282,,,,,
70,13.1,-42,41,278,,,,,
67.2,15.5,-41,39,276,,,,,
64.3,16.2,-41,37,278,,,,,
61.5,15.8,-41,36,281,,,,,
56.3,16.3,-42,36,279,,,,,
50,18.0,-42,33,273,,,,,
45.1,18.8,-43,38,278,,,,,
36.1,17.5,-44,36,268,,,,,
30,15.3,-43,39,261,,,,,
24.2,12.6,-40,38,252,,,,,

* OC;VAISALA  XtrapO3=87.1

