*
* This file was generated using WODC 80 column formatted data
* 'na' is used where a model or instrument number is not available
*

#CONTENT
Class,Category,Level,Form
WOUDC,OzoneSonde,1.0,1

#DATA_GENERATION
Date,Agency,Version,ScientificAuthority
2000-03-02,ABM,0.0,

#PLATFORM
Type,ID,Name,Country,GAW_ID
STN,029,MACQUARIE ISLAND,AUS,94998

#INSTRUMENT
Name,Model,Number
Ecc,na,na

#LOCATION
Latitude,Longitude,Height
-54.5,158.967,6

#TIMESTAMP
UTCOffset,Date,Time
+00:00:00,1997-08-19,23:00:00

#FLIGHT_SUMMARY
IntegratedO3,CorrectionCode,SondeTotalO3,CorrectionFactor,TotalO3,WLCode,ObsType,Instrument,Number
283,,,1.075,330,2,5,,

#PROFILE
Pressure,O3PartialPressure,Temperature,WindSpeed,WindDirection,LevelCode,Duration,GPHeight,RelativeHumidty,SampleTemperature
1013,2.7,4,0,0,,,,,
1000,2.8,3,21,325,,,,,
850,2.6,-1,21,293,,,,,
751,2.2,-6,21,284,,,,,
700,2.4,-9,22,281,,,,,
668,2.4,-12,24,279,,,,,
500,1.9,-28,24,279,,,,,
373,1.2,-42,30,276,,,,,
300,1.1,-54,32,277,,,,,
257,1.0,-62,34,277,,,,,
233,1.8,-65,34,277,,,,,
200,4.4,-62,29,284,,,,,
174,6.8,-55,29,283,,,,,
159,6.1,-55,30,288,,,,,
150,6.3,-56,32,286,,,,,
126,4.7,-53,35,289,,,,,
109,8.9,-53,36,293,,,,,
100,9.5,-53,36,297,,,,,
90.6,6.5,-54,38,302,,,,,
82.5,8.8,-52,41,299,,,,,
78.8,9.1,-52,42,298,,,,,
70,10.8,-51,41,298,,,,,
68.6,11.1,-51,41,300,,,,,
59.7,11.7,-52,41,303,,,,,
57,11.5,-51,42,301,,,,,
50,14.1,-50,44,302,,,,,
41.3,15.1,-49,46,301,,,,,
37.7,16.2,-48,47,302,,,,,
30.1,14.6,-47,50,308,,,,,
30,14.6,-47,50,307,,,,,
24,12.8,-45,45,307,,,,,
23,12.8,-44,46,308,,,,,
20,10.5,-44,45,308,,,,,
16.8,10.3,-41,47,308,,,,,
14.7,8.2,-41,47,306,,,,,
13.5,8.7,-39,46,303,,,,,
11.8,7.7,-38,43,309,,,,,
10,6.1,-39,43,305,,,,,
7,4.1,-36,42,300,,,,,
6.2,3.4,-35,37,294,,,,,

* OC;VAISALA  XtrapO3=23.3

