*
* This file was generated using WODC 80 column formatted data
* 'na' is used where a model or instrument number is not available
*

#CONTENT
Class,Category,Level,Form
WOUDC,OzoneSonde,1.0,1

#DATA_GENERATION
Date,Agency,Version,ScientificAuthority
2000-03-02,ABM,0.0,

#PLATFORM
Type,ID,Name,Country,GAW_ID
STN,029,MACQUARIE ISLAND,AUS,94998

#INSTRUMENT
Name,Model,Number
Ecc,na,na

#LOCATION
Latitude,Longitude,Height
-54.5,158.967,6

#TIMESTAMP
UTCOffset,Date,Time
+00:00:00,1997-05-06,23:00:00

#FLIGHT_SUMMARY
IntegratedO3,CorrectionCode,SondeTotalO3,CorrectionFactor,TotalO3,WLCode,ObsType,Instrument,Number
270,,,1.025,288,0,5,,

#PROFILE
Pressure,O3PartialPressure,Temperature,WindSpeed,WindDirection,LevelCode,Duration,GPHeight,RelativeHumidty,SampleTemperature
1015,2.5,7,0,0,,,,,
1000,2.6,6,17,332,,,,,
850,2.7,0,16,323,,,,,
783,2.9,3,18,323,,,,,
700,2.5,-2,20,317,,,,,
624,2.6,-8,20,315,,,,,
500,1.9,-20,26,308,,,,,
300,1.1,-48,32,297,,,,,
256,1.1,-57,35,300,,,,,
221,1.2,-64,40,298,,,,,
200,1.7,-65,38,295,,,,,
191,2.3,-62,35,296,,,,,
174,3.0,-58,35,298,,,,,
158,2.8,-56,29,292,,,,,
150,2.1,-56,27,293,,,,,
137,2.1,-57,27,293,,,,,
125,5.2,-58,25,293,,,,,
119,5.5,-58,25,290,,,,,
113,3.8,-58,24,290,,,,,
108,4.0,-58,24,292,,,,,
100,5.5,-57,24,289,,,,,
89.3,5.6,-59,23,290,,,,,
85.1,6.5,-58,23,288,,,,,
77.4,11.2,-57,23,286,,,,,
70,13.1,-57,22,291,,,,,
67.1,14.2,-56,22,291,,,,,
58.3,13.4,-56,24,283,,,,,
55.6,13.8,-56,24,283,,,,,
53,12.2,-57,24,286,,,,,
50.6,12.2,-56,23,288,,,,,
50,12.2,-56,23,288,,,,,
48.2,12.3,-56,23,288,,,,,
43.9,11.2,-56,24,286,,,,,
38.1,12.7,-54,26,280,,,,,
31.6,12.3,-56,26,280,,,,,
30,12.7,-56,26,284,,,,,
28.7,13.2,-55,26,288,,,,,
27.4,13.4,-55,26,291,,,,,
21.6,12.6,-58,29,282,,,,,
20,12.1,-58,29,276,,,,,
18.7,11.5,-58,30,276,,,,,
16.3,11.2,-57,32,274,,,,,
14.1,9.6,-59,39,270,,,,,
12.2,9.0,-60,35,271,,,,,
10.6,6.3,-60,37,275,,,,,
10,6.0,-60,37,278,,,,,
7,4.1,-60,39,277,,,,,
5,2.5,-58,40,279,,,,,
3.7,1.5,-55,47,275,,,,,

* OC;VAISALA  XtrapO3=11

