*
* This file was generated using WODC 80 column formatted data
* 'na' is used where a model or instrument number is not available
*

#CONTENT
Class,Category,Level,Form
WOUDC,OzoneSonde,1.0,1

#DATA_GENERATION
Date,Agency,Version,ScientificAuthority
2000-03-02,ABM,0.0,

#PLATFORM
Type,ID,Name,Country,GAW_ID
STN,029,MACQUARIE ISLAND,AUS,94998

#INSTRUMENT
Name,Model,Number
Ecc,na,na

#LOCATION
Latitude,Longitude,Height
-54.5,158.967,6

#TIMESTAMP
UTCOffset,Date,Time
+00:00:00,1997-09-02,23:00:00

#FLIGHT_SUMMARY
IntegratedO3,CorrectionCode,SondeTotalO3,CorrectionFactor,TotalO3,WLCode,ObsType,Instrument,Number
283,,,0.984,295,0,5,,

#PROFILE
Pressure,O3PartialPressure,Temperature,WindSpeed,WindDirection,LevelCode,Duration,GPHeight,RelativeHumidty,SampleTemperature
1015,2.0,3,0,0,,,,,
1000,2.3,1,15,251,,,,,
942,2.9,-3,16,253,,,,,
850,2.6,-9,19,259,,,,,
700,2.4,-16,26,233,,,,,
663,2.6,-17,27,234,,,,,
500,1.7,-27,32,228,,,,,
386,1.7,-39,36,222,,,,,
300,1.3,-54,36,211,,,,,
255,1.1,-64,38,204,,,,,
231,1.5,-67,38,212,,,,,
220,3.1,-65,36,216,,,,,
209,4.9,-63,35,220,,,,,
200,5.4,-63,33,223,,,,,
181,4.8,-62,33,236,,,,,
172,5.0,-63,34,241,,,,,
150,7.5,-63,39,237,,,,,
116,4.8,-63,44,244,,,,,
111,6.9,-62,46,244,,,,,
100,8.8,-61,51,245,,,,,
96,10.5,-61,51,247,,,,,
87.1,8.8,-62,52,251,,,,,
79.1,13.1,-62,53,255,,,,,
75.3,13.3,-63,54,257,,,,,
70,12.6,-64,55,258,,,,,
56.1,13.2,-64,65,253,,,,,
53.5,13.3,-65,65,254,,,,,
50,14.1,-66,64,256,,,,,
43.9,13.2,-65,68,260,,,,,
37.8,13.1,-67,72,264,,,,,
36,14.0,-66,73,266,,,,,
32.6,13.8,-65,76,269,,,,,
30,12.7,-63,78,271,,,,,
20,7.9,-64,80,278,,,,,
18.1,7.2,-63,85,280,,,,,
13.6,6.4,-59,92,283,,,,,
12.3,6.5,-56,96,284,,,,,
11.2,6.3,-54,102,284,,,,,
10,6.2,-54,107,285,,,,,
8.1,5.6,-52,110,287,,,,,
7,4.8,-49,115,288,,,,,
5,3.4,-43,127,291,,,,,
3.6,2.3,-41,120,294,,,,,

* OC;VAISALA  XtrapO3=16.1

