*
* This file was generated using WODC 80 column formatted data
* 'na' is used where a model or instrument number is not available
*

#CONTENT
Class,Category,Level,Form
WOUDC,OzoneSonde,1.0,1

#DATA_GENERATION
Date,Agency,Version,ScientificAuthority
2000-03-02,ABM,0.0,

#PLATFORM
Type,ID,Name,Country,GAW_ID
STN,029,MACQUARIE ISLAND,AUS,94998

#INSTRUMENT
Name,Model,Number
Ecc,na,na

#LOCATION
Latitude,Longitude,Height
-54.5,158.967,6

#TIMESTAMP
UTCOffset,Date,Time
+00:00:00,1997-03-25,22:00:00

#FLIGHT_SUMMARY
IntegratedO3,CorrectionCode,SondeTotalO3,CorrectionFactor,TotalO3,WLCode,ObsType,Instrument,Number
254,,,1.053,295,0,4,,

#PROFILE
Pressure,O3PartialPressure,Temperature,WindSpeed,WindDirection,LevelCode,Duration,GPHeight,RelativeHumidty,SampleTemperature
1004,1.2,6,0,0,,,,,
1000,1.2,6,6,254,,,,,
966,1.9,3,5,261,,,,,
850,1.8,-7,10,273,,,,,
799,1.8,-11,14,272,,,,,
700,2.2,-10,19,255,,,,,
684,2.3,-11,19,253,,,,,
632,2.0,-13,21,249,,,,,
500,1.6,-22,26,247,,,,,
497,1.6,-23,26,247,,,,,
439,1.9,-28,32,248,,,,,
404,1.5,-32,35,246,,,,,
370,1.4,-37,38,245,,,,,
355,1.5,-38,42,245,,,,,
311,1.4,-43,54,240,,,,,
300,1.2,-44,57,240,,,,,
284,1.2,-47,60,243,,,,,
271,1.7,-49,61,244,,,,,
259,1.6,-51,62,245,,,,,
200,2.8,-52,39,245,,,,,
187,3.2,-52,33,245,,,,,
179,3.1,-52,30,248,,,,,
163,2.6,-52,28,251,,,,,
150,2.7,-53,27,250,,,,,
129,3.2,-54,21,253,,,,,
112,7.0,-54,17,259,,,,,
107,7.0,-53,16,262,,,,,
102,7.8,-54,16,265,,,,,
100,7.4,-54,16,265,,,,,
97.5,6.8,-54,16,266,,,,,
88.8,8.1,-54,14,261,,,,,
80.9,10.9,-53,13,273,,,,,
77.2,10.8,-52,14,279,,,,,
70,13.5,-52,13,281,,,,,
64.2,12.3,-52,11,285,,,,,
61.3,13.0,-51,11,289,,,,,
55.9,13.1,-51,8,284,,,,,
53.4,13.5,-50,6,299,,,,,
51,13.5,-50,7,324,,,,,
50,13.2,-50,7,328,,,,,
46.5,12.7,-51,11,321,,,,,
44.4,12.4,-51,13,308,,,,,
38.7,13.0,-49,9,300,,,,,
36.9,12.7,-50,7,307,,,,,
32.2,12.7,-51,6,302,,,,,
30,10.6,-51,6,300,,,,,
29.3,10.4,-51,5,299,,,,,
28,11.9,-51,4,305,,,,,
25.6,11.5,-49,4,5,,,,,
22.3,11.9,-49,4,339,,,,,
20,11.4,-48,5,350,,,,,
17.7,9.6,-47,5,292,,,,,
15.5,8.7,-47,2,310,,,,,
12.4,6.7,-46,3,72,,,,,
10,5.6,-43,3,343,,,,,
7,4.0,-39,5,330,,,,,
6.4,3.7,-39,4,290,,,,,

* OC;VAISALA  XtrapO3=25.4

