*
* This file was generated using WODC 80 column formatted data
* 'na' is used where a model or instrument number is not available
*

#CONTENT
Class,Category,Level,Form
WOUDC,OzoneSonde,1.0,1

#DATA_GENERATION
Date,Agency,Version,ScientificAuthority
2000-03-02,ABM,0.0,

#PLATFORM
Type,ID,Name,Country,GAW_ID
STN,029,MACQUARIE ISLAND,AUS,94998

#INSTRUMENT
Name,Model,Number
Ecc,na,na

#LOCATION
Latitude,Longitude,Height
-54.5,158.967,6

#TIMESTAMP
UTCOffset,Date,Time
+00:00:00,1997-10-21,22:00:00

#FLIGHT_SUMMARY
IntegratedO3,CorrectionCode,SondeTotalO3,CorrectionFactor,TotalO3,WLCode,ObsType,Instrument,Number
315,,,0.974,335,0,5,,

#PROFILE
Pressure,O3PartialPressure,Temperature,WindSpeed,WindDirection,LevelCode,Duration,GPHeight,RelativeHumidty,SampleTemperature
992,1.5,4,0,0,,,,,
955,2.3,-1,15,232,,,,,
850,2.1,-9,23,234,,,,,
700,1.8,-18,25,236,,,,,
500,2.0,-31,44,245,,,,,
442,1.8,-35,54,246,,,,,
405,2.3,-37,64,245,,,,,
371,1.4,-41,67,247,,,,,
324,1.5,-48,64,247,,,,,
300,2.2,-51,66,250,,,,,
283,2.9,-52,63,251,,,,,
270,2.9,-54,63,251,,,,,
246,4.6,-54,62,253,,,,,
200,6.5,-56,55,257,,,,,
194,6.7,-56,0,0,,,,,
177,6.2,-56,0,0,,,,,
168,6.6,-57,0,0,,,,,
150,5.3,-58,0,0,,,,,
139,5.7,-59,0,0,,,,,
126,5.1,-61,0,0,,,,,
120,5.3,-61,0,0,,,,,
115,4.7,-62,0,0,,,,,
109,7.1,-61,0,0,,,,,
100,7.0,-59,0,0,,,,,
74.5,15.2,-57,0,0,,,,,
70,15.3,-56,0,0,,,,,
64.6,15.8,-57,0,0,,,,,
56.1,15.3,-55,0,0,,,,,
51.1,16.4,-52,0,0,,,,,
50,16.3,-53,0,0,,,,,
40.5,14.5,-49,0,0,,,,,
35.3,15.0,-49,0,0,,,,,
32.2,14.1,-50,0,0,,,,,
30,14.6,-48,0,0,,,,,
28.1,14.6,-49,0,0,,,,,
25.6,13.8,-48,0,0,,,,,
23.4,13.7,-44,0,0,,,,,
22.4,13.6,-45,0,0,,,,,
21.4,13.1,-44,0,0,,,,,
20,13.1,-40,0,0,,,,,
10,7.3,-33,0,0,,,,,
7,4.7,-28,0,0,,,,,
6.7,4.4,-28,0,0,,,,,

* OC;VAISALA  XtrapO3=29

