*
* This file was generated using WODC 80 column formatted data
* 'na' is used where a model or instrument number is not available
*

#CONTENT
Class,Category,Level,Form
WOUDC,OzoneSonde,1.0,1

#DATA_GENERATION
Date,Agency,Version,ScientificAuthority
2000-03-02,ABM,0.0,

#PLATFORM
Type,ID,Name,Country,GAW_ID
STN,029,MACQUARIE ISLAND,AUS,94998

#INSTRUMENT
Name,Model,Number
Ecc,na,na

#LOCATION
Latitude,Longitude,Height
-54.5,158.967,6

#TIMESTAMP
UTCOffset,Date,Time
+00:00:00,1997-01-11,22:00:00

#FLIGHT_SUMMARY
IntegratedO3,CorrectionCode,SondeTotalO3,CorrectionFactor,TotalO3,WLCode,ObsType,Instrument,Number
221,,,1.09,278,0,5,,

#PROFILE
Pressure,O3PartialPressure,Temperature,WindSpeed,WindDirection,LevelCode,Duration,GPHeight,RelativeHumidty,SampleTemperature
1022,1.0,8,0,0,,,,,
1000,1.1,6,10,244,,,,,
850,1.2,2,11,221,,,,,
850,1.2,2,11,221,,,,,
818,1.2,0,13,215,,,,,
759,2.0,-1,14,206,,,,,
700,1.8,-6,12,197,,,,,
500,1.1,-20,15,194,,,,,
455,1.1,-26,17,192,,,,,
437,1.5,-28,18,193,,,,,
419,1.9,-30,20,193,,,,,
402,1.3,-31,22,191,,,,,
300,1.2,-46,33,193,,,,,
270,0.9,-51,33,195,,,,,
258,1.2,-53,33,194,,,,,
224,1.7,-60,33,189,,,,,
200,2.8,-59,26,195,,,,,
185,4.5,-57,21,194,,,,,
176,5.3,-54,16,189,,,,,
150,4.7,-54,10,209,,,,,
139,4.3,-54,9,207,,,,,
133,4.9,-54,7,216,,,,,
121,3.9,-54,5,226,,,,,
116,5.4,-54,4,230,,,,,
100,5.4,-54,5,214,,,,,
95.8,6.0,-53,3,206,,,,,
91.5,5.6,-53,1,211,,,,,
83.4,7.5,-52,1,291,,,,,
79.6,8.4,-52,1,354,,,,,
70,7.6,-50,1,57,,,,,
63.2,10.4,-49,1,91,,,,,
57.7,10.3,-49,3,36,,,,,
50,13.4,-48,3,67,,,,,
43.9,12.6,-48,7,78,,,,,
40.1,13.8,-47,10,69,,,,,
38.3,13.5,-46,9,69,,,,,
35,13.7,-45,6,76,,,,,
32,12.0,-45,9,90,,,,,
30,12.9,-44,12,87,,,,,
29.2,13.0,-44,12,83,,,,,
25.6,12.5,-43,16,81,,,,,
20.5,9.4,-39,18,87,,,,,
20,9.3,-39,18,88,,,,,
10.4,5.2,-26,21,87,,,,,

* OC;VAISALA  XtrapO3=34

