*
* This file was generated using WODC 80 column formatted data
* 'na' is used where a model or instrument number is not available
*

#CONTENT
Class,Category,Level,Form
WOUDC,OzoneSonde,1.0,1

#DATA_GENERATION
Date,Agency,Version,ScientificAuthority
2000-03-02,ABM,0.0,

#PLATFORM
Type,ID,Name,Country,GAW_ID
STN,029,MACQUARIE ISLAND,AUS,94998

#INSTRUMENT
Name,Model,Number
Ecc,na,na

#LOCATION
Latitude,Longitude,Height
-54.5,158.967,6

#TIMESTAMP
UTCOffset,Date,Time
+00:00:00,1997-09-30,23:00:00

#FLIGHT_SUMMARY
IntegratedO3,CorrectionCode,SondeTotalO3,CorrectionFactor,TotalO3,WLCode,ObsType,Instrument,Number
337,,,1.076,387,0,5,,

#PROFILE
Pressure,O3PartialPressure,Temperature,WindSpeed,WindDirection,LevelCode,Duration,GPHeight,RelativeHumidty,SampleTemperature
990,2.2,2,0,0,,,,,
917,2.5,-2,5,287,,,,,
850,2.5,-5,5,274,,,,,
728,2.6,-11,14,254,,,,,
700,2.3,-12,17,248,,,,,
597,1.9,-18,25,240,,,,,
551,2.4,-20,29,242,,,,,
500,1.9,-24,37,238,,,,,
487,1.6,-25,39,239,,,,,
331,1.4,-46,53,240,,,,,
300,1.1,-50,57,240,,,,,
239,2.3,-60,0,0,,,,,
200,4.8,-56,0,0,,,,,
150,9.9,-51,0,0,,,,,
124,13.0,-47,0,0,,,,,
114,14.9,-45,0,0,,,,,
100,14.9,-44,26,248,,,,,
86.8,14.0,-43,26,250,,,,,
83,14.0,-43,25,252,,,,,
70,15.2,-44,23,250,,,,,
50,17.0,-43,20,264,,,,,
46.5,17.2,-43,20,247,,,,,
38.9,16.8,-43,13,251,,,,,
30,14.5,-41,13,247,,,,,
20,11.0,-42,15,247,,,,,
10,5.9,-40,20,238,,,,,
7,3.8,-39,19,250,,,,,
6.1,3.2,-39,23,229,,,,,

* OC;VIASALA  XtrapO3=22.2

