*
* This file was generated using WODC 80 column formatted data
* 'na' is used where a model or instrument number is not available
*

#CONTENT
Class,Category,Level,Form
WOUDC,OzoneSonde,1.0,1

#DATA_GENERATION
Date,Agency,Version,ScientificAuthority
2000-03-02,ABM,0.0,

#PLATFORM
Type,ID,Name,Country,GAW_ID
STN,029,MACQUARIE ISLAND,AUS,94998

#INSTRUMENT
Name,Model,Number
Ecc,na,na

#LOCATION
Latitude,Longitude,Height
-54.5,158.967,6

#TIMESTAMP
UTCOffset,Date,Time
+00:00:00,1997-02-04,23:00:00

#FLIGHT_SUMMARY
IntegratedO3,CorrectionCode,SondeTotalO3,CorrectionFactor,TotalO3,WLCode,ObsType,Instrument,Number
195,,,1.128,273,0,4,,

#PROFILE
Pressure,O3PartialPressure,Temperature,WindSpeed,WindDirection,LevelCode,Duration,GPHeight,RelativeHumidty,SampleTemperature
1017,0.8,9,0,0,,,,,
1000,1.0,6,3,301,,,,,
850,1.4,1,1,275,,,,,
755,1.5,1,4,228,,,,,
700,1.2,-2,5,247,,,,,
649,1.1,-6,7,246,,,,,
601,1.6,-9,10,241,,,,,
534,1.8,-14,16,229,,,,,
500,1.7,-15,15,222,,,,,
420,1.4,-24,18,214,,,,,
355,1.8,-33,26,222,,,,,
300,1.5,-43,30,223,,,,,
217,0.6,-55,62,216,,,,,
200,1.2,-56,0,0,,,,,
188,2.3,-55,0,0,,,,,
163,3.7,-53,20,220,,,,,
156,4.1,-54,21,227,,,,,
150,4.0,-55,23,234,,,,,
135,3.4,-57,26,234,,,,,
123,4.3,-57,23,215,,,,,
112,5.3,-56,17,210,,,,,
107,4.5,-55,14,210,,,,,
102,5.9,-54,11,209,,,,,
100,6.4,-54,10,208,,,,,
92.9,7.6,-53,9,222,,,,,
84.6,7.4,-52,9,222,,,,,
80.8,7.8,-52,6,222,,,,,
70,10.1,-52,6,237,,,,,
67.1,10.3,-52,5,211,,,,,
64.1,9.2,-52,4,180,,,,,
61.2,9.0,-52,5,182,,,,,
55.8,10.6,-51,4,162,,,,,
53.3,12.0,-50,4,130,,,,,
50,11.9,-49,4,94,,,,,
44.3,12.3,-49,1,109,,,,,
40.5,10.8,-49,3,108,,,,,
36.9,10.0,-49,4,95,,,,,
33.7,10.8,-49,5,100,,,,,
30,7.9,-49,9,88,,,,,
29.4,7.7,-49,9,85,,,,,
26.8,7.9,-46,9,90,,,,,
24.5,9.3,-45,11,92,,,,,
20,10.0,-40,7,64,,,,,
12.2,6.9,-38,6,54,,,,,

* OC;VAISALA  XtrapO3=47

