*
* This file was generated using WODC 80 column formatted data
* 'na' is used where a model or instrument number is not available
*

#CONTENT
Class,Category,Level,Form
WOUDC,OzoneSonde,1.0,1

#DATA_GENERATION
Date,Agency,Version,ScientificAuthority
2000-03-02,ABM,0.0,

#PLATFORM
Type,ID,Name,Country,GAW_ID
STN,029,MACQUARIE ISLAND,AUS,94998

#INSTRUMENT
Name,Model,Number
Ecc,na,na

#LOCATION
Latitude,Longitude,Height
-54.5,158.967,6

#TIMESTAMP
UTCOffset,Date,Time
+00:00:00,1997-07-22,23:00:00

#FLIGHT_SUMMARY
IntegratedO3,CorrectionCode,SondeTotalO3,CorrectionFactor,TotalO3,WLCode,ObsType,Instrument,Number
312,,,0.934,315,2,5,,

#PROFILE
Pressure,O3PartialPressure,Temperature,WindSpeed,WindDirection,LevelCode,Duration,GPHeight,RelativeHumidty,SampleTemperature
992,2.3,2,0,0,,,,,
956,2.9,-2,17,227,,,,,
850,2.7,-10,22,231,,,,,
700,2.4,-18,25,235,,,,,
500,1.9,-35,28,237,,,,,
385,1.4,-48,31,243,,,,,
335,2.9,-51,43,242,,,,,
306,3.0,-54,46,241,,,,,
300,3.5,-54,48,241,,,,,
278,4.5,-55,50,241,,,,,
266,4.0,-55,49,241,,,,,
242,5.9,-56,47,243,,,,,
210,6.9,-56,46,246,,,,,
200,6.3,-56,46,248,,,,,
174,6.2,-58,47,246,,,,,
158,9.1,-59,48,249,,,,,
150,9.4,-59,47,253,,,,,
137,11.8,-59,46,253,,,,,
124,8.1,-60,48,251,,,,,
100,15.0,-60,49,258,,,,,
92.9,15.0,-60,49,253,,,,,
84.4,16.6,-60,43,254,,,,,
76.7,14.7,-60,42,258,,,,,
73.1,15.4,-60,46,263,,,,,
70,15.2,-61,48,268,,,,,
66.4,15.5,-61,48,271,,,,,
57.4,15.2,-64,52,269,,,,,
52,15.7,-62,51,267,,,,,
50,15.4,-63,51,267,,,,,
47.2,15.7,-63,52,270,,,,,
42.8,15.8,-63,55,272,,,,,
30,13.5,-60,67,270,,,,,
20,8.6,-61,72,273,,,,,
16.3,6.2,-58,78,273,,,,,
12.8,5.3,-60,82,274,,,,,
10,4.2,-59,94,265,,,,,
7,3.3,-55,,,,,,,
6.9,3.3,-56,,,,,,,

* OC;VAISALA  XtrapO3=24.63

