*
* This file was generated using WODC 80 column formatted data
* 'na' is used where a model or instrument number is not available
*

#CONTENT
Class,Category,Level,Form
WOUDC,OzoneSonde,1.0,1

#DATA_GENERATION
Date,Agency,Version,ScientificAuthority
2000-03-02,ABM,0.0,

#PLATFORM
Type,ID,Name,Country,GAW_ID
STN,029,MACQUARIE ISLAND,AUS,94998

#INSTRUMENT
Name,Model,Number
Ecc,na,na

#LOCATION
Latitude,Longitude,Height
-54.5,158.967,6

#TIMESTAMP
UTCOffset,Date,Time
+00:00:00,1997-09-16,23:00:00

#FLIGHT_SUMMARY
IntegratedO3,CorrectionCode,SondeTotalO3,CorrectionFactor,TotalO3,WLCode,ObsType,Instrument,Number
245,,,1.058,311,0,5,,

#PROFILE
Pressure,O3PartialPressure,Temperature,WindSpeed,WindDirection,LevelCode,Duration,GPHeight,RelativeHumidty,SampleTemperature
1002,2.6,4,0,0,,,,,
1000,2.6,4,16,259,,,,,
863,2.7,-1,26,238,,,,,
850,2.9,-1,28,237,,,,,
801,4.1,-3,30,238,,,,,
801,4.1,-3,30,238,,,,,
742,3.7,-6,32,238,,,,,
714,3.9,-8,33,237,,,,,
700,3.7,-9,34,238,,,,,
661,3.6,-12,34,240,,,,,
610,2.5,-15,31,242,,,,,
500,1.9,-24,33,243,,,,,
404,1.9,-36,35,247,,,,,
354,1.4,-44,36,243,,,,,
309,1.4,-51,38,247,,,,,
300,2.0,-53,38,248,,,,,
281,2.4,-55,39,249,,,,,
244,1.2,-62,40,249,,,,,
210,3.3,-65,41,249,,,,,
200,3.0,-66,40,249,,,,,
182,5.2,-64,39,249,,,,,
173,5.8,-64,40,248,,,,,
165,5.6,-64,40,246,,,,,
157,5.0,-64,42,245,,,,,
150,5.6,-63,42,244,,,,,
135,8.6,-62,41,244,,,,,
129,7.0,-62,42,244,,,,,
123,6.2,-62,43,244,,,,,
117,6.0,-62,43,244,,,,,
117,6.0,-62,43,244,,,,,
112,6.9,-62,44,244,,,,,
106,7.3,-63,46,244,,,,,
100,6.3,-63,49,248,,,,,
91.8,5.0,-63,49,248,,,,,
83.3,5.4,-64,50,245,,,,,
70,8.1,-63,58,249,,,,,
62.1,9.5,-63,62,249,,,,,
56.4,12.3,-62,65,249,,,,,
50,16.0,-60,64,249,,,,,
48.8,16.2,-59,64,249,,,,,
46.5,16.2,-58,65,252,,,,,
38.4,13.1,-57,74,251,,,,,
31.8,13.3,-57,80,253,,,,,
30,13.0,-56,82,252,,,,,
27.6,12.6,-55,85,251,,,,,
26.3,12.9,-54,89,252,,,,,
21.8,12.2,-56,93,254,,,,,
20.8,10.9,-56,93,253,,,,,
20,10.7,-56,94,253,,,,,
18.9,10.9,-55,99,255,,,,,
11.4,7.0,-45,98,263,,,,,

* OC;VAISALA  XtrapO3=49

