*
* This file was generated using WODC 80 column formatted data
* 'na' is used where a model or instrument number is not available
*

#CONTENT
Class,Category,Level,Form
WOUDC,OzoneSonde,1.0,1

#DATA_GENERATION
Date,Agency,Version,ScientificAuthority
2000-03-02,ABM,0.0,

#PLATFORM
Type,ID,Name,Country,GAW_ID
STN,029,MACQUARIE ISLAND,AUS,94998

#INSTRUMENT
Name,Model,Number
Ecc,na,na

#LOCATION
Latitude,Longitude,Height
-54.5,158.967,6

#TIMESTAMP
UTCOffset,Date,Time
+00:00:00,1997-05-27,23:00:00

#FLIGHT_SUMMARY
IntegratedO3,CorrectionCode,SondeTotalO3,CorrectionFactor,TotalO3,WLCode,ObsType,Instrument,Number
247,,,1.079,283,2,4,,

#PROFILE
Pressure,O3PartialPressure,Temperature,WindSpeed,WindDirection,LevelCode,Duration,GPHeight,RelativeHumidty,SampleTemperature
999,2.5,7,0,0,,,,,
850,2.8,2,28,312,,,,,
700,2.3,-7,35,307,,,,,
500,1.7,-23,44,309,,,,,
326,1.5,-46,50,306,,,,,
300,1.6,-50,50,308,,,,,
224,1.3,-63,49,311,,,,,
200,2.3,-62,45,308,,,,,
168,3.8,-55,36,304,,,,,
150,2.8,-54,35,301,,,,,
146,3.1,-54,34,302,,,,,
127,2.4,-55,34,307,,,,,
105,2.8,-59,30,299,,,,,
100,3.7,-58,28,300,,,,,
95.4,4.6,-58,26,301,,,,,
91,5.8,-57,24,305,,,,,
82.7,6.1,-61,25,301,,,,,
70,10.8,-57,21,316,,,,,
68.3,12.0,-57,22,321,,,,,
62.1,11.6,-60,30,315,,,,,
62.1,11.6,-60,30,315,,,,,
59.2,13.1,-61,33,304,,,,,
56.4,12.5,-60,32,294,,,,,
50,14.6,-58,22,297,,,,,
48.8,15.0,-58,22,305,,,,,
44.4,13.0,-59,31,318,,,,,
40.3,12.6,-60,33,302,,,,,
34.9,13.2,-58,27,294,,,,,
30,12.7,-61,27,299,,,,,
24.9,12.0,-63,34,293,,,,,
23.7,11.3,-61,34,292,,,,,
22.6,12.2,-60,34,290,,,,,
20,10.5,-60,32,289,,,,,
17.8,8.7,-61,30,296,,,,,
16.9,8.3,-62,30,296,,,,,
16.1,8.2,-62,32,296,,,,,
15.4,8.5,-61,33,294,,,,,
13.9,6.8,-61,35,291,,,,,
12.1,6.4,-62,37,287,,,,,
11.5,5.9,-62,38,285,,,,,
10.4,6.4,-62,40,285,,,,,
10,6.4,-62,40,285,,,,,
7,3.5,-59,50,280,,,,,
5,2.4,-55,51,283,,,,,
4.4,2.0,-54,48,287,,,,,

* OC;VAISALA  XtrapO3=14.9

