
#CONTENT
Class,Category,Level,Form
WOUDC,OzoneSonde,1.0,1

#DATA_GENERATION
Date,Agency,Version,ScientificAuthority
2002-12-04,ABM,1.0,Atmosphere Watch Section

#PLATFORM
Type,ID,Name,Country,GAW_ID
STN,394,Broadmeadows,AUS

#INSTRUMENT
Name,Model,Number
ECC,6A,6A10763

#LOCATION
Latitude,Longitude,Height
-37.68,144.95,110

#TIMESTAMP
UTCOffset,Date,Time
+00:00:00,2002-12-04,03:07:00

#FLIGHT_SUMMARY
IntegratedO3,CorrectionCode,SondeTotalO3,CorrectionFactor,TotalO3,WLCode,ObsType,Instrument,Number
316.9,4,360.7,-0.895,323,0,4,Dobson,115

#AUXILIARY_DATA
MeteoSonde,ib1,ib2,PumpRate,BackgroundCorr,SampleTemperatureType,MinutesGroundO3
SPCECC-VaisalaRSA11-VaisalaRS80,,0.003,27.0,const_ib2,pump

#PROFILE
Pressure,O3PartialPressure,Temperature,WindSpeed,WindDirection,LevelCode,Duration,GPHeight,RelativeHumidity,SampleTemperature
991,2.1,18
969,2.4,15
850,2.2,5
700,1.9,-5
644,1.7,-8
595,2,-12
528,2.1,-18
500,2,-21
468,1.8,-24
413,2.1,-30
380,1.7,-33
348,1.6,-38
319,1.5,-42
300,1.7,-44
292,2.2,-45
279,3.6,-45
266,5.4,-45
255,5.8,-46
243,6.2,-46
222,6.1,-45
213,6.8,-43
200,6.7,-46
186,6.8,-48
178,6.5,-48
155,6.2,-50
150,6.4,-50
141,6.2,-52
135,5.5,-53
129,5.8,-54
123,6.5,-54
117,7.7,-54
112,8.7,-53
107,8.5,-53
100,7.9,-55
92.7,7.7,-57
88.4,8.3,-57
84.4,9.9,-56
80.5,9.5,-55
73.2,8.1,-57
70,8,-57
63.5,7.6,-59
60.5,7.8,-59
57.7,9.6,-58
55,11,-58
50,13.4,-56
47.7,13.6,-55
45.5,13,-56
41.5,14.9,-53
39.6,14.6,-53
37.8,15,-53
34.4,14.6,-53
32.9,14.6,-53
31.4,14.9,-52
30,14.5,-51
27.3,14.2,-52
26.1,13.9,-52
23.8,13.8,-51
22.7,13.6,-52
21.7,13.4,-52
20,13.5,-49
18,13.6,-47
15.7,13,-46
15.1,12.6,-45
14.4,12.3,-44
13.8,11.8,-44
12.1,11.3,-39
10,9.9,-36
9.3,9.4,-33
8.2,8.5,-31
7,7.3,-26
6.6,6.8,-23
