
#CONTENT
Class,Category,Level,Form
WOUDC,OzoneSonde,1.0,1

#DATA_GENERATION
Date,Agency,Version,ScientificAuthority
2002-02-15,ABM,1.0,Atmosphere Watch Section

#PLATFORM
Type,ID,Name,Country,GAW_ID
STN,394,Broadmeadows,AUS

#INSTRUMENT
Name,Model,Number
ECC,6A,6A11051

#LOCATION
Latitude,Longitude,Height
-37.68,144.95,110

#TIMESTAMP
UTCOffset,Date,Time
+00:00:00,2002-02-15,01:15:00

#FLIGHT_SUMMARY
IntegratedO3,CorrectionCode,SondeTotalO3,CorrectionFactor,TotalO3,WLCode,ObsType,Instrument,Number
229.6,4,278.3,-0.97,270,0,0,Dobson,115

#AUXILIARY_DATA
MeteoSonde,ib1,ib2,PumpRate,BackgroundCorr,SampleTemperatureType,MinutesGroundO3
SPCECC-VaisalaRSA11-VaisalaRS80,,0.008,27.6,const_ib2,pump

#PROFILE
Pressure,O3PartialPressure,Temperature,WindSpeed,WindDirection,LevelCode,Duration,GPHeight,RelativeHumidity,SampleTemperature
992,4.2,32
971,4.9,29
939,5,26
876,4.3,23
850,3.7,21
789,3,16
762,2.9,13
700,2.9,7
588,2.3,-5
500,2.2,-10
448,2.2,-14
431,2,-15
398,1.5,-20
382,1.7,-23
352,1.5,-27
310,1.5,-35
300,1.5,-36
272,1.3,-42
248,1.7,-46
227,1.4,-47
217,.8,-48
200,1.4,-50
189,1.6,-51
172,.9,-54
157,1,-58
150,.9,-61
136,1.1,-64
123,1.2,-66
111,1.2,-69
100,1.7,-71
90.9,3.3,-68
82.4,4.5,-64
78.4,4.7,-65
74.6,4.6,-66
70,5,-63
67.7,5.7,-61
61.4,6.3,-61
58.5,6.6,-62
50,8.4,-60
43.8,9.9,-59
41.8,10.7,-57
39.9,11,-56
34.6,11.6,-53
33.1,13,-52
30,13.4,-50
28.8,13.9,-49
27.5,14,-49
25.1,13.9,-49
24,13.9,-48
21.9,13.4,-47
20.9,13.4,-45
20,13.5,-44
19.1,13.6,-44
18.3,13.7,-44
14.7,12.4,-39
12.9,11.3,-37
12.3,10.7,-36
11.3,9.7,-36
10.4,9.4,-35
10,8.9,-35
9.1,8.1,-35
8,7.2,-35
