
#CONTENT
Class,Category,Level,Form
WOUDC,OzoneSonde,1.0,1

#DATA_GENERATION
Date,Agency,Version,ScientificAuthority
2002-09-19,ABM,1.0,Atmosphere Watch Section

#PLATFORM
Type,ID,Name,Country,GAW_ID
STN,394,Broadmeadows,AUS

#INSTRUMENT
Name,Model,Number
ECC,6A,6A10757

#LOCATION
Latitude,Longitude,Height
-37.68,144.95,110

#TIMESTAMP
UTCOffset,Date,Time
+00:00:00,2002-09-19,00:36:00

#FLIGHT_SUMMARY
IntegratedO3,CorrectionCode,SondeTotalO3,CorrectionFactor,TotalO3,WLCode,ObsType,Instrument,Number
321.9,4,350.1,-0.948,332,0,0,Dobson,115

#AUXILIARY_DATA
MeteoSonde,ib1,ib2,PumpRate,BackgroundCorr,SampleTemperatureType,MinutesGroundO3
SPCECC-VaisalaRSA11-VaisalaRS80,,0.043,26.96,const_ib2,pump

#PROFILE
Pressure,O3PartialPressure,Temperature,WindSpeed,WindDirection,LevelCode,Duration,GPHeight,RelativeHumidity,SampleTemperature
999,2.6,10,4.6,255
907,2.9,3,11,239
850,2.8,-1,15,246
751,2.7,-6,21,245
700,3.7,-4,30,232
696,3.9,-3,30,231
670,3,-4,33,228
552,3,-11,45,227
531,3.2,-12,50,232
500,3.3,-13,51,239
491,3.5,-12,51,236
454,3.6,-16,54,234
419,2.7,-20,53,241
386,3.5,-23,65,231
355,2.5,-26,66,242
341,2.3,-28,67,244
327,3,-30,67,248
300,3.3,-36,65,254
275,1.9,-41,67,257
263,1.8,-43,68,257
240,2.4,-47,64,256
210,2,-51,63,248
200,1.4,-52,59,242
191,1.5,-54,57,243
174,1.6,-56
150,1.3,-61
137,1.8,-62
124,1.6,-62
118,2,-62
113,3.5,-61
107,6.1,-60
100,8,-62
92.8,9,-62
88.4,9.1,-62
80.2,10.6,-62
76.4,9.6,-60
72.8,12.3,-59
70,13.4,-58
66.2,14.9,-57
60.3,15.7,-53
54.9,17.1,-54
52.4,16.7,-55
50,15.8,-54
47.7,15.8,-55
45.5,16.3,-53
43.5,16.6,-53
39.6,17.5,-52
36.1,16.4,-52
32.9,16,-50
31.4,15.6,-50
30,15.5,-51
26.2,14.3,-50
23.9,13.7,-50
22.8,12.9,-50
21.8,12.7,-49
20.8,13.8,-49
20,12.8,-48
19,12,-48
18.1,11.9,-48
17.3,12.8,-47
16.6,11.7,-47
15.8,11.1,-47
14.5,12,-44
13.8,10.8,-44
12.6,9.5,-44
12.1,10,-45
11.6,9.2,-44
11.1,8.8,-44
10.1,9.3,-42
10,9.2,-42
8.1,7.2,-40
7,6,-38
6,5,-37
6.2,5.5,-38
5,4.1,-37
