
#CONTENT
Class,Category,Level,Form
WOUDC,OzoneSonde,1.0,1

#DATA_GENERATION
Date,Agency,Version,ScientificAuthority
2002-03-28,ABM,1.0,Atmosphere Watch Section

#PLATFORM
Type,ID,Name,Country,GAW_ID
STN,394,Broadmeadows,AUS

#INSTRUMENT
Name,Model,Number
ECC,6A,6A10723

#LOCATION
Latitude,Longitude,Height
-37.68,144.95,110

#TIMESTAMP
UTCOffset,Date,Time
+00:00:00,2002-03-28,00:34:00

#FLIGHT_SUMMARY
IntegratedO3,CorrectionCode,SondeTotalO3,CorrectionFactor,TotalO3,WLCode,ObsType,Instrument,Number
222.8,4,249.4,-1.006,251,0,4,Dobson,115

#AUXILIARY_DATA
MeteoSonde,ib1,ib2,PumpRate,BackgroundCorr,SampleTemperatureType,MinutesGroundO3
SPCECC-VaisalaRSA11-VaisalaRS80,,0.011,27.6,const_ib2,pump

#PROFILE
Pressure,O3PartialPressure,Temperature,WindSpeed,WindDirection,LevelCode,Duration,GPHeight,RelativeHumidity,SampleTemperature
1005,.1,16
1000,.2,16
915,1.3,10
850,1.5,10
792,1.8,11
737,1.7,8
700,2.1,5
685,2.5,4
660,2.5,3
636,2,2
590,2.5,-1
526,1.9,-8
500,1.9,-11
468,1.8,-14
432,1.9,-18
415,2.1,-20
383,2,-25
337,1.7,-33
300,1.2,-39
271,1.1,-44
237,1.3,-52
226,1.3,-54
215,1.1,-56
200,1.1,-59
178,1.6,-60
170,1.6,-62
150,1.5,-63
126,2,-66
120,2.7,-65
109,3.6,-65
100,3.9,-66
94,4.2,-64
89.5,3.3,-64
85.2,3,-63
81.2,3.4,-63
77.3,3.9,-64
73.6,4.1,-64
70,4.9,-64
66.7,6.1,-63
57.6,8.2,-64
54.9,7.4,-62
52.3,8.2,-61
50,9.3,-61
47.5,9.6,-61
43.1,10.7,-58
39.2,11.2,-58
37.4,11.1,-58
35.6,11.2,-57
34,11.6,-56
30.9,11.9,-55
30,11.7,-56
28.2,11.7,-56
26.9,11.3,-55
25.6,11.3,-54
23.3,11.6,-53
22.3,11.6,-51
20.3,12.1,-47
20,12,-47
18.6,11.4,-46
16.2,10.3,-45
15.5,10,-44
14.8,10.1,-43
14.2,9.9,-42
13.6,10.1,-40
13,10.3,-40
12.4,10,-41
10,7.9,-39
9.6,7.6,-39
9.2,7.2,-39
8.8,7,-38
7.4,5.4,-37
7,4.8,-36
6.2,4.1,-34
5.9,4,-33
